Factor,,X,GOterm,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust,ParentTerm
Biomin,680,939,GO:0018149,1,0.960555294,0,1,peptide cross-linking,BP,1,peptide cross-linking
Biomin,16,18,GO:0031325,1,0.911583627,0,2,positive regulation of cellular metabolic process,BP,1,positive regulation of biological process
Biomin,25,29,GO:0048518,1,0.715603165,0,7,positive regulation of biological process,BP,1,positive regulation of biological process
Biomin,495,675,GO:0048522,1,0.754115563,0,6,positive regulation of cellular process,BP,1,positive regulation of biological process
Biomin,558,758,GO:0050789,1,0.56097635,0,13,regulation of biological process,BP,1,positive regulation of biological process
Biomin,559,759,GO:0050794,1,0.56097635,0,13,regulation of cellular process,BP,1,positive regulation of biological process
Biomin,562,762,GO:0065007,1,0.480329192,0,18,biological regulation,BP,1,positive regulation of biological process
Biomin,669,904,GO:0051173,1,0.905391075,0,2,positive regulation of nitrogen compound metabolic process,BP,1,positive regulation of biological process
Biomin,709,1010,GO:0009893,1,0.865043397,0,3,positive regulation of metabolic process,BP,1,positive regulation of biological process
Biomin,710,1011,GO:0010604,1,0.865043397,0,3,positive regulation of macromolecule metabolic process,BP,1,positive regulation of biological process
Biomin,26,30,GO:0010646,1,0.756674206,0,6,regulation of cell communication,BP,1,positive regulation of cell communication
Biomin,214,316,GO:0048167,1,0.95409834,0,1,regulation of synaptic plasticity,BP,1,positive regulation of cell communication
Biomin,402,568,GO:0010647,1,0.878260306,0,3,positive regulation of cell communication,BP,1,positive regulation of cell communication
Biomin,502,682,GO:0007267,1,0.951165903,0,1,cell-cell signaling,BP,1,positive regulation of cell communication
Biomin,503,683,GO:0007268,1,0.951165903,0,1,chemical synaptic transmission,BP,1,positive regulation of cell communication
Biomin,504,684,GO:0007271,1,0.951165903,0,1,"synaptic transmission, cholinergic",BP,1,positive regulation of cell communication
Biomin,505,689,GO:0032228,1,0.951165903,0,1,"regulation of synaptic transmission, GABAergic",BP,1,positive regulation of cell communication
Biomin,509,699,GO:0098916,1,0.951165903,0,1,anterograde trans-synaptic signaling,BP,1,positive regulation of cell communication
Biomin,510,700,GO:0099536,1,0.951165903,0,1,synaptic signaling,BP,1,positive regulation of cell communication
Biomin,511,701,GO:0099537,1,0.951165903,0,1,trans-synaptic signaling,BP,1,positive regulation of cell communication
Biomin,542,741,GO:0007154,1,0.639511609,0,9,cell communication,BP,1,positive regulation of cell communication
Biomin,657,887,GO:0050804,1,0.907502332,0,2,modulation of chemical synaptic transmission,BP,1,positive regulation of cell communication
Biomin,659,894,GO:0099177,1,0.907502332,0,2,regulation of trans-synaptic signaling,BP,1,positive regulation of cell communication
Biomin,794,1108,GO:0010648,1,0.916461386,0,2,negative regulation of cell communication,BP,1,positive regulation of cell communication
Biomin,13,13,GO:0008277,1,0.911583627,0,2,regulation of G protein-coupled receptor signaling pathway,BP,1,positive regulation of signal transduction
Biomin,27,31,GO:0023051,1,0.756674206,0,6,regulation of signaling,BP,1,positive regulation of signal transduction
Biomin,205,307,GO:0045744,1,0.95409834,0,1,negative regulation of G protein-coupled receptor signaling pathway,BP,1,positive regulation of signal transduction
Biomin,352,508,GO:0007167,1,0.948953234,0,1,enzyme linked receptor protein signaling pathway,BP,1,positive regulation of signal transduction
Biomin,353,509,GO:0007169,1,0.948953234,0,1,transmembrane receptor protein tyrosine kinase signaling pathway,BP,1,positive regulation of signal transduction
Biomin,401,567,GO:0009967,1,0.878260306,0,3,positive regulation of signal transduction,BP,1,positive regulation of signal transduction
Biomin,403,569,GO:0023056,1,0.878260306,0,3,positive regulation of signaling,BP,1,positive regulation of signal transduction
Biomin,409,575,GO:0007165,1,0.748308022,0,6,signal transduction,BP,1,positive regulation of signal transduction
Biomin,521,720,GO:0009966,1,0.79553769,0,5,regulation of signal transduction,BP,1,positive regulation of signal transduction
Biomin,574,777,GO:0023052,1,0.711748243,0,7,signaling,BP,1,positive regulation of signal transduction
Biomin,646,870,GO:0007166,1,0.865639151,0,3,cell surface receptor signaling pathway,BP,1,positive regulation of signal transduction
Biomin,790,1102,GO:1902533,1,0.917753316,0,2,positive regulation of intracellular signal transduction,BP,1,positive regulation of signal transduction
Biomin,793,1107,GO:0009968,1,0.916461386,0,2,negative regulation of signal transduction,BP,1,positive regulation of signal transduction
Biomin,795,1109,GO:0023057,1,0.916461386,0,2,negative regulation of signaling,BP,1,positive regulation of signal transduction
Biomin,797,1112,GO:1902532,1,0.916461386,0,2,negative regulation of intracellular signal transduction,BP,1,positive regulation of signal transduction
Biomin,271,402,GO:1901160,1,0.95409834,0,1,primary amino compound metabolic process,BP,1,primary amino compound metabolic process
Biomin,1,1,GO:0006508,1,0.908087561,0,3,proteolysis,BP,1,protein processing
Biomin,4,4,GO:0044267,1,0.798434733,0,7,cellular protein metabolic process,BP,1,protein processing
Biomin,89,120,GO:0016485,1,0.955443239,0,1,protein processing,BP,1,protein processing
Biomin,95,138,GO:0051604,1,0.955443239,0,1,protein maturation,BP,1,protein processing
Biomin,548,748,GO:0019538,1,0.749539387,0,9,protein metabolic process,BP,1,protein processing
Biomin,566,766,GO:1901564,1,0.677877301,0,11,organonitrogen compound metabolic process,BP,1,protein processing
Biomin,68,81,GO:0051259,1,0.947950792,0,1,protein complex oligomerization,BP,1,protein-containing complex assembly
Biomin,69,82,GO:0051262,1,0.947950792,0,1,protein tetramerization,BP,1,protein-containing complex assembly
Biomin,71,84,GO:0065003,1,0.947950792,0,1,protein-containing complex assembly,BP,1,protein-containing complex assembly
Biomin,651,875,GO:0043933,1,0.938674768,0,2,protein-containing complex subunit organization,BP,1,protein-containing complex assembly
Biomin,731,1035,GO:0034728,1,0.990215516,0,1,nucleosome organization,BP,1,protein-containing complex assembly
Biomin,746,1051,GO:0071824,1,0.990215516,0,1,protein-DNA complex subunit organization,BP,1,protein-containing complex assembly
Biomin,147,207,GO:0006163,1,0.95409834,0,1,purine nucleotide metabolic process,BP,1,purine nucleotide metabolic process
Biomin,154,217,GO:0009150,1,0.95409834,0,1,purine ribonucleotide metabolic process,BP,1,purine nucleotide metabolic process
Biomin,257,380,GO:0072521,1,0.95409834,0,1,purine-containing compound metabolic process,BP,1,purine nucleotide metabolic process
Biomin,431,597,GO:0006139,1,0.904434578,0,2,nucleobase-containing compound metabolic process,BP,1,purine nucleotide metabolic process
Biomin,699,999,GO:0006725,1,0.888662216,0,3,cellular aromatic compound metabolic process,BP,1,purine nucleotide metabolic process
Biomin,701,1001,GO:0046483,1,0.888662216,0,3,heterocycle metabolic process,BP,1,purine nucleotide metabolic process
Biomin,61,74,GO:0042743,1,0.947950792,0,1,hydrogen peroxide metabolic process,BP,1,reactive oxygen species metabolic process
Biomin,62,75,GO:0042744,1,0.947950792,0,1,hydrogen peroxide catabolic process,BP,1,reactive oxygen species metabolic process
Biomin,76,93,GO:0072593,1,0.947950792,0,1,reactive oxygen species metabolic process,BP,1,reactive oxygen species metabolic process
Biomin,283,419,GO:1903426,1,0.95409834,0,1,regulation of reactive oxygen species biosynthetic process,BP,1,reactive oxygen species metabolic process
Biomin,284,420,GO:1903427,1,0.95409834,0,1,negative regulation of reactive oxygen species biosynthetic process,BP,1,reactive oxygen species metabolic process
Biomin,286,428,GO:2000377,1,0.95409834,0,1,regulation of reactive oxygen species metabolic process,BP,1,reactive oxygen species metabolic process
Biomin,287,429,GO:2000378,1,0.95409834,0,1,negative regulation of reactive oxygen species metabolic process,BP,1,reactive oxygen species metabolic process
Biomin,589,800,GO:0031099,1,0.989625492,0,1,regeneration,BP,1,regeneration
Biomin,98,144,GO:0001558,1,0.941795499,0,1,regulation of cell growth,BP,1,regulation of axon extension involved in axon guidance
Biomin,108,156,GO:0016049,1,0.941795499,0,1,cell growth,BP,1,regulation of axon extension involved in axon guidance
Biomin,120,176,GO:0048588,1,0.941795499,0,1,developmental cell growth,BP,1,regulation of axon extension involved in axon guidance
Biomin,121,177,GO:0048675,1,0.941795499,0,1,axon extension,BP,1,regulation of axon extension involved in axon guidance
Biomin,123,179,GO:0048841,1,0.941795499,0,1,regulation of axon extension involved in axon guidance,BP,1,regulation of axon extension involved in axon guidance
Biomin,124,180,GO:0048846,1,0.941795499,0,1,axon extension involved in axon guidance,BP,1,regulation of axon extension involved in axon guidance
Biomin,137,194,GO:1902284,1,0.941795499,0,1,neuron projection extension involved in neuron projection guidance,BP,1,regulation of axon extension involved in axon guidance
Biomin,140,197,GO:1990138,1,0.941795499,0,1,neuron projection extension,BP,1,regulation of axon extension involved in axon guidance
Biomin,193,290,GO:0040009,1,0.95409834,0,1,regulation of growth rate,BP,1,regulation of axon extension involved in axon guidance
Biomin,194,291,GO:0040010,1,0.95409834,0,1,positive regulation of growth rate,BP,1,regulation of axon extension involved in axon guidance
Biomin,210,312,GO:0045927,1,0.95409834,0,1,positive regulation of growth,BP,1,regulation of axon extension involved in axon guidance
Biomin,293,436,GO:0040008,1,0.859892964,0,3,regulation of growth,BP,1,regulation of axon extension involved in axon guidance
Biomin,490,670,GO:0040007,1,0.932023874,0,2,growth,BP,1,regulation of axon extension involved in axon guidance
Biomin,491,671,GO:0048589,1,0.932023874,0,2,developmental growth,BP,1,regulation of axon extension involved in axon guidance
Biomin,492,672,GO:0060560,1,0.932023874,0,2,developmental growth involved in morphogenesis,BP,1,regulation of axon extension involved in axon guidance
Biomin,791,1105,GO:0048638,1,0.901269575,0,2,regulation of developmental growth,BP,1,regulation of axon extension involved in axon guidance
Biomin,104,151,GO:0007409,1,0.941795499,0,1,axonogenesis,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,106,154,GO:0010769,1,0.941795499,0,1,regulation of cell morphogenesis involved in differentiation,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,109,157,GO:0022604,1,0.941795499,0,1,regulation of cell morphogenesis,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,125,181,GO:0050770,1,0.941795499,0,1,regulation of axonogenesis,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,361,517,GO:0010171,1,0.948953234,0,1,body morphogenesis,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,386,551,GO:0048667,1,0.8985614,0,2,cell morphogenesis involved in neuron differentiation,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,395,561,GO:0000902,1,0.819439423,0,4,cell morphogenesis,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,396,562,GO:0000904,1,0.819439423,0,4,cell morphogenesis involved in differentiation,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,513,703,GO:0048646,1,0.851324534,0,5,anatomical structure formation involved in morphogenesis,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,534,733,GO:0032989,1,0.811419008,0,5,cellular component morphogenesis,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,545,745,GO:0009653,1,0.656393365,0,10,anatomical structure morphogenesis,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,611,828,GO:0032990,1,0.894148367,0,2,cell part morphogenesis,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,616,833,GO:0048812,1,0.894148367,0,2,neuron projection morphogenesis,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,617,834,GO:0048858,1,0.894148367,0,2,cell projection morphogenesis,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,627,844,GO:0120039,1,0.894148367,0,2,plasma membrane bounded cell projection morphogenesis,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,636,854,GO:0001736,1,0.904643096,0,2,establishment of planar polarity,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,639,858,GO:0007164,1,0.904643096,0,2,establishment of tissue polarity,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,641,862,GO:0022603,1,0.904643096,0,2,regulation of anatomical structure morphogenesis,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,677,916,GO:0001763,1,0.960555294,0,1,morphogenesis of a branching structure,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,687,964,GO:0048859,1,0.960555294,0,1,formation of anatomical boundary,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,689,970,GO:0061138,1,0.960555294,0,1,morphogenesis of a branching epithelium,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,721,1023,GO:0010927,1,0.990215516,0,1,cellular component assembly involved in morphogenesis,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,729,1033,GO:0030239,1,0.990215516,0,1,myofibril assembly,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,745,1050,GO:0071689,1,0.990215516,0,1,muscle thin filament assembly,BP,1,regulation of cell morphogenesis involved in differentiation
Biomin,141,198,GO:0000820,1,0.95409834,0,1,regulation of glutamine family amino acid metabolic process,BP,1,regulation of glutamine family amino acid metabolic process
Biomin,148,208,GO:0006521,1,0.95409834,0,1,regulation of cellular amino acid metabolic process,BP,1,regulation of glutamine family amino acid metabolic process
Biomin,186,280,GO:0033238,1,0.95409834,0,1,regulation of cellular amine metabolic process,BP,1,regulation of glutamine family amino acid metabolic process
Biomin,187,281,GO:0033239,1,0.95409834,0,1,negative regulation of cellular amine metabolic process,BP,1,regulation of glutamine family amino acid metabolic process
Biomin,206,308,GO:0045763,1,0.95409834,0,1,negative regulation of cellular amino acid metabolic process,BP,1,regulation of glutamine family amino acid metabolic process
Biomin,93,133,GO:0043408,1,0.955443239,0,1,regulation of MAPK cascade,BP,1,regulation of intracellular signal transduction
Biomin,294,437,GO:1902531,1,0.83131678,0,4,regulation of intracellular signal transduction,BP,1,regulation of intracellular signal transduction
Biomin,425,591,GO:0035556,1,0.911960585,0,2,intracellular signal transduction,BP,1,regulation of intracellular signal transduction
Biomin,442,609,GO:0007264,1,0.949413007,0,1,small GTPase mediated signal transduction,BP,1,regulation of intracellular signal transduction
Biomin,443,610,GO:0007265,1,0.949413007,0,1,Ras protein signal transduction,BP,1,regulation of intracellular signal transduction
Biomin,444,611,GO:0007266,1,0.949413007,0,1,Rho protein signal transduction,BP,1,regulation of intracellular signal transduction
Biomin,463,642,GO:0051056,1,0.949413007,0,1,regulation of small GTPase mediated signal transduction,BP,1,regulation of intracellular signal transduction
Biomin,683,952,GO:0035329,1,0.960555294,0,1,hippo signaling,BP,1,regulation of intracellular signal transduction
Biomin,684,953,GO:0035330,1,0.960555294,0,1,regulation of hippo signaling,BP,1,regulation of intracellular signal transduction
Biomin,685,955,GO:0035332,1,0.960555294,0,1,positive regulation of hippo signaling,BP,1,regulation of intracellular signal transduction
Biomin,21,24,GO:0044057,1,0.911583627,0,2,regulation of system process,BP,1,regulation of muscle system process
Biomin,23,26,GO:0090257,1,0.911583627,0,2,regulation of muscle system process,BP,1,regulation of muscle system process
Biomin,85,105,GO:0003013,1,0.955443239,0,1,circulatory system process,BP,1,regulation of muscle system process
Biomin,87,111,GO:0008015,1,0.955443239,0,1,blood circulation,BP,1,regulation of muscle system process
Biomin,152,214,GO:0007605,1,0.95409834,0,1,sensory perception of sound,BP,1,regulation of muscle system process
Biomin,218,322,GO:0050905,1,0.95409834,0,1,neuromuscular process,BP,1,regulation of muscle system process
Biomin,220,325,GO:0050954,1,0.95409834,0,1,sensory perception of mechanical stimulus,BP,1,regulation of muscle system process
Biomin,508,694,GO:0050953,1,0.951165903,0,1,sensory perception of light stimulus,BP,1,regulation of muscle system process
Biomin,654,881,GO:0007600,1,0.907502332,0,2,sensory perception,BP,1,regulation of muscle system process
Biomin,658,888,GO:0050877,1,0.907502332,0,2,nervous system process,BP,1,regulation of muscle system process
Biomin,712,1013,GO:0003008,1,0.867060717,0,3,system process,BP,1,regulation of muscle system process
Biomin,5,5,GO:0051960,1,0.855669539,0,3,regulation of nervous system development,BP,1,regulation of nervous system development
Biomin,408,574,GO:0051241,1,0.853098169,0,3,negative regulation of multicellular organismal process,BP,1,regulation of nervous system development
Biomin,411,577,GO:0051239,1,0.74921708,0,6,regulation of multicellular organismal process,BP,1,regulation of nervous system development
Biomin,461,640,GO:0050769,1,0.949413007,0,1,positive regulation of neurogenesis,BP,1,regulation of nervous system development
Biomin,471,650,GO:0051962,1,0.949413007,0,1,positive regulation of nervous system development,BP,1,regulation of nervous system development
Biomin,607,824,GO:0010975,1,0.894148367,0,2,regulation of neuron projection development,BP,1,regulation of nervous system development
Biomin,608,825,GO:0010977,1,0.894148367,0,2,negative regulation of neuron projection development,BP,1,regulation of nervous system development
Biomin,614,831,GO:0045664,1,0.894148367,0,2,regulation of neuron differentiation,BP,1,regulation of nervous system development
Biomin,615,832,GO:0045665,1,0.894148367,0,2,negative regulation of neuron differentiation,BP,1,regulation of nervous system development
Biomin,618,835,GO:0050767,1,0.894148367,0,2,regulation of neurogenesis,BP,1,regulation of nervous system development
Biomin,619,836,GO:0050768,1,0.894148367,0,2,negative regulation of neurogenesis,BP,1,regulation of nervous system development
Biomin,624,841,GO:0051961,1,0.894148367,0,2,negative regulation of nervous system development,BP,1,regulation of nervous system development
Biomin,774,1080,GO:0051240,1,0.907106742,0,2,positive regulation of multicellular organismal process,BP,1,regulation of nervous system development
Biomin,447,625,GO:0030031,1,0.949413007,0,1,cell projection assembly,BP,1,regulation of plasma membrane bounded cell projection organization
Biomin,448,626,GO:0030032,1,0.949413007,0,1,lamellipodium assembly,BP,1,regulation of plasma membrane bounded cell projection organization
Biomin,452,630,GO:0031268,1,0.949413007,0,1,pseudopodium organization,BP,1,regulation of plasma membrane bounded cell projection organization
Biomin,453,631,GO:0031269,1,0.949413007,0,1,pseudopodium assembly,BP,1,regulation of plasma membrane bounded cell projection organization
Biomin,460,639,GO:0046847,1,0.949413007,0,1,filopodium assembly,BP,1,regulation of plasma membrane bounded cell projection organization
Biomin,469,648,GO:0051489,1,0.949413007,0,1,regulation of filopodium assembly,BP,1,regulation of plasma membrane bounded cell projection organization
Biomin,472,651,GO:0060491,1,0.949413007,0,1,regulation of cell projection assembly,BP,1,regulation of plasma membrane bounded cell projection organization
Biomin,475,655,GO:0097581,1,0.949413007,0,1,lamellipodium organization,BP,1,regulation of plasma membrane bounded cell projection organization
Biomin,476,656,GO:0120031,1,0.949413007,0,1,plasma membrane bounded cell projection assembly,BP,1,regulation of plasma membrane bounded cell projection organization
Biomin,477,657,GO:0120032,1,0.949413007,0,1,regulation of plasma membrane bounded cell projection assembly,BP,1,regulation of plasma membrane bounded cell projection organization
Biomin,485,665,GO:0030030,1,0.810935365,0,5,cell projection organization,BP,1,regulation of plasma membrane bounded cell projection organization
Biomin,486,666,GO:0120036,1,0.810935365,0,5,plasma membrane bounded cell projection organization,BP,1,regulation of plasma membrane bounded cell projection organization
Biomin,609,826,GO:0031344,1,0.894148367,0,2,regulation of cell projection organization,BP,1,regulation of plasma membrane bounded cell projection organization
Biomin,626,843,GO:0120035,1,0.894148367,0,2,regulation of plasma membrane bounded cell projection organization,BP,1,regulation of plasma membrane bounded cell projection organization
Biomin,114,163,GO:0032101,1,0.941795499,0,1,regulation of response to external stimulus,BP,1,regulation of response to external stimulus
Biomin,126,183,GO:0050920,1,0.941795499,0,1,regulation of chemotaxis,BP,1,regulation of response to external stimulus
Biomin,138,195,GO:1902667,1,0.941795499,0,1,regulation of axon guidance,BP,1,regulation of response to external stimulus
Biomin,179,269,GO:0031668,1,0.95409834,0,1,cellular response to extracellular stimulus,BP,1,regulation of response to external stimulus
Biomin,180,270,GO:0031669,1,0.95409834,0,1,cellular response to nutrient levels,BP,1,regulation of response to external stimulus
Biomin,188,284,GO:0033273,1,0.95409834,0,1,response to vitamin,BP,1,regulation of response to external stimulus
Biomin,249,369,GO:0071496,1,0.95409834,0,1,cellular response to external stimulus,BP,1,regulation of response to external stimulus
Biomin,334,478,GO:0009605,1,0.819447728,0,4,response to external stimulus,BP,1,regulation of response to external stimulus
Biomin,577,780,GO:0007584,1,0.910686025,0,2,response to nutrient,BP,1,regulation of response to external stimulus
Biomin,578,781,GO:0009991,1,0.910686025,0,2,response to extracellular stimulus,BP,1,regulation of response to external stimulus
Biomin,579,782,GO:0031667,1,0.910686025,0,2,response to nutrient levels,BP,1,regulation of response to external stimulus
Biomin,20,23,GO:0043949,1,0.911583627,0,2,regulation of cAMP-mediated signaling,BP,1,regulation of response to stimulus
Biomin,203,302,GO:0043951,1,0.95409834,0,1,negative regulation of cAMP-mediated signaling,BP,1,regulation of response to stimulus
Biomin,216,319,GO:0050848,1,0.95409834,0,1,regulation of calcium-mediated signaling,BP,1,regulation of response to stimulus
Biomin,217,320,GO:0050849,1,0.95409834,0,1,negative regulation of calcium-mediated signaling,BP,1,regulation of response to stimulus
Biomin,244,357,GO:0070884,1,0.95409834,0,1,regulation of calcineurin-NFAT signaling cascade,BP,1,regulation of response to stimulus
Biomin,258,381,GO:0080134,1,0.95409834,0,1,regulation of response to stress,BP,1,regulation of response to stimulus
Biomin,269,393,GO:0106056,1,0.95409834,0,1,regulation of calcineurin-mediated signaling,BP,1,regulation of response to stimulus
Biomin,404,570,GO:0048584,1,0.878260306,0,3,positive regulation of response to stimulus,BP,1,regulation of response to stimulus
Biomin,410,576,GO:0048583,1,0.74921708,0,6,regulation of response to stimulus,BP,1,regulation of response to stimulus
Biomin,796,1110,GO:0048585,1,0.916461386,0,2,negative regulation of response to stimulus,BP,1,regulation of response to stimulus
Biomin,2,2,GO:0031323,1,0.883286818,0,3,regulation of cellular metabolic process,BP,1,regulation of small molecule metabolic process
Biomin,168,231,GO:0010565,1,0.95409834,0,1,regulation of cellular ketone metabolic process,BP,1,regulation of small molecule metabolic process
Biomin,239,352,GO:0062012,1,0.95409834,0,1,regulation of small molecule metabolic process,BP,1,regulation of small molecule metabolic process
Biomin,240,353,GO:0062014,1,0.95409834,0,1,negative regulation of small molecule metabolic process,BP,1,regulation of small molecule metabolic process
Biomin,368,533,GO:0019222,1,0.794549714,0,5,regulation of metabolic process,BP,1,regulation of small molecule metabolic process
Biomin,369,534,GO:0080090,1,0.794549714,0,5,regulation of primary metabolic process,BP,1,regulation of small molecule metabolic process
Biomin,601,818,GO:0010468,1,0.877286185,0,3,regulation of gene expression,BP,1,regulation of small molecule metabolic process
Biomin,652,876,GO:0051171,1,0.838189001,0,4,regulation of nitrogen compound metabolic process,BP,1,regulation of small molecule metabolic process
Biomin,653,877,GO:0060255,1,0.838189001,0,4,regulation of macromolecule metabolic process,BP,1,regulation of small molecule metabolic process
Biomin,754,1060,GO:0006355,1,0.924483986,0,2,"regulation of transcription, DNA-templated",BP,1,regulation of small molecule metabolic process
Biomin,755,1061,GO:0006357,1,0.924483986,0,2,regulation of transcription by RNA polymerase II,BP,1,regulation of small molecule metabolic process
Biomin,757,1063,GO:0009889,1,0.924483986,0,2,regulation of biosynthetic process,BP,1,regulation of small molecule metabolic process
Biomin,759,1065,GO:0010556,1,0.924483986,0,2,regulation of macromolecule biosynthetic process,BP,1,regulation of small molecule metabolic process
Biomin,760,1066,GO:0019219,1,0.924483986,0,2,regulation of nucleobase-containing compound metabolic process,BP,1,regulation of small molecule metabolic process
Biomin,762,1068,GO:0031326,1,0.924483986,0,2,regulation of cellular biosynthetic process,BP,1,regulation of small molecule metabolic process
Biomin,766,1072,GO:0051252,1,0.924483986,0,2,regulation of RNA metabolic process,BP,1,regulation of small molecule metabolic process
Biomin,767,1073,GO:1903506,1,0.924483986,0,2,regulation of nucleic acid-templated transcription,BP,1,regulation of small molecule metabolic process
Biomin,768,1074,GO:2000112,1,0.924483986,0,2,regulation of cellular macromolecule biosynthetic process,BP,1,regulation of small molecule metabolic process
Biomin,769,1075,GO:2001141,1,0.924483986,0,2,regulation of RNA biosynthetic process,BP,1,regulation of small molecule metabolic process
Biomin,145,204,GO:0002028,1,0.95409834,0,1,regulation of sodium ion transport,BP,1,regulation of vesicle-mediated transport
Biomin,169,237,GO:0010959,1,0.95409834,0,1,regulation of metal ion transport,BP,1,regulation of vesicle-mediated transport
Biomin,173,261,GO:0030100,1,0.95409834,0,1,regulation of endocytosis,BP,1,regulation of vesicle-mediated transport
Biomin,191,288,GO:0034762,1,0.95409834,0,1,regulation of transmembrane transport,BP,1,regulation of vesicle-mediated transport
Biomin,192,289,GO:0034765,1,0.95409834,0,1,regulation of ion transmembrane transport,BP,1,regulation of vesicle-mediated transport
Biomin,200,299,GO:0043269,1,0.95409834,0,1,regulation of ion transport,BP,1,regulation of vesicle-mediated transport
Biomin,201,300,GO:0043270,1,0.95409834,0,1,positive regulation of ion transport,BP,1,regulation of vesicle-mediated transport
Biomin,207,309,GO:0045807,1,0.95409834,0,1,positive regulation of endocytosis,BP,1,regulation of vesicle-mediated transport
Biomin,223,330,GO:0051049,1,0.95409834,0,1,regulation of transport,BP,1,regulation of vesicle-mediated transport
Biomin,224,331,GO:0051050,1,0.95409834,0,1,positive regulation of transport,BP,1,regulation of vesicle-mediated transport
Biomin,234,345,GO:0051924,1,0.95409834,0,1,regulation of calcium ion transport,BP,1,regulation of vesicle-mediated transport
Biomin,235,346,GO:0051928,1,0.95409834,0,1,positive regulation of calcium ion transport,BP,1,regulation of vesicle-mediated transport
Biomin,238,351,GO:0060627,1,0.95409834,0,1,regulation of vesicle-mediated transport,BP,1,regulation of vesicle-mediated transport
Biomin,280,412,GO:1902305,1,0.95409834,0,1,regulation of sodium ion transmembrane transport,BP,1,regulation of vesicle-mediated transport
Biomin,285,422,GO:1904062,1,0.95409834,0,1,regulation of cation transmembrane transport,BP,1,regulation of vesicle-mediated transport
Biomin,406,572,GO:0032879,1,0.853098169,0,3,regulation of localization,BP,1,regulation of vesicle-mediated transport
Biomin,24,28,GO:0009611,1,0.908996353,0,3,response to wounding,BP,1,response to axon injury
Biomin,44,52,GO:0006979,1,0.947950792,0,1,response to oxidative stress,BP,1,response to axon injury
Biomin,57,69,GO:0034599,1,0.947950792,0,1,cellular response to oxidative stress,BP,1,response to axon injury
Biomin,67,80,GO:0048678,1,0.947950792,0,1,response to axon injury,BP,1,response to axon injury
Biomin,405,571,GO:0042060,1,0.958910204,0,2,wound healing,BP,1,response to axon injury
Biomin,14,14,GO:0009612,1,0.911583627,0,2,response to mechanical stimulus,BP,1,response to decreased oxygen levels
Biomin,58,71,GO:0036296,1,0.947950792,0,1,response to increased oxygen levels,BP,1,response to decreased oxygen levels
Biomin,70,83,GO:0055093,1,0.947950792,0,1,response to hyperoxia,BP,1,response to decreased oxygen levels
Biomin,74,90,GO:0071453,1,0.947950792,0,1,cellular response to oxygen levels,BP,1,response to decreased oxygen levels
Biomin,84,101,GO:0001666,1,0.955443239,0,1,response to hypoxia,BP,1,response to decreased oxygen levels
Biomin,91,129,GO:0036293,1,0.955443239,0,1,response to decreased oxygen levels,BP,1,response to decreased oxygen levels
Biomin,157,220,GO:0009266,1,0.95409834,0,1,response to temperature stimulus,BP,1,response to decreased oxygen levels
Biomin,158,221,GO:0009409,1,0.95409834,0,1,response to cold,BP,1,response to decreased oxygen levels
Biomin,571,774,GO:0009628,1,0.864129457,0,3,response to abiotic stimulus,BP,1,response to decreased oxygen levels
Biomin,787,1096,GO:0070482,1,0.905709581,0,2,response to oxygen levels,BP,1,response to decreased oxygen levels
Biomin,34,40,GO:0000302,1,0.947950792,0,1,response to reactive oxygen species,BP,1,response to reactive oxygen species
Biomin,35,41,GO:0000305,1,0.947950792,0,1,response to oxygen radical,BP,1,response to reactive oxygen species
Biomin,142,200,GO:0001101,1,0.95409834,0,1,response to acid chemical,BP,1,response to reactive oxygen species
Biomin,159,222,GO:0009415,1,0.95409834,0,1,response to water,BP,1,response to reactive oxygen species
Biomin,260,383,GO:0097305,1,0.95409834,0,1,response to alcohol,BP,1,response to reactive oxygen species
Biomin,261,384,GO:0097306,1,0.95409834,0,1,cellular response to alcohol,BP,1,response to reactive oxygen species
Biomin,273,404,GO:1901654,1,0.95409834,0,1,response to ketone,BP,1,response to reactive oxygen species
