"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.825153895083518 2 5 "GO:0033235" "positive regulation of protein sumoylation" 1
0 0.863644997014844 4 15 "GO:0033238" "regulation of amine metabolic process" 1
0 1 5 5 "GO:0033239" "negative regulation of amine metabolic process" 1
0 0.33999196353478 2 7 "GO:0033240" "positive regulation of amine metabolic process" 1
0 0.370094176355486 2 20 "GO:0033260" "nuclear DNA replication" 1
0 0.804851475592334 4 37 "GO:0033273" "response to vitamin" 1
0 0.738808856733164 4 16 "GO:0033280" "response to vitamin D" 1
0 0.658590982232464 2 7 "GO:0033301;GO:0035186" "cell cycle comprising mitosis without cytokinesis" 1
0 0.825153895083518 3 5 "GO:0033327" "Leydig cell differentiation" 1
0 0.567562691175983 4 6 "GO:0033333" "fin development" 1
0 0.658590982232464 2 7 "GO:0033344" "cholesterol efflux" 1
0 0.899987724387773 2 25 "GO:0033363" "secretory granule organization" 1
0 0.240000779208896 2 379 "GO:0033365" "protein localization to organelle" 1
0 0.775273820750542 3 91 "GO:0033500;GO:0042593" "carbohydrate homeostasis" 1
0 0.825153895083518 3 5 "GO:0033504" "floor plate development" 1
0 0.956746162576861 -1 9 "GO:0033522" "obsolete histone H2A ubiquitination" 1
0 1 -1 7 "GO:0033523" "obsolete histone H2B ubiquitination" 1
0 0.841937460786903 2 10 "GO:0033539" "fatty acid beta-oxidation using acyl-CoA dehydrogenase" 1
0 0.460077983307802 3 5 "GO:0033540" "fatty acid beta-oxidation using acyl-CoA oxidase" 1
0 0.969648775669385 2 21 "GO:0033555" "multicellular organismal response to stress" 1
0 0.929397769120608 4 31 "GO:0033559;GO:0046456;GO:0019369" "unsaturated fatty acid metabolic process" 1
0 1 3 7 "GO:0033563" "dorsal/ventral axon guidance" 1
0 0.153556667979246 2 13 "GO:0033572" "transferrin transport" 1
0 0.914230804226714 2 30 "GO:0033574" "response to testosterone" 1
0 0.155508581360357 3 5 "GO:0033598" "mammary gland epithelial cell proliferation" 1
0 0.825153895083518 2 5 "GO:0033599" "regulation of mammary gland epithelial cell proliferation" 1
0 0.915674338679586 2 17 "GO:0033619" "membrane protein proteolysis" 1
0 0.784088662947735 3 17 "GO:0033627" "cell adhesion mediated by integrin" 1
0 0.908714732229958 5 12 "GO:0033628" "regulation of cell adhesion mediated by integrin" 1
0 0.733533740975951 3 8 "GO:0033630" "positive regulation of cell adhesion mediated by integrin" 1
0 0.98971899512685 5 25 "GO:0033688" "regulation of osteoblast proliferation" 1
0 0.841937460786903 2 10 "GO:0033690" "positive regulation of osteoblast proliferation" 1
0 0.876672135865024 3 6 "GO:0033700" "phospholipid efflux" 1
0 0.915674338679586 5 17 "GO:0033762" "response to glucagon" 1
0 0.0990819556850575 3 40 "GO:0033865;GO:0033875;GO:0034032" "ribonucleoside bisphosphate metabolic process" 1
0 0.504346631534154 7 19 "GO:0033866;GO:0034030;GO:0034033;GO:0035384;GO:0071616" "ribonucleoside bisphosphate biosynthetic process" 1
0 0.602092194555744 7 10 "GO:0033962" "P-body assembly" 1
0 0.865972774306507 2 288 "GO:0033993" "response to lipid" 1
0 0.433762706002001 3 8 "GO:0034035;GO:0050427" "3'-phosphoadenosine 5'-phosphosulfate metabolic process" 1
0 0.567562691175983 4 6 "GO:0034058" "endosomal vesicle fusion" 1
0 0.658590982232464 7 7 "GO:0034063" "stress granule assembly" 1
0 0.879538434806445 3 11 "GO:0034067" "protein localization to Golgi apparatus" 1
0 0.567562691175983 5 6 "GO:0034091;GO:0034182" "regulation of maintenance of mitotic sister chromatid cohesion" 1
0 0.793804688173686 2 270 "GO:0034097;GO:0071345" "response to cytokine" 1
0 0.991641086238974 3 31 "GO:0034103;GO:0046850" "regulation of tissue remodeling" 1
0 0.97849911001712 2 11 "GO:0034105;GO:0045780;GO:0046852" "positive regulation of tissue remodeling" 1
0 0.658590982232464 4 7 "GO:0034109;GO:0070527" "homotypic cell-cell adhesion" 1
0 1 2 10 "GO:0034110" "regulation of homotypic cell-cell adhesion" 1
0 1 3 7 "GO:0034111" "negative regulation of homotypic cell-cell adhesion" 1
0 0.822434059371212 4 26 "GO:0034121" "regulation of toll-like receptor signaling pathway" 1
0 0.879538434806445 2 11 "GO:0034122" "negative regulation of toll-like receptor signaling pathway" 1
0 0.602092194555744 4 10 "GO:0034123" "positive regulation of toll-like receptor signaling pathway" 1
0 0.460077983307802 2 5 "GO:0034124" "regulation of MyD88-dependent toll-like receptor signaling pathway" 1
0 1 2 5 "GO:0034139" "regulation of toll-like receptor 3 signaling pathway" 1
0 0.245108567571442 6 6 "GO:0034142;GO:0140895;GO:0002752" "toll-like receptor 4 signaling pathway" 1
0 0.33999196353478 2 7 "GO:0034143" "regulation of toll-like receptor 4 signaling pathway" 1
0 0.460077983307802 4 5 "GO:0034145" "positive regulation of toll-like receptor 4 signaling pathway" 1
0 0.753225362359627 2 24 "GO:0034198;GO:1990928" "response to amino acid starvation" 1
0 0.825153895083518 6 5 "GO:0034199" "activation of protein kinase A activity" 1
0 0.382816874029281 2 17 "GO:0034204;GO:0097035;GO:0045332" "regulation of membrane lipid distribution" 1
0 0.825153895083518 2 5 "GO:0034205" "amyloid-beta formation" 1
0 0.33999196353478 2 7 "GO:0034214" "protein hexamerization" 1
0 0.929420137079706 3 87 "GO:0034250;GO:0045727" "positive regulation of amide metabolic process" 1
0 0.924797750265552 2 22 "GO:0034260" "negative regulation of GTPase activity" 1
0 0.102003132917166 2 20 "GO:0034308" "primary alcohol metabolic process" 1
0 0.876672135865024 3 6 "GO:0034311;GO:0034312" "diol metabolic process" 1
0 0.0431061164187132 7 10 "GO:0034314;GO:0045010" "actin nucleation" 0.874
0 0.892453337079847 2 16 "GO:0034315;GO:0051125" "regulation of actin nucleation" 1
0 0.460077983307802 2 5 "GO:0034316" "negative regulation of Arp2/3 complex-mediated actin nucleation" 1
0 0.938734433035268 2 115 "GO:0034329" "cell junction assembly" 1
0 0.989122348701301 2 226 "GO:0034330" "cell junction organization" 1
0 0.855709428908986 2 19 "GO:0034331" "cell junction maintenance" 1
0 0.947117753218329 4 41 "GO:0034332" "adherens junction organization" 1
0 0.924797750265552 2 22 "GO:0034333" "adherens junction assembly" 1
0 0.828248732617662 5 14 "GO:0034334;GO:0045217" "cell-cell junction maintenance" 1
0 0.118280227385779 5 35 "GO:0034341;GO:0071346" "response to type II interferon" 1
0 0.522012407999431 2 9 "GO:0034350;GO:0034351" "regulation of glial cell apoptotic process" 1
0 0.658590982232464 3 7 "GO:0034356" "NAD biosynthesis via nicotinamide riboside salvage pathway" 1
0 1 2 6 "GO:0034367" "protein-containing complex remodeling" 1
0 0.733533740975951 3 8 "GO:0034377" "plasma lipoprotein particle assembly" 1
0 0.460077983307802 6 5 "GO:0034379" "very-low-density lipoprotein particle assembly" 1
0 0.128217468182688 2 18 "GO:0034381;GO:0034383" "plasma lipoprotein particle clearance" 1
0 0.785240099978243 3 13 "GO:0034389" "lipid droplet organization" 1
0 0.956746162576861 7 9 "GO:0034391" "regulation of smooth muscle cell apoptotic process" 1
0 0.825153895083518 2 5 "GO:0034392" "negative regulation of smooth muscle cell apoptotic process" 1
0 0.825153895083518 3 5 "GO:0034393" "positive regulation of smooth muscle cell apoptotic process" 1
0 0.489961467729238 2 12 "GO:0034394" "protein localization to cell surface" 1
0 0.197684939124585 -1 11 "GO:0034401;GO:0070868;GO:0097549" "obsolete chromatin organization involved in regulation of transcription" 1
0 0.142614760423493 2 45 "GO:0034404" "nucleobase-containing small molecule biosynthetic process" 1
0 0.530228129916242 3 16 "GO:0034405;GO:0071498" "response to fluid shear stress" 1
0 0.960559807507781 4 20 "GO:0034446" "substrate adhesion-dependent cell spreading" 1
0 0.793968407540671 5 9 "GO:0034453" "microtubule anchoring" 1
0 0.0166342165388769 -1 194 "GO:0034470" "obsolete ncRNA processing" 0.555882352941176
0 0.733533740975951 -1 8 "GO:0034471" "obsolete ncRNA 5'-end processing" 1
0 0.913018994803785 4 7 "GO:0034497" "protein localization to phagophore assembly site" 1
0 1 3 5 "GO:0034498" "early endosome to Golgi transport" 1
0 0.627541780300373 8 14 "GO:0034501;GO:0071459;GO:1903083" "protein localization to chromosome, centromeric region" 1
0 0.936577013450752 5 40 "GO:0034502" "protein localization to chromosome" 1
0 0.592242408709385 3 111 "GO:0034504" "protein localization to nucleus" 1
0 0.828248732617662 3 14 "GO:0034508" "centromere complex assembly" 1
0 0.793968407540671 3 9 "GO:0034587" "piRNA processing" 1
0 0.629090529157053 3 123 "GO:0034599;GO:0062197" "cellular response to chemical stress" 1
0 0.947117753218329 3 41 "GO:0034605" "cellular response to heat" 1
0 1 4 5 "GO:0034606" "response to hermaphrodite contact" 1
0 0.640780832034824 5 50 "GO:0034612;GO:0071356" "response to tumor necrosis factor" 1
0 0.442837736061126 2 58 "GO:0034614" "cellular response to reactive oxygen species" 1
0 0.658590982232464 2 7 "GO:0034616" "response to laminar fluid shear stress" 1
0 0.186157836959893 3 78 "GO:0034620;GO:0035967" "cellular response to topologically incorrect protein" 1
0 0.706401061972407 2 70 "GO:0034644;GO:0071482" "cellular response to light stimulus" 1
0 0.0716996441752414 2 11 "GO:0034656" "nucleobase-containing small molecule catabolic process" 1
0 0.00332137841934682 -1 267 "GO:0034660" "obsolete ncRNA metabolic process" 0.165116279069767
0 0.785240099978243 -1 13 "GO:0034661" "obsolete ncRNA catabolic process" 1
0 0.602092194555744 3 10 "GO:0034694;GO:0034695" "response to prostaglandin E" 1
0 0.627541780300373 2 14 "GO:0034698" "response to gonadotropin" 1
0 1 -1 5 "GO:0034720" "obsolete histone H3-K4 demethylation" 1
0 0.846330999530778 2 54 "GO:0034728" "nucleosome organization" 1
0 0.658590982232464 2 7 "GO:0034755" "iron ion transmembrane transport" 1
0 0.988128973493546 3 136 "GO:0034762" "regulation of transmembrane transport" 1
0 0.753284300400637 5 39 "GO:0034763" "negative regulation of transmembrane transport" 1
0 0.86550682614934 2 74 "GO:0034764" "positive regulation of transmembrane transport" 1
0 0.79460477886189 2 29 "GO:0034766;GO:1904063;GO:0032410;GO:0032413" "negative regulation of monoatomic ion transmembrane transport" 1
0 0.691973347675466 3 48 "GO:0034767;GO:1904064" "positive regulation of monoatomic ion transmembrane transport" 1
0 1 -1 6 "GO:0034770" "obsolete histone H4-K20 methylation" 1
0 0.863644997014844 4 15 "GO:0034776;GO:0071420" "response to histamine" 1
0 0.969502684997968 3 10 "GO:0034975" "protein folding in endoplasmic reticulum" 1
0 0.370676549571412 2 152 "GO:0034976" "response to endoplasmic reticulum stress" 1
0 0.155508581360357 2 5 "GO:0034982" "mitochondrial protein processing" 1
0 0.913018994803785 2 7 "GO:0035001" "dorsal trunk growth, open tracheal system" 1
0 0.825153895083518 2 5 "GO:0035002" "liquid clearance, open tracheal system" 1
0 0.899987724387773 4 25 "GO:0035017" "cuticle pattern formation" 1
0 0.949555453334004 2 37 "GO:0035019" "somatic stem cell population maintenance" 1
0 0.489961467729238 3 12 "GO:0035020" "regulation of Rac protein signal transduction" 1
0 0.155508581360357 3 5 "GO:0035022" "positive regulation of Rac protein signal transduction" 1
0 0.938904216699619 3 36 "GO:0035023" "regulation of Rho protein signal transduction" 1
0 0.841937460786903 2 10 "GO:0035024" "negative regulation of Rho protein signal transduction" 1
0 0.733656947688875 5 12 "GO:0035025" "positive regulation of Rho protein signal transduction" 1
0 1 4 5 "GO:0035026" "leading edge cell differentiation" 1
0 0.876672135865024 2 6 "GO:0035039;GO:0035041" "male pronucleus assembly" 1
0 0.956746162576861 2 9 "GO:0035046" "pronuclear migration" 1
0 0.951766993811017 2 54 "GO:0035050" "embryonic heart tube development" 1
0 0.825715341220735 4 53 "GO:0035051" "cardiocyte differentiation" 1
0 0.587149834381587 -1 31 "GO:0035065;GO:2000756" "regulation of peptidyl-lysine acetylation" 1
0 0.259894263090479 -1 18 "GO:0035066;GO:2000758" "positive regulation of peptidyl-lysine acetylation" 1
0 0.908714732229958 -1 12 "GO:0035067;GO:1901984;GO:2000757" "negative regulation of protein acetylation" 1
0 0.561713106724314 3 13 "GO:0035069;GO:0035096" "larval midgut histolysis" 1
0 0.699753660951385 3 19 "GO:0035070;GO:0035071;GO:0048102" "autophagic cell death" 1
0 0.94895721372997 2 19 "GO:0035075" "response to ecdysone" 1
0 0.948317320824796 2 14 "GO:0035076;GO:0071390" "cellular response to ecdysone" 1
0 0.568287748665462 3 41 "GO:0035088;GO:0061245;GO:0045197" "establishment or maintenance of bipolar cell polarity" 1
0 0.883209182322379 3 20 "GO:0035089;GO:0061162;GO:0061339" "establishment of monopolar cell polarity" 1
0 0.413716506173819 2 11 "GO:0035090;GO:0045199" "maintenance of apical/basal cell polarity" 1
0 0.658590982232464 2 7 "GO:0035092" "sperm DNA condensation" 1
0 0.97118533148022 2 16 "GO:0035094" "response to nicotine" 1
0 0.994693428942802 4 15 "GO:0035099" "hemocyte migration" 1
0 0.999633213583733 3 221 "GO:0035107;GO:0048736" "appendage development" 1
0 0.963184688727703 2 72 "GO:0035108;GO:0030326;GO:0035113" "limb morphogenesis" 1
0 0.79460477886189 2 29 "GO:0035112" "genitalia morphogenesis" 1
0 0.999594115563837 2 154 "GO:0035114;GO:0035120;GO:0048737;GO:0007472;GO:0007476" "imaginal disc-derived appendage development" 1
0 0.433762706002001 4 8 "GO:0035115;GO:0035136" "forelimb morphogenesis" 1
0 0.969502684997968 2 10 "GO:0035116" "embryonic hindlimb morphogenesis" 1
0 0.948317320824796 2 14 "GO:0035137" "hindlimb morphogenesis" 1
0 1 3 9 "GO:0035146;GO:0035147" "branch fusion, open tracheal system" 1
0 0.693899384613429 2 112 "GO:0035148;GO:0072175" "tube formation" 1
0 0.785240099978243 3 13 "GO:0035149" "lumen formation, open tracheal system" 1
0 0.976298377594327 4 83 "GO:0035150" "regulation of tube size" 1
0 0.911509858451085 2 34 "GO:0035151;GO:0035159" "regulation of tube size, open tracheal system" 1
0 0.842380427897243 3 50 "GO:0035152" "regulation of tube architecture, open tracheal system" 1
0 1 2 6 "GO:0035153" "epithelial cell type specification, open tracheal system" 1
0 1 5 5 "GO:0035155" "negative regulation of terminal cell fate specification, open tracheal system" 1
0 0.879538434806445 2 11 "GO:0035158" "regulation of tube diameter, open tracheal system" 1
0 1 2 8 "GO:0035161" "imaginal disc lineage restriction" 1
0 0.952796484252155 3 33 "GO:0035162" "embryonic hemopoiesis" 1
0 0.314129866755159 5 19 "GO:0035166;GO:0035167" "post-embryonic hemopoiesis" 1
0 0.658590982232464 2 7 "GO:0035172" "hemocyte proliferation" 1
0 0.464956569796831 2 15 "GO:0035176;GO:0051703" "biological process involved in intraspecies interaction between organisms" 1
0 0.658590982232464 2 7 "GO:0035190" "syncytial nuclear migration" 1
0 0.514205542073987 2 26 "GO:0035195" "miRNA-mediated post-transcriptional gene silencing" 1
0 0.153556667979246 2 13 "GO:0035196" "miRNA processing" 1
0 0.567562691175983 4 6 "GO:0035203;GO:0035204;GO:0045611;GO:0045613;GO:0045614" "negative regulation of lamellocyte differentiation" 1
0 0.786237713405324 2 21 "GO:0035206" "regulation of hemocyte proliferation" 1
0 0.931164665366634 2 13 "GO:0035212" "cell competition in a multicellular organism" 1
0 0.952796484252155 2 33 "GO:0035214;GO:0007455" "eye-antennal disc development" 1
0 0.711950532609367 3 23 "GO:0035215" "genital disc development" 1
0 0.999099567498768 3 170 "GO:0035220" "wing disc development" 1
0 0.825153895083518 2 5 "GO:0035223" "leg disc pattern formation" 1
0 0.908714732229958 2 12 "GO:0035235;GO:1990806" "ionotropic glutamate receptor signaling pathway" 1
0 0.999931037425779 3 435 "GO:0035239;GO:0060562" "tube morphogenesis" 1
0 0.33515957270137 2 10 "GO:0035249" "synaptic transmission, glutamatergic" 1
0 0.307014105001774 2 22 "GO:0035262" "gonad morphogenesis" 1
0 0.993472733670557 2 65 "GO:0035264" "multicellular organism growth" 1
0 0.998574693629774 2 43 "GO:0035265" "organ growth" 1
0 0.733656947688875 2 12 "GO:0035268;GO:0097502" "mannosylation" 1
0 0.658590982232464 2 7 "GO:0035269" "protein O-linked mannosylation" 1
0 0.686718357007094 4 55 "GO:0035270" "endocrine system development" 1
0 0.785240099978243 3 13 "GO:0035277" "spiracle morphogenesis, open tracheal system" 1
0 0.33999196353478 3 7 "GO:0035279;GO:0098795" "miRNA-mediated gene silencing by mRNA destabilization" 1
0 0.876672135865024 2 6 "GO:0035283;GO:0035284" "central nervous system segmentation" 1
0 0.784088662947735 5 17 "GO:0035285;GO:0036011" "appendage segmentation" 1
0 0.733533740975951 2 8 "GO:0035287" "head segmentation" 1
0 0.815406483970906 2 45 "GO:0035304;GO:0043666" "regulation of protein dephosphorylation" 1
0 0.784088662947735 2 17 "GO:0035306" "positive regulation of dephosphorylation" 1
0 0.733656947688875 3 12 "GO:0035307" "positive regulation of protein dephosphorylation" 1
0 0.987616809187473 2 66 "GO:0035315" "hair cell differentiation" 1
0 0.874154930119406 2 32 "GO:0035316;GO:0035317" "non-sensory hair organization" 1
0 1 2 9 "GO:0035329" "hippo signaling" 1
0 0.855709428908986 2 19 "GO:0035330" "regulation of hippo signaling" 1
0 0.908714732229958 4 12 "GO:0035331" "negative regulation of hippo signaling" 1
0 0.733533740975951 2 8 "GO:0035332" "positive regulation of hippo signaling" 1
0 0.906025998538156 2 21 "GO:0035335" "peptidyl-tyrosine dephosphorylation" 1
0 0.561713106724314 2 13 "GO:0035337;GO:0046949" "fatty-acyl-CoA metabolic process" 1
0 1 -1 9 "GO:0035405" "obsolete histone-threonine phosphorylation" 1
0 0.899987724387773 3 25 "GO:0035418;GO:1902414" "protein localization to cell junction" 1
0 0.460077983307802 2 5 "GO:0035434" "copper ion transmembrane transport" 1
0 0.0659085951492711 4 6 "GO:0035455;GO:0035457" "response to interferon-alpha" 0.996531791907515
0 0.0659085951492711 5 6 "GO:0035456;GO:0035458" "response to interferon-beta" 0.996531791907515
0 0.956746162576861 4 9 "GO:0035459;GO:0090110" "vesicle cargo loading" 1
0 0.738808856733164 2 16 "GO:0035461;GO:0051180" "vitamin transport" 1
0 0.460077983307802 2 5 "GO:0035493" "SNARE complex assembly" 1
0 0.825153895083518 2 5 "GO:0035510" "DNA dealkylation" 1
0 0.876672135865024 -1 6 "GO:0035518" "obsolete histone H2A monoubiquitination" 1
0 0.825153895083518 3 5 "GO:0035520" "monoubiquitinated protein deubiquitination" 1
0 0.825153895083518 6 5 "GO:0035542" "regulation of SNARE complex assembly" 1
0 0.931164665366634 3 13 "GO:0035561" "regulation of chromatin binding" 1
0 1 4 5 "GO:0035562" "negative regulation of chromatin binding" 1
0 0.658590982232464 4 7 "GO:0035563" "positive regulation of chromatin binding" 1
0 0.685704537035402 6 37 "GO:0035567" "non-canonical Wnt signaling pathway" 1
0 0.956746162576861 -1 9 "GO:0035584" "obsolete calcium-mediated signaling using intracellular calcium source" 1
0 1 4 5 "GO:0035634" "response to stilbenoid" 1
0 0.883209182322379 -1 20 "GO:0035637" "obsolete multicellular organismal signaling" 1
0 0.841937460786903 3 10 "GO:0035640" "exploration behavior" 1
0 0.460077983307802 4 5 "GO:0035641" "locomotory exploration behavior" 1
0 0.913018994803785 2 7 "GO:0035646;GO:0043485;GO:0043476;GO:0043482;GO:0048757" "endosome to pigment granule transport" 1
0 0.825153895083518 2 5 "GO:0035720" "intraciliary anterograde transport" 1
0 0.879538434806445 4 11 "GO:0035721" "intraciliary retrograde transport" 1
0 0.444278179498682 6 18 "GO:0035722;GO:0070671;GO:0071349" "interleukin-12-mediated signaling pathway" 1
0 0.855709428908986 2 19 "GO:0035735" "intraciliary transport involved in cilium assembly" 1
0 0.913018994803785 5 7 "GO:0035751" "regulation of lysosomal lumen pH" 1
0 0.686663675028934 3 15 "GO:0035774" "positive regulation of insulin secretion involved in cellular response to glucose stimulus" 1
0 0.082167659264695 2 42 "GO:0035821;GO:0051817" "modulation of process of another organism" 1
0 0.956746162576861 2 9 "GO:0035845" "photoreceptor cell outer segment organization" 1
0 0.602092194555744 2 10 "GO:0035850" "epithelial cell differentiation involved in kidney development" 1
0 0.825153895083518 2 5 "GO:0035864" "response to potassium ion" 1
0 0.658590982232464 3 7 "GO:0035872;GO:0070423" "nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway" 1
0 0.444278179498682 7 18 "GO:0035883" "enteroendocrine cell differentiation" 1
0 1 2 6 "GO:0035902" "response to immobilization stress" 1
0 0.924797750265552 5 22 "GO:0035904" "aorta development" 1
0 0.879538434806445 2 11 "GO:0035909" "aorta morphogenesis" 1
0 0.0132226424324822 3 15 "GO:0035914" "skeletal muscle cell differentiation" 0.4546875
0 0.863644997014844 2 15 "GO:0035924" "cellular response to vascular endothelial growth factor stimulus" 1
0 0.567562691175983 2 6 "GO:0035970" "peptidyl-threonine dephosphorylation" 1
0 1 2 6 "GO:0035973" "aggrephagy" 1
0 0.522012407999431 3 9 "GO:0035994" "response to muscle stretch" 1
0 0.892453337079847 -1 16 "GO:0036003" "obsolete positive regulation of transcription from RNA polymerase II promoter in response to stress" 1
0 0.793968407540671 2 9 "GO:0036010" "protein localization to endosome" 1
0 1 3 8 "GO:0036065" "fucosylation" 1
0 0.825153895083518 5 5 "GO:0036089" "cleavage furrow formation" 1
0 1 5 5 "GO:0036090" "cleavage furrow ingression" 1
0 0.957046256294981 2 29 "GO:0036092" "phosphatidylinositol-3-phosphate biosynthetic process" 1
0 0.793968407540671 2 9 "GO:0036098" "male germ-line stem cell population maintenance" 1
0 0.0446468579892076 2 15 "GO:0036099" "female germ-line stem cell population maintenance" 0.88828125
0 0.504346631534154 2 19 "GO:0036119;GO:0036120" "response to platelet-derived growth factor" 1
0 0.825153895083518 2 5 "GO:0036148" "phosphatidylglycerol acyl-chain remodeling" 1
0 1 2 6 "GO:0036149" "phosphatidylinositol acyl-chain remodeling" 1
0 0.913018994803785 2 7 "GO:0036150" "phosphatidylserine acyl-chain remodeling" 1
0 0.913018994803785 2 7 "GO:0036151;GO:0036152" "phosphatidylcholine acyl-chain remodeling" 1
0 0.413716506173819 2 11 "GO:0036158" "outer dynein arm assembly" 1
0 0.969502684997968 5 10 "GO:0036159" "inner dynein arm assembly" 1
0 0.934233879284552 2 18 "GO:0036257;GO:0036258" "multivesicular body organization" 1
0 0.567562691175983 7 6 "GO:0036289" "peptidyl-serine autophosphorylation" 1
0 0.339629077036275 5 68 "GO:0036294;GO:0071453;GO:0071456" "cellular response to oxygen levels" 1
0 0.876672135865024 3 6 "GO:0036295" "cellular response to increased oxygen levels" 1
0 0.636756973525015 2 25 "GO:0036296;GO:0055093" "response to increased oxygen levels" 1
0 0.561883398039298 4 20 "GO:0036297" "interstrand cross-link repair" 1
0 0.998958037964409 4 33 "GO:0036314" "response to sterol" 1
0 0.997488753154479 2 24 "GO:0036315" "cellular response to sterol" 1
0 0.821553115764875 2 22 "GO:0036335" "intestinal stem cell homeostasis" 1
0 0.970582402358469 3 26 "GO:0036342" "post-anal tail morphogenesis" 1
0 0.876672135865024 4 6 "GO:0036444" "calcium import into the mitochondrion" 1
0 0.983524650747869 5 47 "GO:0036445;GO:0048103;GO:0055057" "somatic stem cell division" 1
0 0.606813021706329 4 42 "GO:0036465;GO:0048488;GO:0140238" "synaptic vesicle recycling" 1
0 0.876672135865024 2 6 "GO:0036490" "regulation of translation in response to endoplasmic reticulum stress" 1
0 0.521907462083837 4 33 "GO:0036498" "IRE1-mediated unfolded protein response" 1
0 0.876672135865024 2 6 "GO:0036499;GO:0140467" "PERK-mediated unfolded protein response" 1
0 0.876672135865024 2 6 "GO:0036500" "ATF6-mediated unfolded protein response" 1
0 0.433762706002001 4 8 "GO:0036507;GO:0036508;GO:1904380" "protein alpha-1,2-demannosylation" 1
0 1 3 6 "GO:0038027" "apolipoprotein A-I-mediated signaling pathway" 1
0 0.0286046638822542 2 5 "GO:0038034;GO:0097192" "signal transduction in absence of ligand" 0.656481481481482
0 0.97849911001712 2 11 "GO:0038061" "non-canonical NF-kappaB signal transduction" 1
0 0.996260635440307 3 16 "GO:0038066" "p38MAPK cascade" 1
0 0.828248732617662 3 14 "GO:0038083" "peptidyl-tyrosine autophosphorylation" 1
0 0.567562691175983 5 6 "GO:0038084" "vascular endothelial growth factor signaling pathway" 1
0 0.838456091745701 2 46 "GO:0038093" "Fc receptor signaling pathway" 1
0 0.976730516522622 3 22 "GO:0038095" "Fc-epsilon receptor signaling pathway" 1
0 0.956746162576861 4 9 "GO:0038128" "ERBB2 signaling pathway" 1
0 0.658590982232464 3 7 "GO:0038179" "neurotrophin signaling pathway" 1
0 0.0849625946697306 2 14 "GO:0038202" "TORC1 signaling" 1
0 0.658590982232464 2 7 "GO:0038203" "TORC2 signaling" 1
0 0.984130911924774 2 18 "GO:0039531" "regulation of cytoplasmic pattern recognition receptor signaling pathway" 1
0 0.956746162576861 4 9 "GO:0039532" "negative regulation of cytoplasmic pattern recognition receptor signaling pathway" 1
0 0.876672135865024 5 6 "GO:0039533" "regulation of MDA-5 signaling pathway" 1
0 0.841937460786903 3 10 "GO:0039535" "regulation of RIG-I signaling pathway" 1
0 0.803096786351129 2 52 "GO:0040001;GO:0051294" "establishment of mitotic spindle localization" 1
0 0.33999196353478 4 7 "GO:0040002" "collagen and cuticulin-based cuticle development" 1
0 0.926311476929407 4 35 "GO:0040003" "chitin-based cuticle development" 1
0 0.997272426898948 3 428 "GO:0040008" "regulation of growth" 1
0 0.745710415255414 2 20 "GO:0040009;GO:0040010" "regulation of growth rate" 1
0 0.995500873603281 2 378 "GO:0040012" "regulation of locomotion" 1
0 0.939815848893762 4 96 "GO:0040014" "regulation of multicellular organism growth" 1
0 0.969502684997968 2 10 "GO:0040015" "negative regulation of multicellular organism growth" 1
0 0.33999196353478 2 7 "GO:0040016" "embryonic cleavage" 1
0 0.722837094610161 3 49 "GO:0040018" "positive regulation of multicellular organism growth" 1
0 0.463075080073475 2 25 "GO:0040019" "positive regulation of embryonic development" 1
0 0.738808856733164 2 16 "GO:0040020" "regulation of meiotic nuclear division" 1
0 0.733533740975951 2 8 "GO:0040021" "hermaphrodite germ-line sex determination" 1
0 0.320586375113049 3 35 "GO:0040024" "dauer larval development" 1
0 0.546322719796654 2 37 "GO:0040025" "vulval development" 1
0 0.464956569796831 5 15 "GO:0040026" "positive regulation of vulval development" 1
0 0.978586797186971 4 17 "GO:0040027" "negative regulation of vulval development" 1
0 0.908819494243639 2 46 "GO:0040028" "regulation of vulval development" 1
0 0.814819286236099 6 151 "GO:0040029" "epigenetic regulation of gene expression" 1
0 0.205002222961383 4 14 "GO:0040034" "regulation of development, heterochronic" 1
0 0.931164665366634 -1 13 "GO:0040035" "obsolete hermaphrodite genitalia development" 1
0 0.61063286187245 2 28 "GO:0040036" "regulation of fibroblast growth factor receptor signaling pathway" 1
0 0.118597372953658 2 7 "GO:0040037" "negative regulation of fibroblast growth factor receptor signaling pathway" 1
0 0.33515957270137 3 10 "GO:0040038" "polar body extrusion after meiotic divisions" 1
0 0.433762706002001 4 8 "GO:0040039" "inductive cell migration" 1
0 0.876672135865024 3 6 "GO:0040040" "thermosensory behavior" 1
0 0.785240099978243 2 13 "GO:0042023" "DNA endoreduplication" 1
0 0.155508581360357 3 5 "GO:0042026" "protein refolding" 1
0 0.97849911001712 4 11 "GO:0042044;GO:0042045" "fluid transport" 1
0 0.640780832034824 4 50 "GO:0042048" "olfactory behavior" 1
0 0.380369720209474 2 43 "GO:0042051" "compound eye photoreceptor development" 1
0 0.0522248259489905 2 26 "GO:0042052" "rhabdomere development" 1
0 0.793968407540671 2 9 "GO:0042053;GO:0042069" "regulation of catecholamine metabolic process" 1
0 0.923084046459023 3 63 "GO:0042058;GO:1901184" "regulation of ERBB signaling pathway" 1
