"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust"
"4704","GO:1904427",0.0280426387258419,1,1,1,"positive regulation of calcium ion transmembrane transport","BP",0.0424821378250837
"4774","GO:1990036",0.0280426387258419,1,1,1,"calcium ion import into sarcoplasmic reticulum","BP",0.0424821378250837
"4803","GO:1990845",0.0280426387258419,1,1,1,"adaptive thermogenesis","BP",0.0424821378250837
"339","GO:0003281",0.0284254186833571,1,1,1,"ventricular septum development","BP",0.0424821378250837
"474","GO:0005506",0.0284254186833571,1,1,1,"iron ion binding","MF",0.0424821378250837
"998","GO:0008198",0.0284254186833571,1,1,1,"ferrous iron binding","MF",0.0424821378250837
"1612","GO:0018126",0.0284254186833571,1,1,1,"protein hydroxylation","BP",0.0424821378250837
"1629","GO:0018401",0.0284254186833571,1,1,1,"peptidyl-proline hydroxylation to 4-hydroxy-L-proline","BP",0.0424821378250837
"1672","GO:0019471",0.0284254186833571,1,1,1,"4-hydroxyproline metabolic process","BP",0.0424821378250837
"1674","GO:0019511",0.0284254186833571,1,1,1,"peptidyl-proline hydroxylation","BP",0.0424821378250837
"2052","GO:0031543",0.0284254186833571,1,1,1,"peptidyl-proline dioxygenase activity","MF",0.0424821378250837
"2053","GO:0031545",0.0284254186833571,1,1,1,"peptidyl-proline 4-dioxygenase activity","MF",0.0424821378250837
"3414","GO:0050848",0.0284254186833571,1,1,1,"regulation of calcium-mediated signaling","BP",0.0424821378250837
"3415","GO:0050849",0.0284254186833571,1,1,1,"negative regulation of calcium-mediated signaling","BP",0.0424821378250837
"3550","GO:0051344",0.0284254186833571,1,1,1,"negative regulation of cyclic-nucleotide phosphodiesterase activity","BP",0.0424821378250837
"3719","GO:0060343",0.0284254186833571,1,1,1,"trabecula formation","BP",0.0424821378250837
"3720","GO:0060347",0.0284254186833571,1,1,1,"heart trabecula formation","BP",0.0424821378250837
"3729","GO:0060412",0.0284254186833571,1,1,1,"ventricular septum morphogenesis","BP",0.0424821378250837
"3829","GO:0061383",0.0284254186833571,1,1,1,"trabecula morphogenesis","BP",0.0424821378250837
"3830","GO:0061384",0.0284254186833571,1,1,1,"heart trabecula morphogenesis","BP",0.0424821378250837
"4087","GO:0071731",0.0284254186833571,1,1,1,"response to nitric oxide","BP",0.0424821378250837
"4274","GO:0097366",0.0284254186833571,1,1,1,"response to bronchodilator","BP",0.0424821378250837
"4461","GO:1901216",0.0284254186833571,1,1,1,"positive regulation of neuron death","BP",0.0424821378250837
"4743","GO:1905289",0.0284254186833571,1,1,1,"regulation of CAMKK-AMPK signaling cascade","BP",0.0424821378250837
"4744","GO:1905290",0.0284254186833571,1,1,1,"negative regulation of CAMKK-AMPK signaling cascade","BP",0.0424821378250837
"6","GO:0000045",0.0285804615449059,1,1,1,"autophagosome assembly","BP",0.0424821378250837
"179","GO:0001882",0.0285804615449059,1,1,1,"nucleoside binding","MF",0.0424821378250837
"180","GO:0001883",0.0285804615449059,1,1,1,"purine nucleoside binding","MF",0.0424821378250837
"390","GO:0003924",0.0285804615449059,1,1,1,"GTPase activity","MF",0.0424821378250837
"481","GO:0005525",0.0285804615449059,1,1,1,"GTP binding","MF",0.0424821378250837
"711","GO:0006697",0.0285804615449059,1,1,1,"ecdysone biosynthetic process","BP",0.0424821378250837
"975","GO:0008053",0.0285804615449059,1,1,1,"mitochondrial fusion","BP",0.0424821378250837
"1003","GO:0008205",0.0285804615449059,1,1,1,"ecdysone metabolic process","BP",0.0424821378250837
"1215","GO:0010042",0.0285804615449059,1,1,1,"response to manganese ion","BP",0.0424821378250837
"1229","GO:0010310",0.0285804615449059,1,1,1,"regulation of hydrogen peroxide metabolic process","BP",0.0424821378250837
"1274","GO:0010635",0.0285804615449059,1,1,1,"regulation of mitochondrial fusion","BP",0.0424821378250837
"1275","GO:0010636",0.0285804615449059,1,1,1,"positive regulation of mitochondrial fusion","BP",0.0424821378250837
"1281","GO:0010656",0.0285804615449059,1,1,1,"negative regulation of muscle cell apoptotic process","BP",0.0424821378250837
"1282","GO:0010660",0.0285804615449059,1,1,1,"regulation of muscle cell apoptotic process","BP",0.0424821378250837
"1283","GO:0010661",0.0285804615449059,1,1,1,"positive regulation of muscle cell apoptotic process","BP",0.0424821378250837
"1284","GO:0010662",0.0285804615449059,1,1,1,"regulation of striated muscle cell apoptotic process","BP",0.0424821378250837
"1285","GO:0010664",0.0285804615449059,1,1,1,"negative regulation of striated muscle cell apoptotic process","BP",0.0424821378250837
"1286","GO:0010665",0.0285804615449059,1,1,1,"regulation of cardiac muscle cell apoptotic process","BP",0.0424821378250837
"1287","GO:0010667",0.0285804615449059,1,1,1,"negative regulation of cardiac muscle cell apoptotic process","BP",0.0424821378250837
"1296","GO:0010726",0.0285804615449059,1,1,1,"positive regulation of hydrogen peroxide metabolic process","BP",0.0424821378250837
"1297","GO:0010728",0.0285804615449059,1,1,1,"regulation of hydrogen peroxide biosynthetic process","BP",0.0424821378250837
"1298","GO:0010729",0.0285804615449059,1,1,1,"positive regulation of hydrogen peroxide biosynthetic process","BP",0.0424821378250837
"1311","GO:0010823",0.0285804615449059,1,1,1,"negative regulation of mitochondrion organization","BP",0.0424821378250837
"1313","GO:0010828",0.0285804615449059,1,1,1,"positive regulation of glucose transmembrane transport","BP",0.0424821378250837
"1352","GO:0014014",0.0285804615449059,1,1,1,"negative regulation of gliogenesis","BP",0.0424821378250837
"1468","GO:0016126",0.0285804615449059,1,1,1,"sterol biosynthetic process","BP",0.0424821378250837
"1634","GO:0019001",0.0285804615449059,1,1,1,"guanyl nucleotide binding","MF",0.0424821378250837
"2007","GO:0031306",0.0285804615449059,1,1,1,"intrinsic component of mitochondrial outer membrane","CC",0.0424821378250837
"2008","GO:0031307",0.0285804615449059,1,1,1,"integral component of mitochondrial outer membrane","CC",0.0424821378250837
"2068","GO:0031670",0.0285804615449059,1,1,1,"cellular response to nutrient","BP",0.0424821378250837
"2178","GO:0032549",0.0285804615449059,1,1,1,"ribonucleoside binding","MF",0.0424821378250837
"2179","GO:0032550",0.0285804615449059,1,1,1,"purine ribonucleoside binding","MF",0.0424821378250837
"2183","GO:0032561",0.0285804615449059,1,1,1,"guanyl ribonucleotide binding","MF",0.0424821378250837
"2342","GO:0034391",0.0285804615449059,1,1,1,"regulation of smooth muscle cell apoptotic process","BP",0.0424821378250837
"2343","GO:0034393",0.0285804615449059,1,1,1,"positive regulation of smooth muscle cell apoptotic process","BP",0.0424821378250837
"2354","GO:0034497",0.0285804615449059,1,1,1,"protein localization to phagophore assembly site","BP",0.0424821378250837
"2473","GO:0035561",0.0285804615449059,1,1,1,"regulation of chromatin binding","BP",0.0424821378250837
"2474","GO:0035563",0.0285804615449059,1,1,1,"positive regulation of chromatin binding","BP",0.0424821378250837
"2594","GO:0042180",0.0285804615449059,1,1,1,"cellular ketone metabolic process","BP",0.0424821378250837
"2595","GO:0042181",0.0285804615449059,1,1,1,"ketone biosynthetic process","BP",0.0424821378250837
"2625","GO:0042446",0.0285804615449059,1,1,1,"hormone biosynthetic process","BP",0.0424821378250837
"2733","GO:0043200",0.0285804615449059,1,1,1,"response to amino acid","BP",0.0424821378250837
"2988","GO:0045455",0.0285804615449059,1,1,1,"ecdysteroid metabolic process","BP",0.0424821378250837
"2989","GO:0045456",0.0285804615449059,1,1,1,"ecdysteroid biosynthetic process","BP",0.0424821378250837
"3087","GO:0046039",0.0285804615449059,1,1,1,"GTP metabolic process","BP",0.0424821378250837
"3100","GO:0046165",0.0285804615449059,1,1,1,"alcohol biosynthetic process","BP",0.0424821378250837
"3107","GO:0046326",0.0285804615449059,1,1,1,"positive regulation of glucose import","BP",0.0424821378250837
"3136","GO:0046626",0.0285804615449059,1,1,1,"regulation of insulin receptor signaling pathway","BP",0.0424821378250837
"3137","GO:0046628",0.0285804615449059,1,1,1,"positive regulation of insulin receptor signaling pathway","BP",0.0424821378250837
"3233","GO:0048311",0.0285804615449059,1,1,1,"mitochondrion distribution","BP",0.0424821378250837
"3234","GO:0048312",0.0285804615449059,1,1,1,"intracellular distribution of mitochondria","BP",0.0424821378250837
"3295","GO:0048662",0.0285804615449059,1,1,1,"negative regulation of smooth muscle cell proliferation","BP",0.0424821378250837
"3480","GO:0051153",0.0285804615449059,1,1,1,"regulation of striated muscle cell differentiation","BP",0.0424821378250837
"3481","GO:0051154",0.0285804615449059,1,1,1,"negative regulation of striated muscle cell differentiation","BP",0.0424821378250837
"3559","GO:0051385",0.0285804615449059,1,1,1,"response to mineralocorticoid","BP",0.0424821378250837
"3560","GO:0051412",0.0285804615449059,1,1,1,"response to corticosterone","BP",0.0424821378250837
"3582","GO:0051592",0.0285804615449059,1,1,1,"response to calcium ion","BP",0.0424821378250837
"3673","GO:0055094",0.0285804615449059,1,1,1,"response to lipoprotein particle","BP",0.0424821378250837
"3703","GO:0060253",0.0285804615449059,1,1,1,"negative regulation of glial cell proliferation","BP",0.0424821378250837
"3713","GO:0060297",0.0285804615449059,1,1,1,"regulation of sarcomere organization","BP",0.0424821378250837
"3714","GO:0060299",0.0285804615449059,1,1,1,"negative regulation of sarcomere organization","BP",0.0424821378250837
"3793","GO:0060998",0.0285804615449059,1,1,1,"regulation of dendritic spine development","BP",0.0424821378250837
"3794","GO:0060999",0.0285804615449059,1,1,1,"positive regulation of dendritic spine development","BP",0.0424821378250837
"3795","GO:0061001",0.0285804615449059,1,1,1,"regulation of dendritic spine morphogenesis","BP",0.0424821378250837
"3796","GO:0061003",0.0285804615449059,1,1,1,"positive regulation of dendritic spine morphogenesis","BP",0.0424821378250837
"3854","GO:0061734",0.0285804615449059,1,1,1,"parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization","BP",0.0424821378250837
"3928","GO:0070584",0.0285804615449059,1,1,1,"mitochondrion morphogenesis","BP",0.0424821378250837
"3997","GO:0071230",0.0285804615449059,1,1,1,"cellular response to amino acid stimulus","BP",0.0424821378250837
"4012","GO:0071287",0.0285804615449059,1,1,1,"cellular response to manganese ion","BP",0.0424821378250837
"4040","GO:0071402",0.0285804615449059,1,1,1,"cellular response to lipoprotein particle stimulus","BP",0.0424821378250837
"4041","GO:0071404",0.0285804615449059,1,1,1,"cellular response to low-density lipoprotein particle stimulus","BP",0.0424821378250837
"4167","GO:0072704",0.0285804615449059,1,1,1,"response to mercaptoethanol","BP",0.0424821378250837
"4168","GO:0072705",0.0285804615449059,1,1,1,"cellular response to mercaptoethanol","BP",0.0424821378250837
"4205","GO:0090140",0.0285804615449059,1,1,1,"regulation of mitochondrial fission","BP",0.0424821378250837
"4213","GO:0090199",0.0285804615449059,1,1,1,"regulation of release of cytochrome c from mitochondria","BP",0.0424821378250837
"4214","GO:0090201",0.0285804615449059,1,1,1,"negative regulation of release of cytochrome c from mitochondria","BP",0.0424821378250837
"4217","GO:0090258",0.0285804615449059,1,1,1,"negative regulation of mitochondrial fission","BP",0.0424821378250837
"4243","GO:0090649",0.0285804615449059,1,1,1,"response to oxygen-glucose deprivation","BP",0.0424821378250837
"4244","GO:0090650",0.0285804615449059,1,1,1,"cellular response to oxygen-glucose deprivation","BP",0.0424821378250837
"4339","GO:0098779",0.0285804615449059,1,1,1,"positive regulation of mitophagy in response to mitochondrial depolarization","BP",0.0424821378250837
"4349","GO:0098799",0.0285804615449059,1,1,1,"outer mitochondrial membrane protein complex","CC",0.0424821378250837
"4375","GO:0099175",0.0285804615449059,1,1,1,"regulation of postsynapse organization","BP",0.0424821378250837
"4425","GO:1900076",0.0285804615449059,1,1,1,"regulation of cellular response to insulin stimulus","BP",0.0424821378250837
"4426","GO:1900078",0.0285804615449059,1,1,1,"positive regulation of cellular response to insulin stimulus","BP",0.0424821378250837
"4450","GO:1901068",0.0285804615449059,1,1,1,"guanosine-containing compound metabolic process","BP",0.0424821378250837
"4479","GO:1901524",0.0285804615449059,1,1,1,"regulation of mitophagy","BP",0.0424821378250837
"4480","GO:1901526",0.0285804615449059,1,1,1,"positive regulation of mitophagy","BP",0.0424821378250837
"4532","GO:1902065",0.0285804615449059,1,1,1,"response to L-glutamate","BP",0.0424821378250837
"4563","GO:1902617",0.0285804615449059,1,1,1,"response to fluoride","BP",0.0424821378250837
"4565","GO:1902653",0.0285804615449059,1,1,1,"secondary alcohol biosynthetic process","BP",0.0424821378250837
"4636","GO:1903428",0.0285804615449059,1,1,1,"positive regulation of reactive oxygen species biosynthetic process","BP",0.0424821378250837
"4652","GO:1903576",0.0285804615449059,1,1,1,"response to L-arginine","BP",0.0424821378250837
"4719","GO:1904705",0.0285804615449059,1,1,1,"regulation of vascular associated smooth muscle cell proliferation","BP",0.0424821378250837
"4720","GO:1904706",0.0285804615449059,1,1,1,"negative regulation of vascular associated smooth muscle cell proliferation","BP",0.0424821378250837
"4721","GO:1904707",0.0285804615449059,1,1,1,"positive regulation of vascular associated smooth muscle cell proliferation","BP",0.0424821378250837
"4741","GO:1905232",0.0285804615449059,1,1,1,"cellular response to L-glutamate","BP",0.0424821378250837
"4748","GO:1905377",0.0285804615449059,1,1,1,"response to D-galactose","BP",0.0424821378250837
"4749","GO:1905395",0.0285804615449059,1,1,1,"response to flavonoid","BP",0.0424821378250837
"4750","GO:1905459",0.0285804615449059,1,1,1,"regulation of vascular associated smooth muscle cell apoptotic process","BP",0.0424821378250837
"4751","GO:1905461",0.0285804615449059,1,1,1,"positive regulation of vascular associated smooth muscle cell apoptotic process","BP",0.0424821378250837
"4769","GO:1905939",0.0285804615449059,1,1,1,"regulation of gonad development","BP",0.0424821378250837
"4770","GO:1905941",0.0285804615449059,1,1,1,"positive regulation of gonad development","BP",0.0424821378250837
"4786","GO:1990613",0.0285804615449059,1,1,1,"mitochondrial membrane fusion","BP",0.0424821378250837
"4808","GO:1990910",0.0285804615449059,1,1,1,"response to hypobaric hypoxia","BP",0.0424821378250837
"4835","GO:2000194",0.0285804615449059,1,1,1,"regulation of female gonad development","BP",0.0424821378250837
"4836","GO:2000196",0.0285804615449059,1,1,1,"positive regulation of female gonad development","BP",0.0424821378250837
"4841","GO:2000243",0.0285804615449059,1,1,1,"positive regulation of reproductive process","BP",0.0424821378250837
"4849","GO:2000354",0.0285804615449059,1,1,1,"regulation of ovarian follicle development","BP",0.0424821378250837
"4852","GO:2000379",0.0285804615449059,1,1,1,"positive regulation of reactive oxygen species metabolic process","BP",0.0424821378250837
"4854","GO:2000386",0.0285804615449059,1,1,1,"positive regulation of ovarian follicle development","BP",0.0424821378250837
"4872","GO:2000864",0.0285804615449059,1,1,1,"regulation of estradiol secretion","BP",0.0424821378250837
"4873","GO:2000866",0.0285804615449059,1,1,1,"positive regulation of estradiol secretion","BP",0.0424821378250837
"4874","GO:2000870",0.0285804615449059,1,1,1,"regulation of progesterone secretion","BP",0.0424821378250837
"4875","GO:2000872",0.0285804615449059,1,1,1,"positive regulation of progesterone secretion","BP",0.0424821378250837
"4881","GO:2001025",0.0285804615449059,1,1,1,"positive regulation of response to drug","BP",0.0424821378250837
"168","GO:0001818",0.0287368721979859,1,1,1,"negative regulation of cytokine production","BP",0.0424821378250837
"193","GO:0001941",0.0287368721979859,1,1,1,"postsynaptic membrane organization","BP",0.0424821378250837
"205","GO:0002020",0.0287368721979859,1,1,1,"protease binding","MF",0.0424821378250837
"436","GO:0004866",0.0287368721979859,1,1,1,"endopeptidase inhibitor activity","MF",0.0424821378250837
"437","GO:0004867",0.0287368721979859,1,1,1,"serine-type endopeptidase inhibitor activity","MF",0.0424821378250837
"527","GO:0005788",0.0287368721979859,1,1,1,"endoplasmic reticulum lumen","CC",0.0424821378250837
"533","GO:0005796",0.0287368721979859,1,1,1,"Golgi lumen","CC",0.0424821378250837
"536","GO:0005802",0.0287368721979859,1,1,1,"trans-Golgi network","CC",0.0424821378250837
"660","GO:0006465",0.0287368721979859,1,1,1,"signal peptide processing","BP",0.0424821378250837
"1237","GO:0010466",0.0287368721979859,1,1,1,"negative regulation of peptidase activity","BP",0.0424821378250837
"1335","GO:0010951",0.0287368721979859,1,1,1,"negative regulation of endopeptidase activity","BP",0.0424821378250837
"1337","GO:0010955",0.0287368721979859,1,1,1,"negative regulation of protein processing","BP",0.0424821378250837
"1350","GO:0012510",0.0287368721979859,1,1,1,"trans-Golgi network transport vesicle membrane","CC",0.0424821378250837
"1505","GO:0016486",0.0287368721979859,1,1,1,"peptide hormone processing","BP",0.0424821378250837
"1641","GO:0019082",0.0287368721979859,1,1,1,"viral protein processing","BP",0.0424821378250837
"1766","GO:0022617",0.0287368721979859,1,1,1,"extracellular matrix disassembly","BP",0.0424821378250837
"1808","GO:0030070",0.0287368721979859,1,1,1,"insulin processing","BP",0.0424821378250837
"1831","GO:0030140",0.0287368721979859,1,1,1,"trans-Golgi network transport vesicle","CC",0.0424821378250837
"1871","GO:0030414",0.0287368721979859,1,1,1,"peptidase inhibitor activity","MF",0.0424821378250837
"2213","GO:0032803",0.0287368721979859,1,1,1,"regulation of low-density lipoprotein particle receptor catabolic process","BP",0.0424821378250837
"2214","GO:0032804",0.0287368721979859,1,1,1,"negative regulation of low-density lipoprotein particle receptor catabolic process","BP",0.0424821378250837
"2231","GO:0032898",0.0287368721979859,1,1,1,"neurotrophin production","BP",0.0424821378250837
"2232","GO:0032902",0.0287368721979859,1,1,1,"nerve growth factor production","BP",0.0424821378250837
"2233","GO:0032908",0.0287368721979859,1,1,1,"regulation of transforming growth factor beta1 production","BP",0.0424821378250837
"2235","GO:0032911",0.0287368721979859,1,1,1,"negative regulation of transforming growth factor beta1 production","BP",0.0424821378250837
"2502","GO:0036010",0.0287368721979859,1,1,1,"protein localization to endosome","BP",0.0424821378250837
"2592","GO:0042177",0.0287368721979859,1,1,1,"negative regulation of protein catabolic process","BP",0.0424821378250837
"2715","GO:0043113",0.0287368721979859,1,1,1,"receptor clustering","BP",0.0424821378250837
"2716","GO:0043121",0.0287368721979859,1,1,1,"neurotrophin binding","MF",0.0424821378250837
"3016","GO:0045714",0.0287368721979859,1,1,1,NA,NA,0.0424821378250837
"3045","GO:0045861",0.0287368721979859,1,1,1,"negative regulation of proteolysis","BP",0.0424821378250837
"3050","GO:0045887",0.0287368721979859,1,1,1,"positive regulation of synaptic assembly at neuromuscular junction","BP",0.0424821378250837
"3239","GO:0048406",0.0287368721979859,1,1,1,"nerve growth factor binding","MF",0.0424821378250837
"3441","GO:0051004",0.0287368721979859,1,1,1,"regulation of lipoprotein lipase activity","BP",0.0424821378250837
"3447","GO:0051043",0.0287368721979859,1,1,1,"regulation of membrane protein ectodomain proteolysis","BP",0.0424821378250837
"3448","GO:0051044",0.0287368721979859,1,1,1,"positive regulation of membrane protein ectodomain proteolysis","BP",0.0424821378250837
"3638","GO:0051965",0.0287368721979859,1,1,1,"positive regulation of synapse assembly","BP",0.0424821378250837
"3816","GO:0061135",0.0287368721979859,1,1,1,"endopeptidase regulator activity","MF",0.0424821378250837
"3931","GO:0070593",0.0287368721979859,1,1,1,"dendrite self-avoidance","BP",0.0424821378250837
"3933","GO:0070613",0.0287368721979859,1,1,1,"regulation of protein processing","BP",0.0424821378250837
"4078","GO:0071635",0.0287368721979859,1,1,1,"negative regulation of transforming growth factor beta production","BP",0.0424821378250837
"4152","GO:0072578",0.0287368721979859,1,1,1,"neurotransmitter-gated ion channel clustering","BP",0.0424821378250837
"4232","GO:0090472",0.0287368721979859,1,1,1,"dibasic protein processing","BP",0.0424821378250837
"4251","GO:0097090",0.0287368721979859,1,1,1,"presynaptic membrane organization","BP",0.0424821378250837
"4271","GO:0097341",0.0287368721979859,1,1,1,"zymogen inhibition","BP",0.0424821378250837
"4304","GO:0097688",0.0287368721979859,1,1,1,"glutamate receptor clustering","BP",0.0424821378250837
"4374","GO:0099173",0.0287368721979859,1,1,1,"postsynapse organization","BP",0.0424821378250837
"4454","GO:1901142",0.0287368721979859,1,1,1,"insulin metabolic process","BP",0.0424821378250837
"4618","GO:1903317",0.0287368721979859,1,1,1,"regulation of protein maturation","BP",0.0424821378250837
"4619","GO:1903318",0.0287368721979859,1,1,1,"negative regulation of protein maturation","BP",0.0424821378250837
"4625","GO:1903363",0.0287368721979859,1,1,1,"negative regulation of cellular protein catabolic process","BP",0.0424821378250837
"4664","GO:1903828",0.0287368721979859,1,1,1,"negative regulation of cellular protein localization","BP",0.0424821378250837
"4672","GO:1903859",0.0287368721979859,1,1,1,"regulation of dendrite extension","BP",0.0424821378250837
"4673","GO:1903861",0.0287368721979859,1,1,1,"positive regulation of dendrite extension","BP",0.0424821378250837
"4700","GO:1904398",0.0287368721979859,1,1,1,"positive regulation of neuromuscular junction development","BP",0.0424821378250837
"4767","GO:1905909",0.0287368721979859,1,1,1,"regulation of dauer entry","BP",0.0424821378250837
"4768","GO:1905910",0.0287368721979859,1,1,1,"negative regulation of dauer entry","BP",0.0424821378250837
"4810","GO:2000008",0.0287368721979859,1,1,1,"regulation of protein localization to cell surface","BP",0.0424821378250837
"4811","GO:2000009",0.0287368721979859,1,1,1,"negative regulation of protein localization to cell surface","BP",0.0424821378250837
"4858","GO:2000644",0.0287368721979859,1,1,1,"regulation of receptor catabolic process","BP",0.0424821378250837
"4859","GO:2000645",0.0287368721979859,1,1,1,"negative regulation of receptor catabolic process","BP",0.0424821378250837
"132","GO:0001653",0.0288583706922162,1,1,1,"peptide receptor activity","MF",0.0424821378250837
"403","GO:0004383",0.0288583706922162,1,1,1,"guanylate cyclase activity","MF",0.0424821378250837
"608","GO:0006182",0.0288583706922162,1,1,1,"cGMP biosynthetic process","BP",0.0424821378250837
"928","GO:0007526",0.0288583706922162,1,1,1,"larval somatic muscle development","BP",0.0424821378250837
"977","GO:0008074",0.0288583706922162,1,1,1,"guanylate cyclase complex, soluble","CC",0.0424821378250837
"1111","GO:0009187",0.0288583706922162,1,1,1,"cyclic nucleotide metabolic process","BP",0.0424821378250837
"1113","GO:0009190",0.0288583706922162,1,1,1,"cyclic nucleotide biosynthetic process","BP",0.0424821378250837
"1204","GO:0009975",0.0288583706922162,1,1,1,"cyclase activity","MF",0.0424821378250837
"1471","GO:0016198",0.0288583706922162,1,1,1,"axon choice point recognition","BP",0.0424821378250837
"1472","GO:0016199",0.0288583706922162,1,1,1,"axon midline choice point recognition","BP",0.0424821378250837
"1572","GO:0016849",0.0288583706922162,1,1,1,"phosphorus-oxygen lyase activity","MF",0.0424821378250837
"1716","GO:0019934",0.0288583706922162,1,1,1,"cGMP-mediated signaling","BP",0.0424821378250837
"1717","GO:0019935",0.0288583706922162,1,1,1,"cyclic-nucleotide-mediated signaling","BP",0.0424821378250837
"1843","GO:0030215",0.0288583706922162,1,1,1,"semaphorin receptor binding","MF",0.0424821378250837
"2552","GO:0040015",0.0288583706922162,1,1,1,"negative regulation of multicellular organism growth","BP",0.0424821378250837
"3090","GO:0046068",0.0288583706922162,1,1,1,"cGMP metabolic process","BP",0.0424821378250837
"3650","GO:0052652",0.0288583706922162,1,1,1,"cyclic purine nucleotide metabolic process","BP",0.0424821378250837
"4226","GO:0090325",0.0288583706922162,1,1,1,"regulation of locomotion involved in locomotory behavior","BP",0.0424821378250837
"4309","GO:0097730",0.0288583706922162,1,1,1,"non-motile cilium","CC",0.0424821378250837
"1328","GO:0010921",0.0291263362817125,1,1,1,"regulation of phosphatase activity","BP",0.0424821378250837
"1329","GO:0010923",0.0291263362817125,1,1,1,"negative regulation of phosphatase activity","BP",0.0424821378250837
"2452","GO:0035303",0.0291263362817125,1,1,1,"regulation of dephosphorylation","BP",0.0424821378250837
"2453","GO:0035305",0.0291263362817125,1,1,1,"negative regulation of dephosphorylation","BP",0.0424821378250837
"548","GO:0005847",0.0291458610887326,1,1,1,"mRNA cleavage and polyadenylation specificity factor complex","CC",0.0424821378250837
"549","GO:0005849",0.0291458610887326,1,1,1,"mRNA cleavage factor complex","CC",0.0424821378250837
"641","GO:0006378",0.0291458610887326,1,1,1,"mRNA polyadenylation","BP",0.0424821378250837
"642","GO:0006379",0.0291458610887326,1,1,1,"mRNA cleavage","BP",0.0424821378250837
"1989","GO:0031123",0.0291458610887326,1,1,1,"RNA 3'-end processing","BP",0.0424821378250837
"1990","GO:0031124",0.0291458610887326,1,1,1,"mRNA 3'-end processing","BP",0.0424821378250837
"2037","GO:0031440",0.0291458610887326,1,1,1,"regulation of mRNA 3'-end processing","BP",0.0424821378250837
"2128","GO:0032239",0.0291458610887326,1,1,1,"regulation of nucleobase-containing compound transport","BP",0.0424821378250837
"2129","GO:0032241",0.0291458610887326,1,1,1,"positive regulation of nucleobase-containing compound transport","BP",0.0424821378250837
"2400","GO:0035061",0.0291458610887326,1,1,1,"interchromatin granule","CC",0.0424821378250837
"2615","GO:0042382",0.0291458610887326,1,1,1,"paraspeckles","CC",0.0424821378250837
"2693","GO:0043023",0.0291458610887326,1,1,1,"ribosomal large subunit binding","MF",0.0424821378250837
"2826","GO:0043631",0.0291458610887326,1,1,1,"RNA polyadenylation","BP",0.0424821378250837
"3161","GO:0046824",0.0291458610887326,1,1,1,"positive regulation of nucleocytoplasmic transport","BP",0.0424821378250837
"3163","GO:0046831",0.0291458610887326,1,1,1,"regulation of RNA export from nucleus","BP",0.0424821378250837
"3164","GO:0046833",0.0291458610887326,1,1,1,"positive regulation of RNA export from nucleus","BP",0.0424821378250837
"4341","GO:0098787",0.0291458610887326,1,1,1,"mRNA cleavage involved in mRNA processing","BP",0.0424821378250837
"4342","GO:0098789",0.0291458610887326,1,1,1,"pre-mRNA cleavage required for polyadenylation","BP",0.0424821378250837
"4396","GO:0110104",0.0291458610887326,1,1,1,"mRNA alternative polyadenylation","BP",0.0424821378250837
"4439","GO:1900363",0.0291458610887326,1,1,1,"regulation of mRNA polyadenylation","BP",0.0424821378250837
"4777","GO:1990120",0.0291458610887326,1,1,1,"messenger ribonucleoprotein complex assembly","BP",0.0424821378250837
"4784","GO:1990448",0.0291458610887326,1,1,1,"exon-exon junction complex binding","MF",0.0424821378250837
"2991","GO:0045475",0.0293489163387963,1,1,1,"locomotor rhythm","BP",0.0424821378250837
"3406","GO:0050805",0.0293489163387963,1,1,1,"negative regulation of synaptic transmission","BP",0.0424821378250837
"4424","GO:1900074",0.0293489163387963,1,1,1,"negative regulation of neuromuscular synaptic transmission","BP",0.0424821378250837
"125","GO:0001533",0.029399724381203,1,1,1,"cornified envelope","CC",0.0424821378250837
"268","GO:0002576",0.029399724381203,1,1,1,"platelet degranulation","BP",0.0424821378250837
"385","GO:0003810",0.029399724381203,1,1,1,"protein-glutamine gamma-glutamyltransferase activity","MF",0.0424821378250837
"565","GO:0005913",0.029399724381203,1,1,1,NA,NA,0.0424821378250837
"1315","GO:0010837",0.029399724381203,1,1,1,"regulation of keratinocyte proliferation","BP",0.0424821378250837
"1316","GO:0010838",0.029399724381203,1,1,1,"positive regulation of keratinocyte proliferation","BP",0.0424821378250837
"1545","GO:0016755",0.029399724381203,1,1,1,"aminoacyltransferase activity","MF",0.0424821378250837
"1614","GO:0018149",0.029399724381203,1,1,1,"peptide cross-linking","BP",0.0424821378250837
"1973","GO:0031091",0.029399724381203,1,1,1,"platelet alpha granule","CC",0.0424821378250837
"1974","GO:0031093",0.029399724381203,1,1,1,"platelet alpha granule lumen","CC",0.0424821378250837
"2721","GO:0043163",0.029399724381203,1,1,1,"cell envelope organization","BP",0.0424821378250837
"2977","GO:0045229",0.029399724381203,1,1,1,"external encapsulating structure organization","BP",0.0424821378250837
"4135","GO:0072376",0.029399724381203,1,1,1,"protein activation cascade","BP",0.0424821378250837
"4136","GO:0072378",0.029399724381203,1,1,1,"blood coagulation, fibrin clot formation","BP",0.0424821378250837
"805","GO:0007019",0.0296616521497702,1,1,1,"microtubule depolymerization","BP",0.0424821378250837
"806","GO:0007026",0.0296616521497702,1,1,1,"negative regulation of microtubule depolymerization","BP",0.0424821378250837
