"","Dispersion","AIC","logLik","meanExp","(Intercept)","TreatmentVariable","OriginFlat","TreatmentVariable:OriginFlat","se_(Intercept)","se_TreatmentVariable","se_OriginFlat","se_TreatmentVariable:OriginFlat","Chisq_Treatment","Chisq_Origin","Chisq_Treatment:Origin","Df_Treatment","Df_Origin","Df_Treatment:Origin","P_Treatment","P_Origin","P_Treatment:Origin","Treatment","Origin","Treatment:Origin"
"Pocillopora_acuta_HIv2___RNAseq.g25313.t1",6.94397653114453,251.689573214238,-119.844786607119,1.58682732312204,2.1177602042178,-0.0176991620704988,-0.932136588059218,0.420846989035369,0.767257342633428,1.08514662892236,1.11701564395178,1.57683482702979,0.0532078877681066,0.836177463164518,0.0712321481713234,1,1,1,0.817572463381049,0.36049231171774,0.789551150133503,0.999999999916938,0.461609080374488,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g3083.t1",0.332998088217384,323.167903847664,-155.583951923832,3.47406039051535,2.51987823063221,-0.0135023148339704,0.19421428492596,-0.31726334373039,0.185622370090773,0.262683315173047,0.265993161695617,0.379417516846048,0.763057408785079,0.0407398277831889,0.699205827643842,1,1,1,0.38237340482133,0.8400409532081,0.40305067638837,0.999999999916938,0.636017670049189,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g7182.t1",0.0177028372139242,414.793359781413,-201.396679890707,6.80748184251581,4.68344943659233,-0.0328526977289348,0.0597194195696514,0.119191452159389,0.0477317875576523,0.0672169879202803,0.0685009572507168,0.0962192737026345,0.277303633764212,6.06182705211333,1.53449710441793,1,1,1,0.598473981338385,0.0138134702355061,0.215438762327875,0.999999999916938,0.07587598517231,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g4576.t1",0.104057543732033,587.561766577902,-287.780883288951,8.58926336690346,6.04535702893546,-0.0898727571215158,-0.0733702426430412,0.0615371585118986,0.109724264798436,0.134001025773276,0.157686330552559,0.193489033822657,0.389913107067687,0.117060454391889,0.101149133223471,1,1,1,0.532345079884095,0.732244794165695,0.750454963052397,0.999999999916938,0.609840074470216,0.999427929836143
"Pocillopora_acuta_HIv2___TS.g25645.t2",0.0944991821389824,427.958694372349,-207.979347186174,5.65365106276941,3.93086750126997,0.0181083039626043,0.0529970425883534,0.100951251369712,0.106363444267507,0.139588079613968,0.154262689741363,0.201744572912637,0.455297024928335,0.791377676658306,0.250391563549579,1,1,1,0.499830156379082,0.37368387119764,0.616799500402021,0.999999999916938,0.469271007908364,0.999427929836143
"Pocillopora_acuta_HIv2___TS.g7374.t2",2.29450851868722,320.130240459904,-154.065120229952,2.65814145668367,2.3414051789014,0.219529681685304,-0.335634642445173,0.283929348789449,0.446346540655923,0.62997677691288,0.648111908776852,0.913060690637478,0.605012038732708,0.17794893905284,0.0966988437372344,1,1,1,0.436672070831087,0.673141847344536,0.755827703009516,0.999999999916938,0.591753487700412,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g20624.t1",5.30259768060768,278.434843808763,-133.217421904382,2.01167899981201,2.82583323675859,-0.194994108047724,-2.38318912539969,1.06497335310787,0.668447184776568,0.945888468236992,0.993616678562857,1.39344238686896,0.181287880065521,6.98940439362327,0.584116465271334,1,1,1,0.670268785007128,0.00819936338143917,0.444703306338429,0.999999999916938,0.0558747497330513,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g13132.t1",0.0764205173217762,329.089240414594,-158.544620207297,4.41996812084636,3.00721506076094,0.11051437002026,-0.00819219184267046,0.0782700486320892,0.106202501451165,0.143450945622617,0.153179108027998,0.206854750593711,2.04100045389036,0.0857790912000464,0.143172697905144,1,1,1,0.153108918306235,0.769613358750986,0.705147073463135,0.999999999916938,0.620401787527003,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g3627.t1",0.10798728686796,426.878607683442,-207.439303841721,6.18219081784253,4.22116935029994,-0.107599884674051,0.237011971965833,0.134096952498485,0.103765023115494,0.143623992918948,0.146478306399187,0.205974248927321,0.169357980817838,8.47061657075957,0.423849778441321,1,1,1,0.680683021790513,0.00360929071277562,0.515022303785759,0.999999999916938,0.0327470829904151,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g10449.t1",0.0316841416824276,432.055154769946,-210.027577384973,6.5878400131122,4.62044390314208,-0.0372636872699653,-0.0952828770312904,0.0826394424738866,0.0668071693337814,0.0836299536341328,0.0970013238182745,0.121274249004199,0.00111848810217354,0.507994782689325,0.464341574088896,1,1,1,0.97332067773522,0.47600819006002,0.49560189203989,0.999999999916938,0.517975140692965,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g15526.t1",1.95260441310778,363.880357534762,-175.940178767381,3.24325798984043,2.68841422658539,-0.185442569399454,0.344679515314416,0.382524207621783,0.410348040503575,0.58131274364073,0.591841234003588,0.837210255751285,5.96000121193547e-06,1.63857462927435,0.208760711751512,1,1,1,0.998052117283576,0.200521146885143,0.647740484153923,0.999999999916938,0.351166073925464,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g26990.t1",0.0644837931592187,344.102950821228,-166.051475410614,4.92618830087001,3.39421827187789,0.142524017232957,0.0562972670957955,-0.286269062268527,0.0918835331171286,0.126405785526259,0.131455243319065,0.184337462647791,0.00788192512420193,0.846796325860675,2.41169076451639,1,1,1,0.929256588230049,0.357460224293215,0.120432229279662,0.999999999916938,0.459391182657313,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g15737.t1",0.0215756531160518,405.387051939052,-196.693525969526,6.26438675113827,4.34022474974643,0.0374371253490925,-0.0239661333099684,-0.0167591927676379,0.0681063248792463,0.0757684147334789,0.0984833294572382,0.10992955452969,0.288490601103741,0.157831280339995,0.0232422012063499,1,1,1,0.591189416028518,0.691161103667431,0.878828923026736,0.999999999916938,0.598047264329793,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g5962.t2",0.149690628103561,335.420021898252,-161.710010949126,4.00406533278477,2.86279594194094,0.0683978104754734,-0.0130094641598374,-0.151293587131438,0.131275612806998,0.184802502082395,0.190003209736861,0.268965501407874,0.00050788488215626,0.433163898862855,0.316408310353825,1,1,1,0.982020154992642,0.510440541060752,0.573774156186967,0.999999999916938,0.531778701678925,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g26283.t1",0.044084259820228,359.489214741357,-173.744607370679,5.22434101349922,3.61206953800265,0.070544390113228,-0.0126011396221955,-0.0627975896308101,0.0835664438518063,0.108211280601705,0.120187335814469,0.157217217024644,0.270071115402244,0.238032638098527,0.159545933803936,1,1,1,0.603284071478544,0.625630671976383,0.689574908854882,0.999999999916938,0.574358152856231,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g30080.t2",0.00946448976270692,529.938711428539,-258.969355714269,8.20971605465213,5.68742412726089,0.0211916858861411,0.00262404546433417,-0.00946295918650801,0.0490848251822068,0.046357971658026,0.0709778760638791,0.0670359532539378,0.247711076823953,0.00114648076654386,0.0199268363933507,1,1,1,0.618691409916035,0.972989012031622,0.887741612043742,0.999999999916938,0.668400635246814,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g7295.t1",0.0335035659931044,506.217318493796,-247.108659246898,7.79083024159435,5.3769382070712,0.0790260621492286,0.00167569350964113,-0.0281636652933433,0.0701549593591824,0.0797858249262241,0.101319623400792,0.115450113670758,1.29220248228715,0.0223388252143711,0.0595099546127637,1,1,1,0.255642457655572,0.881189261663384,0.807272160188695,0.999999999916938,0.646586323587868,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g20407.t1",0.0231614785869954,435.081351787712,-211.540675893856,6.51481777135519,4.52563270210587,0.0144928941129488,0.0339586214147232,-0.0884603292013172,0.060154115941988,0.0753621572031874,0.0866525853496255,0.109042428007998,0.259492749230822,0.0221790106800868,0.658121495729896,1,1,1,0.610468857157004,0.881611873408418,0.417223910254997,0.999999999916938,0.646586323587868,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g28582.t1",0.0667369900317435,501.808531802561,-244.90426590128,7.3884721627439,5.00736817639953,0.0975975469354934,0.211496906016904,-0.0925339343862982,0.0994821687081171,0.111029678129445,0.142798029451397,0.159713764638407,0.438951829039468,1.94944974453934,0.335673736441185,1,1,1,0.507628797149722,0.1626461583316,0.56233713213988,0.999999999916938,0.315034808818906,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g9446.t1",0.0848562470129262,305.165504680642,-146.582752340321,3.96205081988585,2.77778353911689,0.0986019768045362,-0.106774609695027,-0.0487641436026509,0.110691933847389,0.154980303038627,0.162037703617329,0.227420643025895,0.448466256028149,1.33829822018984,0.0459770853923631,1,1,1,0.503064206192775,0.247334303585578,0.830217457411963,0.999999999916938,0.388257434117033,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g9586.t1",0.0343970283616002,343.213487474172,-165.606743737086,5.22533094284054,3.72779509756915,-0.122058982315967,-0.227693004050428,0.235605128332382,0.0714161025170334,0.104631127437885,0.121835943546859,0.160579225757714,0.0313447980468156,1.41787228988289,2.1527359303184,1,1,1,0.859473340166268,0.233753931392847,0.142316088060933,0.999999999916938,0.376972846714682,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g7297.t1",0.057023713415606,329.710176249235,-158.855088124617,4.74907930092585,3.33517628061049,-0.0932351827982493,-0.080582373137621,0.186949196013484,0.0878597257392198,0.125413837194148,0.12810964111728,0.18110834886434,0.00157243663997968,0.020484193265947,1.06554123546379,1,1,1,0.968369006411862,0.886193040186815,0.301954751378299,0.999999999916938,0.64781826456979,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g13457.t1",0.153106671763554,327.470146623457,-157.735073311729,3.99639856350266,3.00040882143789,-0.337094514177068,-0.15655707917662,0.315703324195753,0.130023465677797,0.188347286338329,0.190041782702859,0.272045278172541,1.86836317872323,0.000336740749145766,1.3467157054761,1,1,1,0.171662664458296,0.985359243259517,0.245853103232209,0.999999999916938,0.670376182867112,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g23041.t1",0.0631602450298065,356.301333839414,-172.150666919707,5.12802994286799,3.52736728819815,-0.0305680633027355,0.145828925702307,-0.106984259784127,0.0976202644067488,0.124488947354176,0.138712263979406,0.178839432094966,0.852057869448704,0.756049790821353,0.357860041662357,1,1,1,0.355970827642427,0.384567564670547,0.549697122205174,0.999999999916938,0.473642415778807,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g22053.t2",0.041503946590121,352.024069602341,-170.012034801171,5.14944668905493,3.54847749959695,0.0183036532455913,0.0586982071391902,-0.0434050699232482,0.0800738116767015,0.108002579347971,0.114497493872113,0.155606380564372,0.0011225657675891,0.193867114497541,0.0778083343184552,1,1,1,0.973272107817932,0.659717353507232,0.780289755522509,0.999999999916938,0.586517915380923,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g24044.t2",0.0539588669374945,514.298862622729,-251.149431311364,7.74555361126336,5.496635978409,-0.0551366162609337,-0.18384775355724,0.00985982941523733,0.0832566048117374,0.0990382732779227,0.121023185362955,0.143430335671954,0.495608550737248,3.36845139180598,0.00472559798823937,1,1,1,0.481436068427365,0.0664561960969418,0.945194202019705,0.999999999916938,0.193487376452799,0.999427929836143
"Pocillopora_acuta_HIv2___TS.g24066.t1",0.0583767388266473,498.673423101691,-243.336711550845,7.77530295807098,5.15713775308523,0.148651628301488,0.397230282773396,-0.0582154400609054,0.0731064953314349,0.103067250092255,0.104896949949197,0.14802056112685,2.65008067680287,24.7232912984915,0.154679328124169,1,1,1,0.103544641045189,6.61795560321181e-07,0.694103140062082,0.999999999916938,6.59392185624743e-05,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g9444.t1",0.181358566966854,408.304991571698,-198.152495785849,5.12132929271395,3.79759371467745,-0.114721853399972,-0.2579527823934,0.215056568239685,0.130314656467193,0.184907885829903,0.190019707336872,0.268682222590141,0.00919809048514937,1.25315587728218,0.640659924390759,1,1,1,0.92359469241097,0.262950576746493,0.423471929992493,0.999999999916938,0.400282698191484,0.999427929836143
"Pocillopora_acuta_HIv2___TS.g27153.t2",1.68937610233236,306.840712917787,-147.420356458893,2.56897785339625,1.92940579624688,0.604621650935654,0.189037917596398,-0.708162340247874,0.391004290135855,0.547975181499239,0.563377238614167,0.794032612822646,0.454493928155857,0.177916752283744,0.79540620440186,1,1,1,0.500208549208286,0.673169697124102,0.372470397772004,0.999999999916938,0.591753487700412,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g22001.t1",1.54839148568433,357.158226897027,-172.579113448513,3.34936270354295,1.9411325483674,0.0708782688178779,1.37765402945898,0.112229077094825,0.454104212130696,0.530433131172045,0.554248200903667,0.755820172396278,0.112074359273438,11.9372070181739,0.0220482348145791,1,1,1,0.737794754429012,0.000550239061932755,0.88195885488447,0.999999999916938,0.00949380299928138,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g29064.t1",0.0490067586320829,423.492824910702,-205.746412455351,6.24765559186778,4.32518525697757,-0.0287484225719738,0.0687337868673559,0.0182226363397237,0.0779732417703132,0.102376064407977,0.112132547829307,0.147164143979746,0.0734102085785904,0.843734724420317,0.0153326915621937,1,1,1,0.786434731296818,0.358330817723125,0.901453642176979,0.999999999916938,0.460199675070262,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g26566.t1",4.26588334927999,294.135315154378,-141.067657577189,2.1962028284606,2.00232436198865,-0.212302475337191,0.689688922470437,-0.100585686028677,0.605591350591643,0.857990486939787,0.87218498129459,1.235455022858,0.178490936677507,1.0719510468772,0.00662854922529892,1,1,1,0.672673325894137,0.300505166052051,0.935111202506174,0.999999999916938,0.425130746206022,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g8098.t1",0.117301247077487,604.044982169833,-296.022491084917,8.71861725285591,6.00032618712284,-0.0943057679868552,0.125961424043781,0.302921818479034,0.111633050649722,0.142526584614644,0.158878198040177,0.205306339129945,0.250782806459569,5.28715035498042,2.17698979128944,1,1,1,0.616524417979068,0.0214833463132676,0.140088224549578,0.999999999916938,0.0983246632251107,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g24046.t1",0.0347136643184592,451.772843631907,-219.886421815953,6.75125781340446,4.71333837423555,-0.00727463882850901,-0.0580885595958616,0.0513301843891287,0.0694763022177692,0.0857473574731393,0.100457272834583,0.124120480751183,0.077359379066569,0.168396859988755,0.171024665855977,1,1,1,0.780908314049732,0.681540516578813,0.679202755734244,0.999999999916938,0.594465622828988,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g2877.t1",0.116200979492072,340.768452341729,-164.384226170864,4.54199908855446,2.90092298978183,0.257894833581427,0.38140575959711,-0.289623018786259,0.137887209057948,0.165418111111082,0.193060338143213,0.235628823608822,0.95537232625111,2.39210074919538,1.51080816014218,1,1,1,0.32835557740578,0.121949652801767,0.219015809715068,0.999999999916938,0.27199737067999,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g9742.t1",0.0343202212818952,469.159248898059,-228.57962444903,7.19536343635596,5.07598512396525,-0.144980372721969,-0.0892116824443849,0.154336341880899,0.0689713736047376,0.0830047839747005,0.0999700533440385,0.120065883172025,1.41042516361419,0.0249094823104635,1.65233143419525,1,1,1,0.234985826492714,0.87459282185069,0.198641907270011,0.999999999916938,0.644643371509992,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g26403.t1",0.0153282708781563,495.85878701301,-241.929393506505,7.91498326761484,5.45603324456955,0.0789424126268489,0.00949683619413469,-0.0376997550353714,0.0549093252385559,0.0570669829574247,0.0792873857159369,0.0825161546483506,2.18369596405036,0.0197038802977865,0.208736835066979,1,1,1,0.139479154163978,0.888367256126729,0.647759266199976,0.999999999916938,0.648418075619277,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g29066.t1",0.115989100613713,418.019615893374,-203.009807946687,5.80403701224145,4.27870977594054,-0.120128163598163,-0.499531682101373,0.325808191284301,0.111059588844482,0.148058975658162,0.161256801209782,0.217800841964703,0.0821985628209588,8.08521374979486,2.23771559830253,1,1,1,0.774339803601049,0.0044627867027751,0.134679821881475,0.999999999916938,0.0375925968039929,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g16279.t1",0.128933611374746,455.647216022888,-221.823608011444,6.03539293029234,4.34610256495967,-0.0964175547747287,-0.0834226879183621,0.100251425285459,0.108739332781104,0.15413551140896,0.157562319127461,0.223060823440599,0.189870473410178,0.0896939805971172,0.201992158133398,1,1,1,0.663024443224683,0.764566556927995,0.6531176158824,0.999999999916938,0.617858329571404,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g4531.t1",0.08896562764632,337.672832008254,-162.836416004127,4.43708212331405,3.0985896589937,0.126930708593165,-0.134606083754289,0.0795349471301477,0.105703317179943,0.147980511107457,0.154767708139196,0.215830094758233,2.32686259652885,0.754652217465017,0.135797567498878,1,1,1,0.127157934092377,0.385007296563282,0.712495066306309,0.999999999916938,0.473642415778807,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g4235.t1",0.0997057631875014,356.760661080486,-172.380330540243,4.86923108527368,3.35258416684603,-0.012214231142167,0.054720618639335,-0.0106118700518659,0.128132595236903,0.1497447427155,0.183205843581546,0.216064168708619,0.0257155560872493,0.111468941699279,0.00241222794449885,1,1,1,0.872596940916496,0.738477924420231,0.960828098046526,0.999999999916938,0.612212318713547,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g9285.t1",0.133951716815613,374.252828193602,-181.126414096801,4.68232723706967,3.40708280630162,-0.0283582804915252,-0.110825153418983,0.00408627779103824,0.118000476081119,0.167115692312704,0.17165984776555,0.243097336239331,0.0474143091240126,0.801053325844157,0.000282550040853766,1,1,1,0.827625251845761,0.37077862890699,0.98658881055256,0.999999999916938,0.467196001251884,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g4533.t1",3.68868135141012,290.462900549268,-139.231450274634,2.17629941573279,2.1376121747443,-0.432864040111877,0.133810558269171,0.554157904418324,0.563217303744129,0.799842838221208,0.813584076032208,1.15242446303827,0.0830286669607204,0.506292046046993,0.231228907523393,1,1,1,0.773234252139866,0.476748421585792,0.63061410550853,0.999999999916938,0.517975140692965,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g4931.t1",0.124478008929916,398.35217541896,-193.17608770948,5.30342921544976,3.50436800124807,0.291121187924121,0.318326896053292,-0.229444611127853,0.113484100850104,0.158506999042906,0.161811276402972,0.227187298452787,2.49690027397441,3.16083619185391,1.01997054341439,1,1,1,0.114070617273868,0.0754245405870413,0.31252599643346,0.999999999916938,0.209170300238885,0.999427929836143
"Pocillopora_acuta_HIv2___TS.g26218.t1",0.0782625041812885,587.438791644404,-287.719395822202,8.83523299075534,6.3505219937179,-0.118255586902533,-0.381263376080506,0.150952484786071,0.0911916973621181,0.11613177825003,0.132369537015585,0.167962790727348,0.301868377535743,8.9283431478099,0.807707970690349,1,1,1,0.582713479874791,0.00280778937649078,0.368798758655349,0.999999999916938,0.0286601871404901,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g7207.t2",0.049473765212506,389.211819497944,-188.605909748972,5.63763983235192,3.96398274436203,-0.0927817313855376,-0.00403575000104314,0.0646603699134273,0.0755319641194735,0.107535970007722,0.109250942018482,0.155160537940959,0.6339627469513,0.130469234909,0.173665606107071,1,1,1,0.425905467195735,0.717946015413995,0.676874404793777,0.999999999916938,0.606721582232337,0.999427929836143
"Pocillopora_acuta_HIv2___TS.g10560.t2",0.157642176000416,420.520709252681,-204.260354626341,5.86596251734104,3.77658503453325,0.168227793718104,0.539690222577855,-0.0547690891247222,0.122658744783547,0.172611755892527,0.174899203198764,0.246482763124556,1.31627398518291,17.2678735483269,0.0493739563278323,1,1,1,0.251261850194384,3.24629341178279e-05,0.824156238723758,0.999999999916938,0.00137874259833169,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g27370.t1",0.21584171074277,628.126858170883,-308.063429085441,8.58473191858228,6.04808749711923,-0.152664542448125,0.0788673634506517,0.0373046340392782,0.161693405152635,0.194864774495297,0.231455445277917,0.280393916390519,0.917064155987677,0.277610812272855,0.0177006165679098,1,1,1,0.33824701161349,0.598271467910251,0.894158848431033,0.999999999916938,0.564151337530382,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g4050.t1",0.0622980049271756,364.960696761609,-176.480348380804,5.27387354661365,3.82319179172154,-0.282232467684219,-0.150349336517419,0.258866918728009,0.0837435095891327,0.120912809828603,0.122416821048996,0.174986539861758,3.29403762883228,0.0731442825263383,2.18848624587192,1,1,1,0.069531842365686,0.786812542315927,0.139045909109572,0.999999999916938,0.624411685429512,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g8809.t3",0.0855553303284992,465.831187298162,-226.915593649081,6.76959218306343,4.5268507226579,0.276890791585273,0.0730730104344151,0.106474055294326,0.0919190103041273,0.127186922525463,0.13235168251426,0.182293356070812,12.9431776455893,1.7781485502714,0.341150419670994,1,1,1,0.000321089514996466,0.182376838238175,0.559165929431333,0.114838848351187,0.335041260688241,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g25931.t1",0.0677855603203151,353.568163181867,-170.784081590934,5.02178572596839,3.46445951317145,0.073189837040273,0.0234010005144369,-0.127506620786638,0.101738840365428,0.127708818761573,0.146282108028601,0.185401025579366,0.0188367921775261,0.128124722501675,0.472978291127774,1,1,1,0.890835408654219,0.720384369671904,0.491620196765885,0.999999999916938,0.606721582232337,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.15066_t",0.197876358053595,446.041741776363,-217.020870888182,6.32393715547362,4.15627551995258,-0.13839212382495,0.644760447937227,0.0590965211546581,0.133398220350046,0.189166548511113,0.191131170481075,0.27077252691228,0.655110482289267,24.7993259637996,0.0476337349805575,1,1,1,0.418291452657181,6.36197123242971e-07,0.827233129256028,0.999999999916938,6.59392185624743e-05,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g28640.t1",0.758425267270073,367.349404675226,-177.674702337613,3.68553706000537,2.8961421143575,-0.296543621482207,0.139684616398366,0.166748223240516,0.260393648265901,0.370403443571936,0.375658386332621,0.533322500275629,0.657620428130136,0.695721818856897,0.0977558186828312,1,1,1,0.417401280667673,0.404224969925167,0.754539543504098,0.999999999916938,0.482029280561063,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g16742.t1",0.668569253119963,383.163943656789,-185.581971828395,3.99072673205976,3.0214406302642,-0.0891363835637505,0.175375476539273,-0.0449262175726029,0.244489760796072,0.346307696724235,0.352522417945365,0.499455680902045,0.19691671527842,0.37533952170583,0.00809106700169937,1,1,1,0.657221180255846,0.540108060185855,0.928326662982651,0.999999999916938,0.540990446748528,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g1758.t1",0.0329828070023247,347.375570195849,-167.687785097924,5.38181246684529,3.70664531814629,0.0976106888178621,0.0191852857815683,-0.142415668257196,0.0701551403633142,0.0969695838089484,0.100843132327605,0.141000591803227,0.184640102971637,0.530271560568711,1.02017264270883,1,1,1,0.667415565539027,0.46649271216871,0.312478061314946,0.999999999916938,0.513352794295666,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g19337.t1",0.0329951710929423,526.656297636718,-257.328148818359,8.09975905421315,5.72447327309859,-0.0490746323034753,-0.219310352257198,0.150389452802324,0.0609129675121619,0.0781119595911462,0.0883861208613832,0.1132756519599,0.156992052868983,4.51278440184989,1.76263186627861,1,1,1,0.691941095794481,0.0336424319163953,0.184296578596182,0.999999999916938,0.128829600565361,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g11624.t1",0.0359713735050938,272.96353037474,-130.48176518737,3.78974525575182,2.65675690673165,-0.0664897391746468,-0.0507058672596962,0.0113033172825987,0.0940508762246697,0.134510912198324,0.137211873675658,0.196053663769341,0.390719019789634,0.212411144148238,0.00332400686051483,1,1,1,0.531921696427378,0.644884102333522,0.954024075505693,0.999999999916938,0.581707304746563,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g3170.t1",0.0622942035147493,648.239034613768,-318.119517306884,9.64841047178456,6.90294170033522,-0.203857758630044,-0.309006904025145,0.258414763960683,0.0848417291104676,0.103604946027251,0.122579969448722,0.149961904567888,1.15716134797291,3.44002140778161,2.9694276627742,1,1,1,0.282055030739266,0.0636348681676092,0.0848518694922136,0.999999999916938,0.189676667224364,0.999427929836143
"Pocillopora_acuta_HIv2___TS.g24340.t1",0.290520002590283,307.269910302703,-147.634955151352,3.43001207458017,2.35928043667059,-0.179569441823216,0.463180115609365,-0.194632727611636,0.179120124077148,0.256353044198553,0.252785188803788,0.363046413983651,2.32212625130226,4.13201687119825,0.287413679912073,1,1,1,0.127545577012024,0.0420791716611286,0.591882691846596,0.999999999916938,0.147553921265166,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g2875.t1",0.173142973171844,319.631723525956,-153.815861762978,3.85055467008594,2.55744637055785,0.0992281219794248,0.201060325688264,-0.167796545069546,0.17176778993382,0.203244239913487,0.243491277368844,0.290391005968207,0.0137649211712969,0.359051779292983,0.333887151091811,1,1,1,0.906603306457166,0.549033325142614,0.563379107936885,0.999999999916938,0.544674247153871,0.999427929836143
"Pocillopora_acuta_HIv2___TS.g23197.t1",1.47717545114071,314.868699041028,-151.434349520514,2.71103749554059,2.06236955836936,0.0440485866083446,0.243618827860021,0.144294817428639,0.36564144450948,0.516652856940881,0.526347684095855,0.743014767097136,0.0939601417446447,0.723641717735249,0.0377143455172897,1,1,1,0.759201761556626,0.394951951580448,0.846017860616962,0.999999999916938,0.478320557735552,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g19335.t1",0.0699724857711807,507.131249620433,-247.565624810216,7.52292986008978,5.19416104034184,0.217053830707587,-0.0395506012716536,-0.185300880716839,0.0870090538799907,0.112172070735137,0.124770034868136,0.16247715177534,2.51509312852287,1.97955886191108,1.30067973066241,1,1,1,0.112760971626872,0.159436887465552,0.25408910031254,0.999999999916938,0.312445955260093,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g7618.t1",0.082470644282817,287.053525192594,-137.526762596297,3.81060894007661,2.43507427604225,0.161423439166309,0.326085750556233,-0.178815181934757,0.119045341187167,0.165092391473344,0.165578428542416,0.23204562548932,0.373592530960787,4.10523597613517,0.593829825764645,1,1,1,0.541052513679528,0.0427506252237842,0.440941958476175,0.999999999916938,0.149133482893099,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.g26362.t1",0.289994292180943,310.243435117669,-149.121717558835,3.32202806126589,2.42221826823784,0.123313003366722,-0.17572264189484,0.00403948330981175,0.177651185049835,0.249523809563071,0.2598817736425,0.364787054997316,0.473158375715678,0.906865042642472,0.000122623243496901,1,1,1,0.491537745145968,0.3409475857089,0.991164775576286,0.999999999916938,0.449874223074887,0.999609266701227
"Pocillopora_acuta_HIv2___TS.g28596.t2",0.34874333043572,367.674782222428,-177.837391111214,4.04120141457354,3.14720078816392,-0.219903506026625,-0.231890081920504,0.244836387995773,0.180673552806695,0.257228772571993,0.263197662629078,0.373236499167067,0.30903219351033,0.348328666492469,0.430312253559305,1,1,1,0.578274678105974,0.555060759571811,0.511835769958432,0.999999999916938,0.546192923783982,0.999427929836143
"Pocillopora_acuta_HIv2___RNAseq.21139_t",0.0992507478686043,295.515880205763,-141.757940102881,3.62045479445892,2.39219725168374,0.166321215447509,0.278811677738121,-0.293582995058439,0.1260552635068,0.1749640670527,0.176640942703503,0.249178963712019,0.029994562801497,1.11028095384871,1.38815845538761,1,1,1,0.86250256773006,0.29202088356548,0.238716338721808,0.999999999916938,0.420578796301429,0.999427929836143
