,Gene,Dispersion,AIC,logLik,meanExp,X.Intercept.,TreatmentVariable,OriginFlat,TreatmentVariable.OriginFlat,se_.Intercept.,se_TreatmentVariable,se_OriginFlat,se_TreatmentVariable.OriginFlat,Chisq_Treatment,Chisq_Origin,Chisq_Treatment.Origin,Df_Treatment,Df_Origin,Df_Treatment.Origin,P_Treatment,P_Origin,P_Treatment.Origin,Treatment,Origin,Treatment.Origin,Stable_OriginFC,Variable_OriginFC,maxGroupFC,col,RF13B,RF13D,RF14B,RF14C,RF15B,RF15D,RF17B,RF17D,RF18B,RF18D,RF19B,RF19C,RF20B,RF20C,RF22B,RF22C,RF23A,RF23C,RF24B,RF24D,RF25A,RF25C,RS11B,RS11D,RS12A,RS12C,RS13A,RS13C,RS14B,RS14C,RS15B,RS15D,RS1B,RS1C,RS2B,RS2C,RS3B,RS3D,RS6A,RS6D,RS7B,RS7C,RS8B,RS8C,RS9A,RS9C,y_Stable_Slope,y_Variable_Slope,y_Stable_Flat,y_Variable_Flat,xall_1,xall_2,xall_3,yall
1197,Pocillopora_acuta_HIv2___RNAseq.g7565.t1,0.05556772,357.4254626,-172.7127313,5.540195994,3.770843392,-0.053214525,0.243079603,-0.083841721,0.080932126,0.114912657,0.115080961,0.163808855,1.330802265,6.065485999,0.261966419,1,1,1,0.248662544,0.013784882,0.608772406,1,0.075875985,0.99942793,-0.343663564,-0.224686349,Stable,Not Significant,56.50271566,69.65777649,25.42239669,56.55492173,55.46125033,55.00263558,45.00147353,57.23623934,64.57883871,64.66026138,50.62183847,55.32145193,64.76301138,36.50610519,31.7161124,75.79766874,48.9508632,60.72966503,44.96698849,44.98219771,31.32638235,35.46084631,31.1854761,49.88551028,33.67604367,40.27421803,43.06128149,50.51747749,37.18582054,43.97171849,30.96422142,53.90084498,35.25462492,41.2781035,40.46169836,26.5355852,50.56038444,49.89035931,64.83168081,43.64710912,36.28443485,27.30136199,35.08128277,37.38020598,63.31005728,43.5500043,43.41666669,41.16666667,55.36363637,48.27272728,0.919576794,1.172616857,1.172616857,1.275170127
317,Pocillopora_acuta_HIv2___RNAseq.g14593.t1,0.06763987,339.6138607,-163.8069303,4.540185316,3.052703643,0.065325609,0.242872969,-0.171908512,0.105423865,0.137634184,0.14714642,0.196067445,0.039276496,2.044498996,0.768747612,1,1,1,0.842901899,0.152757267,0.380604768,1,0.306455637,0.99942793,-0.336292672,-0.098186511,Stable,Not Significant,18.49179785,15.6975271,23.5392562,19.20733191,22.18450013,25.72703922,13.50044206,33.874509,21.13489267,22.29664185,35.04588817,16.13542348,24.28612927,27.37957889,27.07473009,28.29779633,22.51739707,37.2214076,21.50595102,36.33177508,21.39362697,31.82383643,37.03275287,28.19615799,17.34826492,15.75947662,18.59464428,20.96951896,22.60314582,11.43264681,14.62199345,13.14654756,25.01941123,30.71858865,21.11045132,11.53721096,28.19713748,25.90460964,13.89250303,11.71020001,17.59245326,35.49177058,22.48800178,14.95208239,31.07948267,26.44107404,21.17251003,22.6017933,26.99297406,24.26399853,0.842056208,1.073543068,1.073543068,1.274906661
1387,Pocillopora_acuta_HIv2___RNAseq.g26318.t2,0.090310169,380.2172771,-184.1086385,5.200641155,3.499344443,0.201957531,0.242644837,-0.239283489,0.10021946,0.140097792,0.142860493,0.201096269,0.729149344,1.46952741,1.415850636,1,1,1,0.393159058,0.225420273,0.234087577,1,0.371629096,0.99942793,-0.340916698,-0.004732738,Stable,Not Significant,36.9835957,40.22491318,34.83809917,44.81710779,25.20965924,33.71129277,51.75169456,40.8830281,36.39898182,46.82294789,41.27626829,38.0334982,56.66763496,41.06936834,44.09313187,77.81893991,36.22363876,33.30336469,42.03435881,38.0618596,25.2139175,30.00533149,53.60003705,34.70296367,42.86041922,45.52737691,44.03994698,26.68847867,25.51968076,21.98585924,49.88680118,43.38360693,28.43114913,32.63850045,35.18408553,34.61163287,40.83723359,33.58004953,40.13389764,0,51.67783145,41.86208838,28.78464228,33.64218538,44.89258607,35.77321782,33.09375,40.5,42.18181818,40.63636364,0.787191691,1.003367003,1.003367003,1.274615847
2216,Pocillopora_acuta_HIv2___RNAseq.g5107.t1a,0.266124085,445.8387056,-216.9193528,5.560783794,3.769457818,0.248320601,0.242390808,-0.275612421,0.03053325,0.030895876,0.031088179,0.031312132,61.14043489,57.8501087,77.47690975,1,1,1,5.31E-15,2.83E-14,1.34E-18,5.32E-12,1.15E-11,1.01E-15,-0.342677958,0.047067552,Stable,q_Origin:Treatment < 0.05 (biggest FC in Stable),82.18576823,78.48763548,45.1953719,35.21344183,35.29352294,70.97114268,42.75139985,40.8830281,43.44394604,52.39710836,74.76456143,39.18602845,53.19818792,60.23507356,59.56440621,49.52114358,69.51022574,65.62721866,68.42802597,102.0749871,11.46087159,20.9128068,50.67639867,37.95636652,105.1100757,82.29948902,50.8906054,70.53383649,56.87243141,28.14189983,67.94926368,63.10342827,75.05823369,23.99889739,3.518408553,3.461163287,68.06205598,49.89035931,54.02640067,27.67865456,47.27971814,18.20090799,73.76064583,80.36744286,47.19476998,52.10446943,43.3565513,55.57749863,55.24891076,53.76145742,0.759107088,0.967324164,0.967324164,1.274292099
1090,Pocillopora_acuta_HIv2___RNAseq.g14709.t1a,5.212093435,267.2016839,-127.600842,1.820918042,1.879783197,-0.020884417,0.241389099,-0.182363206,0.668623856,0.94572052,0.965289899,1.366126016,0.02517184,0.048443419,0.017819393,1,1,1,0.873939624,0.82579432,0.893806425,1,0.63311671,0.99942793,-0.306688222,-0.07396359,Stable,Not Significant,0,14.71643165,0,0,0,21.29134281,0,0,0,0,0,0,11.56482346,0,0,10.10635583,17.62231075,10.77461799,19.55086456,26.81631018,19.86551076,0,0,7.591273304,0,14.00842366,15.65864782,14.29739929,16.04094219,0,0,6.573273778,0,0,0,0,0,10.55372985,0,0,17.59245326,8.190408596,19.78944157,14.01757724,0,0,6.552084195,6.416666713,8.340909773,6.806817422,0.833298626,1.060802707,1.060802707,1.273016269
989,Pocillopora_acuta_HIv2___RNAseq.g21580.t1b,0.095524,303.5135264,-145.7567632,3.793103253,2.519878231,0.148506714,0.241281796,-0.232388198,0.121103735,0.168543122,0.170579151,0.240357856,0.081195554,1.068744108,0.93478448,1,1,1,0.775683723,0.301229294,0.333622759,1,0.425674054,0.99942793,-0.324875794,-0.012001936,Stable,Not Significant,6.163932617,19.62190887,13.18198347,16.00610992,16.13418191,10.6456714,19.12562625,21.02555731,10.56744633,16.72248139,14.01835527,14.98289323,9.251858769,13.68978945,13.15058319,24.255254,24.4754316,16.65168235,5.865259369,13.84067622,18.33739454,8.183272226,9.745461282,6.506805689,5.102430859,17.51052958,22.50930623,15.25055924,14.58267472,9.673778068,10.32140714,0,11.37245965,10.55951485,16.71244063,14.99837424,16.52935645,6.716009907,18.52333737,13.83932728,14.29386827,20.02099879,12.593281,15.88658754,20.71965511,10.10982243,12.42708333,14.41666667,15.81818182,14.54545455,0.792638363,1.008933263,1.008933263,1.272879677
2018,Pocillopora_acuta_HIv2___TS.g6868.t1,0.147929452,584.9451989,-286.4725995,8.262158956,5.560728481,0.34622491,0.24126214,-0.254960023,0.120638097,0.159561565,0.171395629,0.230386188,3.784799254,0.803798719,1.224704468,1,1,1,0.051720114,0.369960036,0.26843937,1,0.466846632,0.99942793,-0.346882348,0.019707884,Stable,Not Significant,178.7540459,132.4478849,461.3694215,336.1283084,161.3418191,278.561735,418.5137038,342.2493495,382.7763895,455.9663259,414.3202779,218.9807472,355.0400803,443.549178,320.2553788,394.1478775,435.6626824,268.385939,345.0727595,376.2933847,344.5902058,391.8878144,109.1491664,298.2285941,887.8229695,337.0776944,392.4448609,312.6364645,328.1101812,219.8585924,251.1542404,176.1637372,379.8401523,190.0712673,374.7105109,301.121206,379.2028833,216.831177,375.0975818,120.295691,399.1287833,138.3269007,365.2051489,437.34841,249.7869533,297.8509223,260.0121813,367.5845614,330.9577161,362.5837596,0.774947477,0.986395506,0.986395506,1.272854658
2024,Pocillopora_acuta_HIv2___RNAseq.g4377.t1,0.525434096,353.7250593,-170.8625296,3.783146438,2.458171555,0.214734224,0.241073711,-0.113866754,0.277076091,0.317764243,0.387199157,0.456354284,0.489627704,0.34747298,0.062257205,1,1,1,0.484093424,0.555547112,0.802963262,1,0.546287143,0.99942793,-0.323221391,-0.172346824,Stable,Not Significant,5.136610515,7.848763548,30.13024793,28.81099786,2.016772739,2.661417851,32.62606831,42.05111461,15.26408915,21.18180976,25.70031799,25.35566547,37.00743508,23.72896837,13.15058319,9.095720249,5.874103583,3.918042905,6.842802597,6.92033811,30.56232424,27.27757409,40.93093738,40.12530175,7.143403203,2.626579437,31.31729563,15.25055924,10.93700604,13.19151555,26.66363511,36.81033315,9.097967721,18.23916201,20.23084918,13.84465315,9.723150854,9.594299866,4.630834343,3.193690911,7.696698301,1.820090799,6.296640498,5.607030897,21.87074706,11.66517972,11.68342949,14.48198958,14.86850573,16.44650079,0.892376854,1.135652025,1.135652025,1.272614838
2230,Pocillopora_acuta_HIv2___RNAseq.g3993.t2,0.03943237,442.7888637,-215.3944318,6.620899972,4.496383585,0.11693286,0.24073529,-0.269657178,0.071026438,0.091458587,0.101707175,0.131773326,0.04000238,1.869657519,4.187636278,1,1,1,0.841475928,0.171514309,0.040719835,1,0.324004351,0.99942793,-0.343900152,0.041309736,Stable,Not Significant,100.6775661,108.9015942,78.15033058,122.7135094,98.82186422,102.0210176,99.00324176,73.58945058,89.23621349,105.9090488,123.0500073,81.82964765,77.48431719,104.0423998,82.77131772,142.4996172,91.04860554,92.07400827,96.77677958,185.9840867,88.6307403,123.6583359,63.34549833,84.58847396,120.4173683,106.8142304,112.5465312,90.5501955,86.76691459,106.4115587,87.7319607,84.13790435,137.6067618,80.63629522,124.0239015,66.91582354,87.50835769,98.82128862,77.18057239,83.03596369,123.1471728,82.81413136,105.2438483,86.9089789,80.57643654,73.87947158,89.69217989,100.817953,114.1049769,97.94386977,0.763641243,0.971492347,0.971492347,1.272184231
1930,Pocillopora_acuta_HIv2___RNAseq.g16105.t1,0.803173987,342.7710804,-165.3855402,3.31607794,2.554478058,-0.161328878,0.24058352,-0.060080067,0.270941267,0.38464587,0.389847103,0.553599762,0.473385316,0.57995866,0.011777932,1,1,1,0.491433874,0.446328525,0.913578315,1,0.504040353,0.99942793,-0.324664854,-0.240330664,Stable,Not Significant,9.245898926,16.67862254,13.18198347,12.80488794,20.16772739,17.74278567,13.50044206,17.52129776,21.13489267,20.06697767,15.5759503,19.59301423,10.40834112,20.07835785,0,4.042542333,19.58034528,16.65168235,21.50595102,27.68135244,0,5.455514817,14.61819192,15.18254661,13.26632023,5.253158874,14.67998233,18.1100391,4.374802416,15.82981866,0,0,14.78419755,11.51947075,17.59204277,23.07442191,17.50167154,22.06688969,0,0,0,0,21.58848171,13.08307209,8.057643654,21.77500215,12.86458333,10.94791667,16.36363636,13.11363636,0.941689132,1.197820258,1.197820258,1.271991167
1389,Pocillopora_acuta_HIv2___RNAseq.445_t,0.13303077,630.3737334,-309.1868667,9.01362907,6.087106294,0.24733539,0.240380086,-0.06079104,0.115598359,0.15076451,0.161805208,0.218077727,4.032872123,3.157402803,0.077706352,1,1,1,0.044621914,0.075583343,0.780430096,1,0.209323951,0.99942793,-0.346096213,-0.258672158,Stable,Not Significant,597.9014639,420.8899452,757.9640496,490.8540377,214.7862967,503.0079738,794.2760078,675.1540069,615.2602088,819.4015881,784.2490975,373.4198005,637.2217727,804.0469668,594.0969346,578.0835536,726.4308098,410.4149943,499.5245896,468.8529069,800.7328951,604.6528922,304.058392,560.6697569,1050.080271,459.6514015,763.359081,681.5093661,522.7888887,572.5117747,353.5081946,291.8533557,502.6627166,247.668621,560.3065621,439.5677374,653.3957374,352.1108051,446.1037084,155.426291,676.2099222,219.3209413,522.6211613,686.8612849,408.6376425,468.9402249,440.1459137,563.6546178,559.747831,674.539834,0.941019855,1.196725464,1.196725464,1.271732427
182,Pocillopora_acuta_HIv2___TS.g9176.t3,1.794349774,292.0336788,-140.0168394,2.353814927,1.878191979,0.131140011,0.240251761,-0.297201031,0.402824,0.568303063,0.579929367,0.820392418,0.000783869,0.050020425,0.131237319,1,1,1,0.977664015,0.823027736,0.717152578,1,0.632846286,0.99942793,-0.305165142,0.072199433,Stable,Not Significant,10.27322103,13.73533621,4.70785124,14.93903593,0,11.53281069,0,0,0,15.6076493,14.79715278,16.13542348,16.19075285,10.03917893,6.962073453,0,7.832138111,0,0,0,9.168697272,10.00177716,3.898184513,0,0,0,4.893327442,0,9.478738568,0,0,11.8318928,11.37245965,12.47942664,13.19403207,5.768605478,22.36324697,12.47258983,0,9.581072734,12.09481162,6.370317797,7.196160569,8.410546346,0,10.10982243,6.541666691,7.45833344,8.318182152,7.045454938,0.742894652,0.944641989,0.944641989,1.271569241
2399,Pocillopora_acuta_HIv2___TS.g14075.t1,0.121132464,281.1563251,-134.5781625,3.433895019,2.303626218,-0.017848243,0.240120932,-0.119773135,0.135716784,0.192322658,0.191243231,0.272675144,0.3225699,1.766926021,0.192942425,1,1,1,0.570067307,0.183762966,0.660478863,1,0.336468167,0.99942793,-0.31817596,-0.158445505,Stable,Not Significant,18.49179785,19.62190887,20.71454545,17.07318392,7.058704587,7.984253552,6.750221029,21.02555731,12.91576774,17.83731348,10.12436769,9.220241989,9.251858769,13.68978945,6.188509736,8.085084666,9.790172639,12.73363944,11.73051874,6.92033811,5.348406742,8.183272226,12.66909967,7.591273304,4.081944687,7.879738311,8.807989396,6.672119668,6.562203624,13.19151555,8.601172618,0,15.92144351,6.719691268,8.796021383,6.922326574,11.66778103,18.22916975,7.718057239,18.09758183,14.29386827,11.83059019,11.69376092,6.541536047,6.906551704,10.10982243,10.01041667,9.833333333,12.72727273,11.09090909,0.887121671,1.12788906,1.12788906,1.271402895
2623,Pocillopora_acuta_HIv2___RNAseq.g8787.t1,0.182974854,368.9231161,-178.4615581,4.561791112,3.034605588,0.222078944,0.240080856,-0.170077304,0.150861792,0.19454201,0.216756386,0.279401598,0.999757693,0.879704331,0.370539879,1,1,1,0.317369146,0.348282673,0.542710135,1,0.453889526,0.99942793,-0.332164237,-0.09737173,Stable,Not Significant,15.40983154,15.6975271,18.83140496,27.74392387,40.33545478,22.17848209,11.25036838,21.02555731,25.83153548,0,29.59430556,21.89807472,20.81668223,26.46692626,38.67818585,56.59559266,52.86693225,36.24189687,38.1241859,44.11715545,10.69681348,25.45906915,30.21092997,24.94275514,21.43020961,15.75947662,44.03994698,26.68847867,13.85354098,25.50359672,18.92257976,11.8318928,20.47042737,19.19911791,29.9064727,14.99837424,37.92028833,33.58004953,21.61056027,15.96845456,26.38867989,24.57122579,26.08608206,14.01757724,24.17293096,17.10893026,20.79277536,25.96331375,26.43493533,27.8459653,0.8435996,1.07251199,1.07251199,1.271351942
832,Pocillopora_acuta_HIv2___TS.g13959.t2,0.336020975,307.2804564,-147.6402282,3.231076712,2.141290903,0.371858959,0.239937317,-0.412593422,0.194406004,0.269344521,0.277027886,0.388326293,0.798392383,0.023814575,1.12888839,1,1,1,0.371574456,0.877357651,0.288012572,1,0.645854509,0.99942793,-0.313427645,0.228857085,Stable,Not Significant,20.54644206,10.79204988,10.35727273,5.335369975,0,4.435696418,9.000294706,4.672346068,11.74160704,8.918656742,15.5759503,9.220241989,9.251858769,8.213873668,0,17.18080492,11.74820717,8.815596536,17.59577811,21.62605659,5.348406742,16.36654445,13.64364579,8.675740919,11.22534789,9.630791269,0,5.718959716,10.93700604,6.156040588,14.62199345,0,12.50970562,8.639603059,10.55522566,10.38348986,19.44630171,11.51315984,10.80528013,13.83932728,5.497641644,6.370317797,12.593281,14.01757724,25.32402291,3.888393241,8.510416667,12.34375,10.81818182,10.38636364,0.661931355,0.841426928,0.841426928,1.271169467
1781,Pocillopora_acuta_HIv2___RNAseq.g25826.t1,0.092664547,318.6788556,-153.3394278,4.210130515,2.899588413,-0.142748048,0.239850581,-0.047478689,0.11094682,0.159129645,0.157067646,0.22554209,2.176849044,3.700107796,0.04431413,1,1,1,0.14010104,0.054408953,0.83327026,1,0.173281076,0.99942793,-0.329889381,-0.26238175,Stable,Not Significant,12.32786523,15.6975271,22.59768595,14.93903593,26.21804561,30.16273564,10.12533154,30.37024944,17.61241056,13.37798511,11.68196272,35.72843771,15.0342705,18.25305259,23.98047523,22.23398283,19.58034528,23.50825743,23.46103747,24.22118338,16.04522023,24.54981668,25.33819933,9.760208534,14.28680641,27.14132085,9.786654885,7.625279621,10.93700604,24.62416235,17.20234524,27.60774987,13.64695158,12.47942664,14.07363421,12.69093205,12.64009611,22.06688969,13.89250303,7.45194546,9.895754959,22.75113499,25.18656199,15.88658754,19.56856316,19.4419662,18.16666667,15.75,23.09090909,19.09090909,0.953630796,1.212121212,1.212121212,1.271059216
215,Pocillopora_acuta_HIv2___RNAseq.g14798.t1,0.056851722,348.2660362,-168.1330181,5.189568863,3.52144651,-0.04020642,0.239753606,-0.057432049,0.084856873,0.120425944,0.120346132,0.171126332,0.643763891,6.102081193,0.11263541,1,1,1,0.422351115,0.013502277,0.737163478,1,0.074890092,0.99942793,-0.337034987,-0.255838904,Stable,Not Significant,43.14752832,53.96024939,37.66280992,45.88418178,54.45286396,31.04987492,42.75139985,35.04259551,52.83723167,59.08610091,28.81550805,38.0334982,32.38150569,50.19589463,34.03680355,43.45733008,26.43346613,47.01651486,37.14664267,34.60169055,27.50609182,34.55159384,47.75276028,41.20976936,27.55312664,32.39447972,39.14661954,30.50111848,24.06141329,32.53907168,18.0624625,34.18102364,35.25462492,29.75863276,39.58209622,24.22814301,25.28019222,28.7828996,47.85195488,36.19516366,14.29386827,39.13195218,38.67936306,17.75559784,35.68385047,45.10536159,33.83333333,32.50000001,43,39,0.944186046,1.2,1.2,1.270935961
831,Pocillopora_acuta_HIv2___RNAseq.g3948.t1,0.146067913,514.8101692,-251.4050846,7.060868056,4.776072687,0.129623615,0.239712182,-0.07873842,0.136778216,0.161141423,0.195523452,0.233493542,0.623869939,1.631671776,0.113716542,1,1,1,0.429612817,0.201471974,0.73595194,1,0.351780049,0.99942793,-0.343258984,-0.230658581,Stable,Not Significant,102.7322103,90.2607808,216.561157,140.8537673,101.8470233,140.1680068,156.3801205,181.0534101,117.4160704,72.46408603,252.3303948,165.9643558,174.6288343,198.0456207,127.6380133,171.8080492,169.3699867,151.8241626,86.02380407,237.8866225,173.4411901,119.1120735,91.60733605,119.2914376,234.7118195,147.0884485,125.2691825,214.4609893,95.51651942,95.85834631,140.1991137,157.7585707,71.6464958,37.43827992,111.7094716,88.83652436,132.2348516,117.0504584,57.11362357,55.35730913,200.1141558,135.5967645,275.2531418,155.1278548,155.3974133,132.2053702,118.6375073,135.0569177,150.7744285,158.6451686,0.924281667,1.174654148,1.174654148,1.270883314
2615,Pocillopora_acuta_HIv2___RNAseq.g15190.t1,0.054691005,335.3539417,-161.6769709,4.7808763,3.192920957,0.088514871,0.239419822,-0.160323794,0.094706949,0.125177915,0.133942344,0.178318053,0.011161727,2.544837187,0.808360969,1,1,1,0.915860785,0.110655317,0.368605275,1,0.255744791,0.99942793,-0.333245932,-0.110132787,Stable,Not Significant,34.9289515,26.48957697,15.06512397,29.87807186,33.2767502,33.71129277,28.12592096,18.68938427,31.702339,18.95214558,27.25791302,32.27084696,23.12964692,31.03018941,29.39542124,25.26588958,28.39150065,39.18042905,36.16909944,55.36270488,19.10145265,25.45906915,25.33819933,19.52041707,29.59409898,14.88395014,34.2532921,26.68847867,16.77007593,23.74472798,25.80351785,28.92240462,29.56839509,30.71858865,36.94328981,24.22814301,28.19713748,27.82346961,21.61056027,30.87234548,13.19433995,12.74063559,31.48320249,29.90416478,24.17293096,19.4419662,24.35947662,26.61395837,30.94900282,28.80450669,0.851867915,1.08230825,1.08230825,1.270511814
205,Pocillopora_acuta_HIv2___RNAseq.g4683.t1,0.057968494,331.7486526,-159.8743263,4.956130249,3.289644896,0.155037599,0.239385857,-0.204227843,0.089085922,0.124203804,0.125987438,0.177296644,0.38241953,2.362855355,1.326871519,1,1,1,0.536311181,0.124254572,0.249362541,1,0.274816817,0.99942793,-0.334283627,-0.049179995,Stable,Not Significant,46.22949463,37.28162685,25.42239669,44.81710779,38.31868204,31.93701421,31.50103147,32.70642248,28.17985689,25.64113813,26.47911551,41.49108895,38.16391742,25.55427363,21.65978408,42.4466945,26.43346613,39.18042905,36.16909944,27.68135244,27.50609182,27.27757409,37.03275287,29.2806256,22.45069578,16.6350031,38.16795405,38.1263981,23.33227955,34.29794042,35.26480773,24.97844035,48.9015765,27.83872097,29.02687056,21.92070082,23.33556205,23.02631968,32.4158404,42.58254548,21.99056658,20.02099879,16.19136128,21.49361844,51.79913778,16.33125161,26.83333333,31.33333336,34.09090909,32.45454545,0.815276595,1.035783365,1.035783365,1.270468662
1123,Pocillopora_acuta_HIv2___TS.g4521.t1,0.148129064,409.6507147,-198.8253574,5.406323602,3.668091967,0.173150856,0.238461563,-0.171324372,0.120296125,0.169127516,0.172526936,0.243288885,0.552352939,1.567680365,0.495899601,1,1,1,0.457357875,0.210544201,0.481307364,1,0.360100789,0.99942793,-0.336388763,-0.09488842,Stable,Not Significant,43.14752832,36.30053141,35.77966942,38.41466382,51.42770485,37.25984991,46.12651037,30.37024944,48.14058886,79.15307858,52.95823101,48.40627044,85.57969361,50.19589463,37.90462213,67.71258408,52.86693225,58.77064358,57.67505046,47.57732451,23.68580129,50.91813829,29.23638385,59.64571882,33.67604367,28.01684733,58.71992931,45.75167773,33.54015186,18.46812177,43.00586309,21.03447609,69.37200387,57.59735373,54.53533257,40.38023835,55.42195987,56.60636921,37.04667475,36.19516366,43.98113315,0,42.27744334,43.92174203,56.40350558,48.99375484,39.17708333,46.58333333,49.72727273,49.81818182,0.84254823,1.069442186,1.069442186,1.269294917
45,Pocillopora_acuta_HIv2___RNAseq.g22038.t1,0.13427027,365.8213695,-176.9106847,4.684946766,3.277991691,-0.141364189,0.238120965,-0.041158678,0.124883622,0.17092803,0.174339133,0.244165779,1.752884894,2.940335884,0.028415366,1,1,1,0.185514472,0.086392766,0.866135997,1,0.225385445,0.99942793,-0.332385792,-0.273381261,Stable,Not Significant,13.35518734,30.41395875,33.89652893,22.40855389,28.23481835,32.82415349,32.62606831,33.874509,28.17985689,25.64113813,29.59430556,38.0334982,37.00743508,46.54528412,19.33909292,46.48923683,32.30756971,42.11896123,20.52840779,22.49109886,22.92174318,28.18682656,16.56728418,17.35148184,30.61458516,20.13710902,12.72265135,35.26691825,21.87401208,25.50359672,35.26480773,15.77585707,0,13.43938254,21.11045132,21.92070082,19.44630171,32.62061955,30.87222896,13.83932728,23.0900949,37.31186138,41.37792327,45.79075233,18.41747121,25.66339539,26.5224539,23.02608036,33.65335172,28.03881469,0.959676838,1.217698117,1.217698117,1.268862672
192,Pocillopora_acuta_HIv2___RNAseq.g24018.t1,0.176174946,266.3816925,-127.1908463,3.009171759,1.959214115,0.099174018,0.238010463,-0.171147517,0.162568893,0.227482198,0.229228114,0.32362898,0.008156458,0.88408337,0.279670333,1,1,1,0.928038401,0.347085711,0.596917373,1,0.453233348,0.99942793,-0.305119807,-0.085860737,Stable,Not Significant,17.46447575,5.886572661,8.474132232,13.87196193,12.10063643,7.984253552,7.875257868,8.17660562,5.870803519,13.37798511,7.009177634,9.220241989,12.72130581,5.475915778,4.641382302,14.14889817,3.916069056,8.815596536,0,4.325211319,9.168697272,9.092524695,3.898184513,8.675740919,11.22534789,4.377632395,4.893327442,3.81263981,5.833069888,6.156040588,3.440469047,0,14.78419755,4.799779477,9.675623521,6.922326574,4.861575427,10.55372985,13.89250303,7.45194546,5.497641644,4.550226998,8.995200711,18.69010299,10.35982756,5.443750537,7.09375,7.833333333,9,8.375,0.842697252,1.069148936,1.069148936,1.268722467
2067,Pocillopora_acuta_HIv2___RNAseq.g3600.t1,2.013748517,337.6834044,-162.8417022,2.910153105,2.580847958,-0.098548966,0.237550352,-0.41272899,0.417276043,0.590669836,0.602173562,0.854107407,0.481128508,0.005754744,0.233509726,1,1,1,0.487911593,0.939530458,0.628933544,1,0.660003483,0.99942793,-0.321081743,0.231586376,Stable,Not Significant,14.38250944,27.47067242,12.24041322,23.47562789,0,11.53281069,14.6254789,24.52981686,18.78657126,17.83731348,12.46076024,11.52530249,11.56482346,18.25305259,21.65978408,34.36160983,0,0,0,17.30084527,0,0,26.31274546,20.60488468,17.34826492,14.00842366,0,0,24.06141329,8.794343698,0,0,0,17.27920612,23.74925773,21.92070082,0,0,0,0,14.29386827,18.20090799,16.19136128,12.14856694,9.208735605,33.44018187,13.20833352,11.96874887,16.75000086,10.04545561,0.661841624,0.839307075,0.839307075,1.268138849
1995,Pocillopora_acuta_HIv2___RNAseq.g18427.t1a,0.091666091,326.1011675,-157.0505837,4.310517312,2.894990704,0.161366192,0.236543111,-0.343687748,0.110666721,0.154296846,0.156680103,0.22182028,0.001975853,0.344236637,2.400632059,1,1,1,0.964545258,0.557393904,0.121286237,1,0.546799972,0.99942793,-0.325246083,0.14726249,Stable,Not Significant,9.245898926,20.60300431,16.00669422,13.87196193,22.18450013,13.30708925,25.87584728,16.35321124,16.43824985,42.36361952,17.13354533,18.44048398,16.19075285,31.94284204,12.37701947,27.28716075,29.37051792,25.46727888,14.66314842,21.62605659,21.39362697,20.00355433,38.007299,14.09807899,18.36875109,14.88395014,38.16795405,19.06319905,10.93700604,18.46812177,30.10410416,10.51723804,14.78419755,23.99889739,17.59204277,24.22814301,19.44630171,23.02631968,7.718057239,12.77476365,12.09481162,13.65068099,19.78944157,17.75559784,20.71965511,17.10893026,18.08333333,21.25,22.90909091,19.09090909,0.709150327,0.898395722,0.898395722,1.26686217
2396,Pocillopora_acuta_HIv2___RNAseq.g14784.t1,0.049783317,380.921106,-184.460553,5.73478757,3.808512629,0.25623147,0.236132265,-0.257825094,0.07744066,0.107593197,0.110069017,0.154321424,2.880428386,1.851334144,2.791244776,1,1,1,0.089662165,0.173628305,0.094780577,1,0.326171704,0.99942793,-0.334067333,0.030762261,Stable,Not Significant,45.20217253,64.75229927,55.55264463,57.62199573,72.60381861,55.88977486,38.2512525,64.24475844,71.62380294,71.34925393,64.64019373,40.3385587,49.72874088,49.28324201,34.03680355,41.43605891,66.57317395,57.79113285,58.65259369,60.55295846,45.07942825,60.91991546,47.75276028,58.5612512,53.06528094,49.02948282,65.57058773,35.26691825,37.91495427,43.97171849,63.64867737,51.27153547,65.96026597,55.67744194,64.21095609,28.84302739,65.14511072,57.5657992,47.85195488,37.2597273,29.68726488,33.67167978,71.96160569,48.59426777,79.42534459,29.55178863,45.08333333,58.25000037,57.09090909,57.00000008,0.772730375,0.978540768,0.978540768,1.266341791
1998,Pocillopora_acuta_HIv2___RNAseq.g83.t1,0.143702285,293.1541843,-140.5770921,3.620290977,2.233592222,0.344096162,0.236046956,-0.013133581,0.144581288,0.198010156,0.204107564,0.280272836,5.801652834,2.682134477,0.002195858,1,1,1,0.016011117,0.101479627,0.96262482,1,0.245340076,0.99942793,-0.310885924,-0.301102447,Stable,Not Significant,11.30054313,8.829858991,13.18198347,9.603665955,8.067090957,14.19422854,18.00058941,16.35321124,19.96073197,5.574160463,24.14272296,18.44048398,12.72130581,10.03917893,13.15058319,10.10635583,16.64329349,13.71315017,15.64069165,16.43580301,17.57333644,6.364767287,10.72000741,10.84467615,11.22534789,1.751052958,12.72265135,10.48475948,3.64566868,7.914909328,11.1815244,11.8318928,25.01941123,7.679647164,12.31442994,9.229768765,17.50167154,12.47258983,6.174445791,13.83932728,8.79622663,1.820090799,26.08608206,13.08307209,11.51091951,10.10982243,9.333333333,13.16666667,11.81818182,16.45454545,0.986952288,1.249712313,1.249712313,1.266233766
