"","Dispersion","AIC","logLik","meanExp","(Intercept)","TreatmentVariable","OriginSlope","TreatmentVariable:OriginSlope","se_(Intercept)","se_TreatmentVariable","se_OriginSlope","se_TreatmentVariable:OriginSlope","Chisq_Treatment","Chisq_Origin","Chisq_Treatment:Origin","Df_Treatment","Df_Origin","Df_Treatment:Origin","P_Treatment","P_Origin","P_Treatment:Origin"
"Pocillopora_acuta_HIv2___RNAseq.g8728.t1",0.0467092695569395,495.4082283582,-241.7041141791,7.2946573654059,5.14557412026525,0.0338572574678284,-0.209137977557137,0.0572377755041124,0.070921394113039,0.093670750305095,0.100997930134785,0.133389051330845,0.871565880266749,5.7118888306616,0.184130242956525,1,1,1,0.350522171296441,0.0168503995628271,0.667847541330413
"Pocillopora_acuta_HIv2___TS.g25115.t2",0.275318294607093,559.742595964514,-273.871297982257,7.24828716379155,5.5005777069464,-0.13499117586305,-0.553592439926568,-0.131407265877653,0.152588192639115,0.215905957144166,0.216375064038489,0.306375429133278,1.70888077365139,16.3350037023404,0.183963173713537,1,1,1,0.191130648805289,5.30744806773305e-05,0.667989243767993
"Pocillopora_acuta_HIv2___RNAseq.g24558.t1",0.182116348096423,395.818033252516,-191.909016626258,4.76567877960425,3.3815614071453,-0.0884288116706014,0.0497340056752137,0.115026124188784,0.134198371077729,0.190473974698509,0.189422672910802,0.268240767243653,0.0514812321040803,0.637595846539461,0.183883773625528,1,1,1,0.820505576739666,0.42458271909013,0.668056614923681
"Pocillopora_acuta_HIv2___RNAseq.19307_t",0.541520552399457,342.924832258954,-165.462416129477,3.30027075792467,2.36809970011062,0.0316877254926851,0.289387933710435,-0.195625613369332,0.23006836583239,0.324991553066779,0.32233783847718,0.456728703559393,0.0870244909943871,0.706516271131925,0.183457225385183,1,1,1,0.767994538750557,0.400602757000275,0.668418837118466
"Pocillopora_acuta_HIv2___RNAseq.g23320.t1",2.22508538432913,393.220497611375,-190.610248805687,3.49299917910765,3.65072825904088,0.00139887657043633,-1.7564210255982,0.376363111297343,0.441068093253288,0.61463608144716,0.716611877600274,0.878698837891598,0.178609753035372,8.02276484277286,0.183456876949282,1,1,1,0.672570728992206,0.00461929979384096,0.668419133211756
"Pocillopora_acuta_HIv2___RNAseq.g28433.t1",0.0898692086697127,387.781029721032,-187.890514860516,5.14717638631105,3.56953269648136,0.0049758627471378,0.127645560447274,-0.0845021748502016,0.0991792055218847,0.140219049164541,0.139254183274763,0.197339376486695,0.145903892603105,0.752066550027515,0.183361549324113,1,1,1,0.702480887011816,0.385822736522956,0.66850015306747
"Pocillopora_acuta_HIv2___RNAseq.g4694.t1",1.97177160682513,397.255080909922,-192.627540454961,3.50478737481372,3.21008728794242,-0.164077878980946,-0.335463879266207,0.351189187694745,0.409480711099739,0.57960862896117,0.580250536905627,0.820470629844457,0.000742951978657939,0.151763810858988,0.183212961293792,1,1,1,0.978254637125528,0.696855463975471,0.668626489161625
"Pocillopora_acuta_HIv2___RNAseq.g14936.t1",0.703716430164292,338.493537689345,-163.246768844673,3.16936566892114,2.51314986210323,-0.29417285193625,-0.0404704376608269,0.220335221896283,0.255722324434529,0.364824249511119,0.362031029197606,0.514762603367508,0.508312887660707,0.0708666450682352,0.183211983817541,1,1,1,0.475870107534187,0.790079100546017,0.66862732045569
"Pocillopora_acuta_HIv2___TS.g5714.t1c",0.296858304504327,295.469259927441,-141.73462996372,3.04827746525616,2.03823970072163,0.257027011465153,0.051564627993754,-0.158909155506566,0.18866107417891,0.262155817230945,0.265782688834289,0.371290963698038,0.917336246307146,0.0258924216632645,0.183176214613145,1,1,1,0.338175360392596,0.872163322879157,0.668657742158068
"Pocillopora_acuta_HIv2___RNAseq.g29071.t1",0.218705389922343,514.965506017475,-251.482753008738,6.51153723720531,4.60943192561385,0.0252970626162631,-0.0373015937039045,0.118090848630749,0.138040439191533,0.195165095706667,0.195299246285836,0.275948275640703,0.373888420522545,0.0250766261362403,0.183137431108926,1,1,1,0.540892337496135,0.874176274685581,0.668690731493252
"Pocillopora_acuta_HIv2___RNAseq.g29317.t1",2.26873401781238,333.53209986221,-160.766049931105,2.67808151116738,1.70095308135549,0.484629898243956,0.957994396360404,-0.380144965812863,0.451961568053503,0.634583656926488,0.631794409413553,0.889890827937482,0.428797868128579,2.96688781406907,0.182484098361724,1,1,1,0.512579406289773,0.0849852054299311,0.669247080034106
"Pocillopora_acuta_HIv2___TS.g23649.t1",2.05367897014375,420.511072962314,-204.255536481157,3.77565740290041,3.3035232267435,-0.116826337183093,0.3321422822386,-0.35653373033174,0.417375925483922,0.59057913028303,0.589525604074434,0.834738888530841,0.500570094944162,0.136698325513206,0.182431551976851,1,1,1,0.479249734481035,0.711585638972926,0.669291877293884
"Pocillopora_acuta_HIv2___RNAseq.g3840.t1",0.075947292155469,444.167916720268,-216.083958360134,6.25794180297071,4.24511926990558,-0.00783677999089025,0.246816619655047,-0.0763105147109853,0.100058718117776,0.122865463169245,0.150525215411526,0.17866899145455,0.250858549336077,3.18828286042975,0.182419135770442,1,1,1,0.616471194265295,0.0741678808703103,0.669302463570621
"Pocillopora_acuta_HIv2___RNAseq.g10574.t1",2.99641906138199,358.212220562278,-173.106110281139,2.9002540402847,2.35829570002097,0.763518412004099,0.179032080138019,-0.431527843464752,0.507524213093944,0.714808935564799,0.716846313723453,1.01077297305723,1.17446432313379,0.00565761634029847,0.182267989929216,1,1,1,0.278485837506537,0.940041956807472,0.669431367352356
"Pocillopora_acuta_HIv2___RNAseq.g7848.t1",2.38122719685694,318.243801907228,-153.121900953614,2.46295138630039,1.80212225626368,0.334260661816301,0.599553739374602,-0.38953406096048,0.460631179669627,0.648427442749733,0.646655215906378,0.912607986080071,0.0909535800999585,0.783805430918061,0.182189081849962,1,1,1,0.762968358352652,0.37597982465569,0.669498688719059
"Pocillopora_acuta_HIv2___RNAseq.g15140.t1",0.0385634979509648,552.002579668169,-270.001289834085,8.18756903343049,5.73400051672675,0.0488063458289537,-0.162498947219385,0.0506273294100961,0.0667410230119056,0.083655273196892,0.0942636603833753,0.118642595447943,1.5560774902769,3.52035720180843,0.182091117113722,1,1,1,0.212240476588357,0.0606193814212244,0.669582292484669
"Pocillopora_acuta_HIv2___TS.g27307.t1",0.329109692565787,310.6747863454,-149.3373931727,3.22028241730263,2.39029067341316,-0.439926173984537,0.17465868404843,0.16181355254941,0.187241593389738,0.27264828292103,0.262479600966941,0.379558647438679,3.53100302655189,1.76715133307245,0.181748989444065,1,1,1,0.0602313408429434,0.183735017268307,0.669874475249625
"Pocillopora_acuta_HIv2___RNAseq.g10207.t1",0.568710297840075,309.336856349306,-148.668428174653,2.95068484329007,2.13774739195131,0.266906843295397,-0.361438497706483,-0.206041643163702,0.280493891637064,0.333995424081836,0.384242542688891,0.483362354941744,0.487230458509794,2.46194965703223,0.181703947213333,1,1,1,0.485165341393674,0.116633931320042,0.669912966273464
"Pocillopora_acuta_HIv2___RNAseq.g2295.t1",3.29561571730972,281.33364619483,-134.666823097415,1.96070536204156,1.54044504198435,0.145182008808387,0.145182008807297,0.45814184211821,0.540825994063868,0.763263969294496,0.763264127875728,1.07505076112546,0.489643560255525,0.489643913625784,0.18161092626521,1,1,1,0.484086347133467,0.484086189417678,0.66999247555508
"Pocillopora_acuta_HIv2___RNAseq.g19326.t1",1.0415064200552,456.071281129189,-222.035640564594,4.57358626910888,3.54607904610718,-0.15746044665045,0.414734123490402,-0.254274274471314,0.298654726428987,0.422845195303667,0.42139460912729,0.596961128633463,0.911947260458033,0.931208252258099,0.181431521252894,1,1,1,0.339598280623247,0.334549158184305,0.670145889244723
"Pocillopora_acuta_HIv2___RNAseq.g21884.t1",0.152957052771543,420.849090026077,-204.424545013038,5.33637197265949,3.84303013394118,-0.0854703571544084,-0.103378354453825,0.103135193334212,0.120549253728263,0.170949132081044,0.171051737083473,0.242161326111317,0.0791964008569899,0.18387762665591,0.181386182924312,1,1,1,0.778389391171574,0.668061831359537,0.670184673361258
"Pocillopora_acuta_HIv2___RNAseq.g12042.t1",0.0241006636127674,470.987135676672,-229.493567838336,7.16552962882771,4.91510286743403,0.119682887553886,0.0306975653254385,-0.0432488903727051,0.0511823691750016,0.0719049428825705,0.0722550389560067,0.101631739883578,3.72182467501845,0.0302487050269879,0.181088644366904,1,1,1,0.0537056511096746,0.861927117474046,0.670439341273484
"Pocillopora_acuta_HIv2___RNAseq.g4742.t1",0.275783250658909,440.671999866335,-214.335999933168,5.24087630333284,3.64611741199682,-0.077936810923647,0.128761649677208,0.135124723500445,0.183755718306239,0.225516775654547,0.254601818631235,0.317573186808453,0.00392332987399939,0.948496602904708,0.181043102014138,1,1,1,0.950055971670937,0.330102269534577,0.670478343488596
"Pocillopora_acuta_HIv2___RNAseq.13858_t",0.828285230401054,374.962775845448,-181.481387922724,3.56264140130686,2.72662661577922,0.32235012585803,-0.363416883848689,0.232210924686976,0.272904398650246,0.383993468588417,0.389028724188913,0.545752332473536,2.56853148095854,0.809129791443967,0.18103981399487,1,1,1,0.109008884275551,0.368377653231614,0.670481159554066
"Pocillopora_acuta_HIv2___RNAseq.g17892.t1",0.197224188327332,455.509386017984,-221.754693008992,5.61097852833154,4.02807698666544,-0.205988215906687,0.0806321477932731,0.114252933136782,0.136060500962442,0.191001283714445,0.195103299901681,0.268554665308823,1.21065662828548,0.919674628998622,0.180996140344732,1,1,1,0.271202117325159,0.337560418567188,0.67051856726637
"Pocillopora_acuta_HIv2___RNAseq.g16722.t1",0.192606963859135,377.21840080413,-182.609200402065,4.55589546732578,3.11859907522062,-0.12656365284874,0.249348897447384,0.118774812824509,0.150480027944062,0.200153517852491,0.204154499923753,0.279402895685914,0.220723047329638,4.24751522543783,0.180711963158035,1,1,1,0.638489544025843,0.0393078029735124,0.670762103303283
"Pocillopora_acuta_HIv2___RNAseq.g27036.t1",0.583203547487839,373.32055370952,-180.66027685476,3.74443984175047,2.87285817561863,-0.202307945467572,-0.0196259646570665,0.196887877983373,0.230893289732405,0.328146275421909,0.326675289298482,0.46315905037639,0.199660781975473,0.114384976666946,0.180708111329463,1,1,1,0.654994792447952,0.735206085090502,0.670765405821275
"Pocillopora_acuta_HIv2___RNAseq.11061_t",1.15113960442333,311.179015156621,-149.58950757831,2.57739778674564,1.93694147907255,0.105360515657963,0.254479251443906,-0.27772021548345,0.328542318345054,0.463334336052292,0.461715277236305,0.653385230455403,0.011020131570718,0.125639287750881,0.180665971505906,1,1,1,0.916394206443131,0.72299692811478,0.670801538784879
"Pocillopora_acuta_HIv2___RNAseq.g22210.t1",0.221038739407928,402.667609427659,-195.333804713829,4.74636207508275,3.42859635585027,0.0503976231240567,-0.0410331654527097,-0.123774808849088,0.145336143858737,0.205212978696874,0.20581170862114,0.291201841302151,0.00578194520692362,0.499085467942067,0.180665944201703,1,1,1,0.939387988425972,0.479902235465372,0.670801562198592
"Pocillopora_acuta_HIv2___RNAseq.g10304.t1",0.0475570088873038,416.937488265234,-202.468744132617,5.8838323796961,4.09272654842367,0.105502770546459,-0.122871475689963,0.0621952109690382,0.0735875621589513,0.10281142534183,0.104759464503998,0.14634531891855,3.46485008135552,1.53549842442943,0.180615999922335,1,1,1,0.0626861898117913,0.215289101351341,0.670844393571826
"Pocillopora_acuta_HIv2___RNAseq.g20610.t1",6.02175502484621,264.847672070907,-126.423836035454,1.65158785815552,1.7777732178891,0.142513805097208,-0.498577059946811,0.611087658663536,0.718251353779923,1.01484007753242,1.02022698077823,1.43790920622389,0.38638260751083,0.0705393148956314,0.180610958437518,1,1,1,0.534207012090388,0.790553151029653,0.67084871745281
"Pocillopora_acuta_HIv2___RNAseq.g8381.t1",0.153931738382802,267.619748382859,-127.809874191429,3.07142139556536,2.03688192726104,0.0733312730855468,-0.0331522073169061,0.12938023941146,0.153938986863373,0.215930295988805,0.218542509194886,0.304452850209752,0.826773381039019,0.048512678232548,0.180590879288405,1,1,1,0.363207201953277,0.825671833864206,0.670865939247279
"Pocillopora_acuta_HIv2___TS.g27696.t1",2.27428277183751,303.287825287385,-145.643912643693,2.19884387622372,2.13515214988548,-0.00123228405549752,-0.310938935667534,0.380014010500958,0.446513443803155,0.631474583583053,0.634303495503213,0.894680697610642,0.176766506916163,0.0718755261138073,0.180411028291238,1,1,1,0.674166907090064,0.788625337287724,0.671020247053316
"Pocillopora_acuta_HIv2___RNAseq.g27082.t1",0.28793217108982,379.714398361364,-183.857199180682,4.24361095004495,2.98788909609303,0.0883665388340739,0.00419068188745992,0.141757298146309,0.167910210123443,0.236711905447819,0.237424025225445,0.333954477592485,0.913477323979714,0.206324489042522,0.180184036851434,1,1,1,0.33919346273672,0.649663612541464,0.671215129878252
"Pocillopora_acuta_HIv2___RNAseq.g14860.t1",2.08603063980298,303.959974280489,-145.979987140245,2.34813136133406,1.44446499397709,0.67078600039946,0.564866981515721,-0.366139699068778,0.439876868692097,0.614311110995372,0.615224389108894,0.862823332093025,1.26507215907426,0.770837625668064,0.180073530478178,1,1,1,0.260693179223108,0.379958050805581,0.671310057231237
"Pocillopora_acuta_HIv2___RNAseq.g9963.t1",0.0587789614985573,455.199117568742,-221.599558784371,6.47187470680145,4.58339807936032,0.0924005024049813,-0.221080832129873,-0.0649571828032058,0.0831096219442728,0.10715036665531,0.118444476505147,0.153103985414569,0.626857045118196,7.94215039189517,0.180003674560985,1,1,1,0.428510519469571,0.00482964090152872,0.671370082700636
"Pocillopora_acuta_HIv2___RNAseq.g12180.t1",5.13982577529186,256.093047445834,-122.046523722917,1.5894608326536,1.343734777425,0.10318432923053,0.621335843676111,-0.566494988368241,0.67085679772328,0.94761018995194,0.943414810055217,1.33596838510976,0.0740932560228258,0.257314110050161,0.179804179415655,1,1,1,0.78546765428037,0.611971430913809,0.671541579671417
"Pocillopora_acuta_HIv2___RNAseq.g16254.t1",0.0572104894228258,332.148526783007,-160.074263391503,4.3435157501329,2.99737566066152,0.0602252619204575,-0.00709424908245485,-0.0798679602369397,0.105347379947906,0.132475477638581,0.148146330151621,0.188493812606257,0.0485966429018131,0.171979247981643,0.179535769876387,1,1,1,0.825523463310443,0.678358744709035,0.671772496430803
"Pocillopora_acuta_HIv2___RNAseq.g11418.t1",0.163263503032087,398.422015850017,-193.211007925008,4.88705937766901,3.30810695859614,0.211182053081501,0.162823761080735,-0.107896226964581,0.129050633384578,0.180908055751077,0.181245749211205,0.254686911603017,1.51516571434556,0.721812849014707,0.179473057681636,1,1,1,0.218352533158335,0.395549904900242,0.67182647801352
"Pocillopora_acuta_HIv2___TS.g14962.t1",3.76620869786345,307.292198000833,-147.646099000416,2.23457318139324,1.61151908393773,0.672137999170828,0.686890637645833,-0.482174862989906,0.574872261412682,0.807968979632374,0.807892486444667,1.13832566730885,0.568731068873568,0.608622621413625,0.179422157389771,1,1,1,0.450763596823854,0.435306889320879,0.671870300291614
"Pocillopora_acuta_HIv2___RNAseq.g28253.t1",0.377929073223155,438.8566581821,-213.42832909105,4.98578319281557,3.59072669636373,0.0091507645417198,2.05740578932956e-10,0.155491734271574,0.183826238782416,0.259929070275827,0.259969388257857,0.367148651042692,0.22504450273555,0.180347072893036,0.179362125237119,1,1,1,0.635222851776587,0.671075141121009,0.671921994009549
"Pocillopora_acuta_HIv2___RNAseq.g22270.t1",1.52299499262927,292.308617879077,-140.154308939539,2.27642439368107,1.58625459733706,0.758151939262892,-0.124736780326582,-0.317873156808538,0.379438402720931,0.528092044326358,0.538714631249538,0.751318157138998,2.56080506225965,0.588893098903894,0.17900284795065,1,1,1,0.10954278765537,0.442847469977734,0.672231581302888
"Pocillopora_acuta_HIv2___RNAseq.g12117.t1",0.267408940244538,587.148658291836,-287.574329145918,7.54325273271873,5.0292509573414,-0.0410753878910803,0.54210058621988,0.128727633682105,0.174541242598716,0.21689778617961,0.23703236935409,0.304358107204672,0.025499933746808,11.2508310042598,0.178884957775707,1,1,1,0.873127652396024,0.000795873761975212,0.67233324644152
"Pocillopora_acuta_HIv2___RNAseq.g2917.t2",3.63622022337727,351.051830719172,-169.525915359586,2.76751743932341,2.83627231362529,0.127711290563376,-0.135890461803979,-0.469797539946655,0.554886417819877,0.784353502611833,0.785177790927793,1.11117170300487,0.0366544527685532,0.444612292030223,0.17875538355678,1,1,1,0.848170287555245,0.504904658195574,0.67244503313599
"Pocillopora_acuta_HIv2___RNAseq.g4242.t1",0.116002442115037,376.94098352225,-182.470491761125,4.86387289109616,3.44143902104537,-0.0857351002888172,-0.0961912472892942,0.0946746496756938,0.130179266956929,0.158204102649531,0.184397841577774,0.223938054390885,0.118149952274965,0.111441817395563,0.17873582621955,1,1,1,0.731049742162991,0.738508580450737,0.672461909853831
"Pocillopora_acuta_HIv2___RNAseq.g22053.t2",0.126389634523452,395.021678957227,-191.510839478613,5.03266738862554,3.57655026914002,-0.0772058263370201,-0.0235859990058821,0.0961189196435076,0.113417227614026,0.160978395834615,0.160569525306854,0.227392928911854,0.0652126629465366,0.0458342939792518,0.178675024521621,1,1,1,0.798439114467115,0.830477300243787,0.672514384741328
"Pocillopora_acuta_HIv2___RNAseq.g14466.t1",0.0860552236454006,679.226276342565,-333.613138171282,9.67847574770642,6.65115534990095,0.102315900292955,0.0423387449283582,0.0723931606639021,0.0932670658304032,0.121104810516161,0.131705744291323,0.171374997383206,2.61434206794497,0.613862372822674,0.178443262166132,1,1,1,0.105901440135921,0.433337253724779,0.67271450373744
"Pocillopora_acuta_HIv2___RNAseq.g14470.t1",3.19600348446032,326.050701583718,-157.025350791859,2.47125019891413,2.75352819104797,-0.179803260843997,-0.396218309208781,-0.442905603092109,0.521191812689888,0.737787228345953,0.738824181768323,1.048613142375,0.57934221445913,1.38081649589581,0.1783987290358,1,1,1,0.446570267412148,0.239962117351033,0.672752974135883
"Pocillopora_acuta_HIv2___RNAseq.g21475.t1",2.02587513028001,297.000025222492,-142.500012611246,2.24701371020264,1.95332308145726,-0.456214353996446,0.161927912919283,0.360024390310828,0.425018085780388,0.606723290344423,0.599595022754744,0.852570535200574,0.412870390441735,0.636213743033522,0.178321294607065,1,1,1,0.520516192273858,0.425085190500175,0.672819880131345
"Pocillopora_acuta_HIv2___RNAseq.g17951.t1",1.28778228796301,372.809216522885,-180.404608261442,3.30931962236648,2.68130693082647,0.137713130399422,0.0938825449197718,-0.283564997307177,0.336185044630699,0.474664838673869,0.474899056889336,0.671669472316271,0.000135091433177529,0.0203208761669981,0.178235423767905,1,1,1,0.990726489076152,0.886644553112229,0.672894095493045
"Pocillopora_acuta_HIv2___RNAseq.g12468.t1",0.579368206581434,321.361747164344,-154.680873582172,3.31030580366919,2.95371598985806,-0.0541275768569225,-1.29548791325444,0.203163156906231,0.229403902966848,0.324798427108076,0.34173068125094,0.481252216868912,0.0256863886689813,24.5845264769432,0.178215067349844,1,1,1,0.87266859688998,7.11205333901287e-07,0.672911691968831
"Pocillopora_acuta_HIv2___RNAseq.g13233.t1",0.107637124010292,370.598993332343,-179.299496666171,4.67927512861002,3.40673756440816,-0.184118753132238,-0.0865092296670052,0.0927165750264615,0.108315091264324,0.154992840434133,0.153993288125316,0.219714884691867,1.57755863329752,0.13908536216374,0.17807206778755,1,1,1,0.209112703404793,0.709191984294363,0.673035336902791
"Pocillopora_acuta_HIv2___RNAseq.g28876.t1",0.226842324262109,416.950412618296,-202.475206309148,5.00081687654032,3.54607904610751,0.0423468151689862,0.0826964839367163,-0.122942773202411,0.145967918684582,0.206188300263417,0.205967365888739,0.291429467496011,0.0173512138261638,0.0213421233561708,0.177966838277061,1,1,1,0.895202596716843,0.883850785674144,0.6731263612257
"Pocillopora_acuta_HIv2___RNAseq.g22995.t1",2.76233805755967,324.348280733816,-156.174140366908,2.49491268754987,2.64794626842807,-0.331910244674578,-0.602945298155819,0.412160375646615,0.485892240531706,0.688843637885608,0.690698397906882,0.977557980100958,0.0677874702259475,0.6603335060937,0.177765477456188,1,1,1,0.794585886276114,0.416442227782252,0.673300628264301
"Pocillopora_acuta_HIv2___TS.g24340.t1",0.28431732109939,321.091667736959,-154.54583386848,3.46563356331289,2.82829932925379,-0.327888492807499,-0.469018892583196,0.148319050983993,0.169172207361528,0.243207544909163,0.245329087597112,0.351899031314305,2.13846264041362,5.09323782901809,0.177646940902234,1,1,1,0.143645780689216,0.0240193062637387,0.673403269685263
"Pocillopora_acuta_HIv2___RNAseq.g21723.t1",0.218132749214666,482.624440338002,-235.312220169001,6.19810995985228,4.71924264224794,-0.10660044142115,-0.503418182488133,-0.116966016032252,0.137553818739906,0.194745096478055,0.195777181251582,0.277577243598439,1.39960557269247,16.3742283967647,0.1775626744603,1,1,1,0.236789621775755,5.19873103362717e-05,0.673476260964159
"Pocillopora_acuta_HIv2___TS.g29624.t2",3.8484286262666,283.242379395423,-135.621189697712,1.96674242100671,1.07044141171048,0.37402358226514,1.36827585560814,-0.488516581486238,0.590993463970295,0.830439399795787,0.822951449120957,1.16037092656923,0.045569493872829,3.74368258323414,0.177241305781059,1,1,1,0.830960289590673,0.0530074980692628,0.673754816675608
"Pocillopora_acuta_HIv2___RNAseq.g15714.t1",3.97098667014791,474.490211189228,-231.245105594614,4.31882096919907,3.92300428734854,0.106246305783991,0.703907067526409,-0.485257699011052,0.576660683588973,0.815397656476435,0.815011919710163,1.15264670821243,0.056154865930618,0.640616613928271,0.17723620424097,1,1,1,0.812679924796787,0.423487600519983,0.673759240981211
"Pocillopora_acuta_HIv2___TS.g1487.t1a",0.240330395584089,408.399375894533,-198.199687947266,4.87279962387029,3.62656068971469,0.0708757983785153,-0.43129473048563,0.126687374384553,0.149147027303903,0.210565871577619,0.21374136188983,0.301010413171844,0.779730915549281,5.9600193698261,0.177134693875037,1,1,1,0.377223448004437,0.0146338803733856,0.673847291335141
"Pocillopora_acuta_HIv2___RNAseq.g5905.t1",0.607126112352024,459.642634749583,-223.821317374792,4.9370729711131,3.44534716804573,0.172863911005109,0.454940581163997,-0.19309242985923,0.230762240661173,0.325699913281827,0.324855099182534,0.458992450866971,0.10862565557466,2.43635106620396,0.17697805181854,1,1,1,0.741714265103477,0.118551712375743,0.673983221351637
"Pocillopora_acuta_HIv2___RNAseq.g22283.t1",0.333090862662846,420.010874420408,-204.005437210204,4.8694338936711,3.25849709882707,0.0681114258445134,0.359154845998503,0.146494666298906,0.175958705885213,0.2484189076742,0.246893108985751,0.34823735676345,0.671508473635181,6.17841351392159,0.176967253264742,1,1,1,0.412526178377388,0.0129318176533128,0.673992594671959
"Pocillopora_acuta_HIv2___RNAseq.g25370.t1",0.223570574117375,507.563970079644,-247.781985039822,6.52522713240056,4.52641717815651,0.075501793798015,-0.0362565388011019,0.118247061867682,0.157389504298618,0.198586485758218,0.219245352409859,0.281119247412655,0.92385663258806,0.0179035799856703,0.176929216334663,1,1,1,0.33646437989411,0.89355735852313,0.674025614027035
"Pocillopora_acuta_HIv2___TS.g29836.t1",0.361322567145476,376.095988010743,-182.047994005372,4.1320703552739,2.9502080880378,0.177946013325102,-0.190488729505632,-0.157105961974658,0.21543087191769,0.262685130032227,0.30841528705799,0.37370401414285,0.288330485298299,1.22531884594619,0.176737947397432,1,1,1,0.59129238613345,0.268319346421849,0.674191715403771
"Pocillopora_acuta_HIv2___RNAseq.g17973.t1",5.49671954299126,289.073107280216,-138.536553640108,1.93524101824071,2.31603598379081,-0.673808161060849,-0.0398377038822563,0.574962315914385,0.682842255626854,0.969768027144095,0.965856331332176,1.36913876783989,0.31687109303562,0.129439844216702,0.176353395731443,1,1,1,0.573494098769995,0.719013535943919,0.674525987321574
"Pocillopora_acuta_HIv2___RNAseq.g8804.t1",0.177284691841975,396.983644738204,-192.491822369102,4.83140113002989,3.3833797599123,-0.0344065736265028,0.135761280723298,-0.111354725784263,0.150599644944207,0.187873506390323,0.205093967961569,0.265182603427603,0.463684740699647,0.261891815050538,0.176330421489027,1,1,1,0.495906920948068,0.608823421488194,0.674545971271735
"Pocillopora_acuta_HIv2___RNAseq.g3933.t1",0.538228196944476,400.219449748593,-194.109724874296,4.13690861222637,3.15788656206245,0.0614058428196353,-0.261744447675559,0.185166506696109,0.21998939612978,0.310772902517508,0.312811074738247,0.441004442202855,0.483737322241699,0.584539915306546,0.176294571050084,1,1,1,0.486734322377351,0.444538300779303,0.674577158532002
"Pocillopora_acuta_HIv2___RNAseq.g29792.t1",0.272189254197436,531.687694991765,-259.843847495883,6.53961593425744,4.63240016829557,0.0287761198689606,0.164078840197188,-0.128569626984741,0.153274999599593,0.216710551079703,0.216480103106506,0.306229674907994,0.0540936136119735,0.425077812223802,0.176271549101383,1,1,1,0.816087296679417,0.514414128085293,0.674597187910679
"Pocillopora_acuta_HIv2___TS.g31330.t2",0.385079792099102,488.112023206188,-238.056011603094,5.60445865931168,4.01956863202281,0.00466637313105297,0.244284265681037,-0.15355542140942,0.183266953744248,0.259165493055478,0.258552217346966,0.36589633471921,0.156490143087373,0.8393629657912,0.176122235902899,1,1,1,0.692408732444781,0.359579026482549,0.674727129592685
"Pocillopora_acuta_HIv2___RNAseq.g3921.t1",1.19365129008136,299.19298192701,-143.596490963505,2.40159544215819,2.00653477382643,-0.0923733054717466,-0.234057138141263,0.280577137080741,0.33267941724761,0.471630690463889,0.473609677192084,0.668780684980815,0.0198939600603036,0.0779282736568387,0.176009907809507,1,1,1,0.887833642169059,0.780124832037475,0.674824927229421
"Pocillopora_acuta_HIv2___RNAseq.g14984.t1",0.128283776790378,490.242855719766,-239.121427859883,6.50782918085138,4.54387925431644,-0.00402717722821315,0.0969433976428532,-0.0904880169352724,0.110940083794415,0.152747294912715,0.155730093730838,0.215700449992168,0.206590423475457,0.211719111060386,0.175986777535206,1,1,1,0.649453022557416,0.645423306334623,0.674845069990691
"Pocillopora_acuta_HIv2___TS.g16062.t2",0.0712082635094488,304.357094543668,-146.178547271834,4.13406896033253,2.93119375242331,0.144581228804317,-0.359854596793452,0.0874399976717738,0.101874735603248,0.141981092340494,0.150605134667037,0.208438455017903,3.1726400870499,9.10704743513365,0.175980514823064,1,1,1,0.0748813126439292,0.0025462654440201,0.674850524076887
"Pocillopora_acuta_HIv2___TS.g15301.t1",0.502168172958539,319.441819844219,-153.720909922109,3.01768810686328,2.34440658784739,-0.0397403281726287,-0.0746460405013865,-0.18907048963714,0.223247558652705,0.316232436990685,0.31669921857881,0.450704765883205,0.347458911441537,0.555858091701482,0.175979952805409,1,1,1,0.555555115355136,0.455933910943412,0.674851013533789
"Pocillopora_acuta_HIv2___RNAseq.g8531.t1",0.21410657732277,431.793784760394,-209.896892380197,5.1570526770387,3.64005022668941,0.0280417403131011,0.15356454768843,-0.118299041396353,0.141526512795568,0.199997497226918,0.19936912737494,0.282157384007725,0.0495194536907147,0.448701033556063,0.175784108427066,1,1,1,0.82390157949748,0.502952459114265,0.675021628907344
"Pocillopora_acuta_HIv2___TS.g12014.t1",0.0988845086544263,361.64392503474,-174.82196251737,4.73320894830698,3.15328789393449,0.0779546033509988,0.254100842630143,-0.0897685588235652,0.113122763710613,0.153011231917663,0.155737309824558,0.214198923189957,0.0898280189304833,3.42605847816788,0.17563616241639,1,1,1,0.764395907859045,0.0641750918949058,0.675150590372278
"Pocillopora_acuta_HIv2___RNAseq.g8373.t1",5.16506151600189,257.791994624524,-122.895997312262,1.60933535907773,0.924589624817722,0.77636336338661,0.837211669981137,-0.561482866998302,0.68079102366425,0.953471047941605,0.952998310765214,1.34007533353603,0.539519938628525,0.681865600203709,0.175555561006665,1,1,1,0.46263174754881,0.408945050768283,0.675220875819336
