"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Module"
"1973","GO:0045927",5.63978897584083e-06,0.999997560819841,78,212,"positive regulation of growth","BP","Blue"
"1974","GO:0032386",5.96354816015946e-06,0.999997440929867,76,203,"regulation of intracellular transport","BP","Blue"
"1975","GO:0090304",6.15054946802071e-06,0.999995863218084,307,1099,"nucleic acid metabolic process","BP","Blue"
"1976","GO:0007276",6.31428152774169e-06,0.999996153019558,191,619,"gamete generation","BP","Blue"
"1977","GO:0031295",6.3675757039627e-06,0.999999819114037,10,11,"T cell costimulation","BP","Blue"
"1978","GO:0042325",6.52322412345881e-06,0.999996345197462,155,491,"regulation of phosphorylation","BP","Blue"
"1979","GO:0051249",6.60687500995427e-06,0.99999757464518,42,96,"regulation of lymphocyte activation","BP","Blue"
"1980","GO:0002694",6.82430693202316e-06,0.999997287644994,48,114,"regulation of leukocyte activation","BP","Blue"
"1981","GO:0010564",7.09413692363803e-06,0.99999624676614,117,351,"regulation of cell cycle process","BP","Blue"
"1982","GO:0032504",7.53268615023648e-06,0.999995155848586,220,732,"multicellular organism reproduction","BP","Blue"
"1983","GO:0006357",8.10732525048399e-06,0.999994804916378,212,717,"regulation of transcription by RNA polymerase II","BP","Blue"
"1984","GO:0009890",8.22061161012931e-06,0.999995031269103,176,580,"negative regulation of biosynthetic process","BP","Blue"
"1985","GO:0002696",8.25464588035864e-06,0.999997468860595,32,66,"positive regulation of leukocyte activation","BP","Blue"
"1986","GO:0045935",8.27151637513155e-06,0.999994753392266,199,667,"positive regulation of nucleobase-containing compound metabolic process","BP","Blue"
"1987","GO:0042127",8.36056494560943e-06,0.999995044957658,158,512,"regulation of cell population proliferation","BP","Blue"
"1988","GO:0080135",8.45749465994114e-06,0.999995654922267,102,299,"regulation of cellular response to stress","BP","Blue"
"1989","GO:0050865",9.03073209404783e-06,0.999996278502727,50,121,"regulation of cell activation","BP","Blue"
"1990","GO:0043412",9.29274042253354e-06,0.99999357757695,314,1119,"macromolecule modification","BP","Blue"
"1991","GO:0048666",9.38400442134811e-06,0.999994394996908,164,523,"neuron development","BP","Blue"
"1992","GO:0048513",9.52670417759293e-06,0.999993194449339,374,1346,"animal organ development","BP","Blue"
"1993","GO:0071495",9.66609134432487e-06,0.999994424825349,137,428,"cellular response to endogenous stimulus","BP","Blue"
"1994","GO:0043086",9.75420235799923e-06,0.999995215998213,85,241,"negative regulation of catalytic activity","BP","Blue"
"1995","GO:0040012",1.03980540149682e-05,0.999994123257301,125,378,"regulation of locomotion","BP","Blue"
"1996","GO:0048858",1.04292731829867e-05,0.999994223163079,115,342,"cell projection morphogenesis","BP","Blue"
"1997","GO:0016070",1.04882988952589e-05,0.999992993447877,240,841,"RNA metabolic process","BP","Blue"
"1998","GO:1902533",1.06915255883328e-05,0.999994106118497,112,336,"positive regulation of intracellular signal transduction","BP","Blue"
"1999","GO:0048609",1.11489314922851e-05,0.999992798544712,217,724,"multicellular organismal reproductive process","BP","Blue"
"2000","GO:0031327",1.13760926386187e-05,0.999993110825029,172,567,"negative regulation of cellular biosynthetic process","BP","Blue"
"2001","GO:0071902",1.16052512167713e-05,0.99999504278259,52,130,"positive regulation of protein serine/threonine kinase activity","BP","Blue"
"2002","GO:0044237",1.17203471135029e-05,0.999990940375665,719,2828,"cellular metabolic process","BP","Blue"
"2003","GO:0051251",1.22787976248777e-05,0.99999651002129,28,56,"positive regulation of lymphocyte activation","BP","Blue"
"2004","GO:0010558",1.24406751383339e-05,0.999992312835632,165,541,"negative regulation of macromolecule biosynthetic process","BP","Blue"
"2005","GO:0050867",1.25532805445773e-05,0.999996034112242,32,67,"positive regulation of cell activation","BP","Blue"
"2006","GO:0000904",1.30462096615701e-05,0.999992626168518,122,370,"cell morphogenesis involved in differentiation","BP","Blue"
"2007","GO:0120039",1.30962555089576e-05,0.999992719514425,114,340,"plasma membrane bounded cell projection morphogenesis","BP","Blue"
"2008","GO:0010770",1.30974464968031e-05,0.999995073231082,41,95,"positive regulation of cell morphogenesis involved in differentiation","BP","Blue"
"2009","GO:0044089",1.31496683434769e-05,0.999993195697734,88,248,"positive regulation of cellular component biogenesis","BP","Blue"
"2010","GO:0045860",1.38324507866595e-05,0.999993230606699,69,186,"positive regulation of protein kinase activity","BP","Blue"
"2011","GO:0071704",1.50460284467386e-05,0.999988282527308,726,2857,"organic substance metabolic process","BP","Blue"
"2012","GO:0009653",1.54114646450137e-05,0.999989001314782,325,1154,"anatomical structure morphogenesis","BP","Blue"
"2013","GO:0033673",1.58192366621374e-05,0.999993637962359,45,109,"negative regulation of kinase activity","BP","Blue"
"2014","GO:0008283",1.65115124537918e-05,0.999990686569803,117,362,"cell population proliferation","BP","Blue"
"2015","GO:2000113",1.66648779845331e-05,0.999989536941569,161,528,"negative regulation of cellular macromolecule biosynthetic process","BP","Blue"
"2016","GO:0006469",1.7689972162584e-05,0.999993114194809,42,100,"negative regulation of protein kinase activity","BP","Blue"
"2017","GO:0032880",1.85459457706449e-05,0.999988973202641,133,410,"regulation of protein localization","BP","Blue"
"2018","GO:0090130",1.86848586439934e-05,0.999991902765013,51,129,"tissue migration","BP","Blue"
"2019","GO:0016477",1.87992800586283e-05,0.999989004950193,123,380,"cell migration","BP","Blue"
"2020","GO:0045184",1.90100582880455e-05,0.99998818767584,162,536,"establishment of protein localization","BP","Blue"
"2021","GO:0048812",1.90380387888217e-05,0.999989336677829,113,339,"neuron projection morphogenesis","BP","Blue"
"2022","GO:0070848",2.00697616324349e-05,0.999989911573494,71,195,"response to growth factor","BP","Blue"
"2023","GO:0045785",2.01766347807224e-05,0.999992010261938,43,102,"positive regulation of cell adhesion","BP","Blue"
"2024","GO:0008152",2.04188094005604e-05,0.999983968092664,748,2960,"metabolic process","BP","Blue"
"2025","GO:0051338",2.17096082279381e-05,0.999987405871943,117,360,"regulation of transferase activity","BP","Blue"
"2026","GO:0048660",2.19604433477842e-05,0.999993099369727,30,63,"regulation of smooth muscle cell proliferation","BP","Blue"
"2027","GO:0031294",2.36441581869901e-05,0.999998701663994,10,12,"lymphocyte costimulation","BP","Blue"
"2028","GO:0032990",2.50051632051985e-05,0.999985255503137,118,359,"cell part morphogenesis","BP","Blue"
"2029","GO:1903508",2.60422678356457e-05,0.999983203171117,168,557,"positive regulation of nucleic acid-templated transcription","BP","Blue"
"2030","GO:1902680",2.92520330375321e-05,0.999981084363257,168,558,"positive regulation of RNA biosynthetic process","BP","Blue"
"2031","GO:0031175",2.93076721908451e-05,0.999982135544045,133,416,"neuron projection development","BP","Blue"
"2032","GO:0010648",2.98867770384447e-05,0.999980702186941,167,548,"negative regulation of cell communication","BP","Blue"
"2033","GO:0035556",3.02390979770519e-05,0.999980976888354,153,495,"intracellular signal transduction","BP","Blue"
"2034","GO:0031647",3.04796607205996e-05,0.999985394738728,60,163,"regulation of protein stability","BP","Blue"
"2035","GO:0006909",3.14831545822662e-05,0.999987523420754,41,98,"phagocytosis","BP","Blue"
"2036","GO:0045893",3.19690410318326e-05,0.999979456570744,161,533,"positive regulation of DNA-templated transcription","BP","Blue"
"2037","GO:0051248",3.29501325668479e-05,0.999980088317528,126,395,"negative regulation of protein metabolic process","BP","Blue"
"2038","GO:0050863",3.37772768263007e-05,0.99998822048418,33,74,"regulation of T cell activation","BP","Blue"
"2039","GO:0071363",3.40862230358083e-05,0.999982682812338,69,191,"cellular response to growth factor stimulus","BP","Blue"
"2040","GO:0050773",3.42875487514857e-05,0.999986387234777,41,97,"regulation of dendrite development","BP","Blue"
"2041","GO:0023057",3.7236995910197e-05,0.999975837102397,167,550,"negative regulation of signaling","BP","Blue"
"2042","GO:0045944",3.92959786973295e-05,0.999975925132621,126,405,"positive regulation of transcription by RNA polymerase II","BP","Blue"
"2043","GO:0048667",4.04605563144751e-05,0.999976412017381,107,323,"cell morphogenesis involved in neuron differentiation","BP","Blue"
"2044","GO:0006305",4.32413187951155e-05,0.999994476309729,13,19,"DNA alkylation","BP","Blue"
"2045","GO:0006306",4.32413187951155e-05,0.999994476309729,13,19,"DNA methylation","BP","Blue"
"2046","GO:0040017",4.43309410967387e-05,0.999976870521701,75,212,"positive regulation of locomotion","BP","Blue"
"2047","GO:0050778",4.49472460412805e-05,0.999978814114614,56,147,"positive regulation of immune response","BP","Blue"
"2048","GO:0001667",4.60688517039717e-05,0.999977103428957,63,173,"ameboidal-type cell migration","BP","Blue"
"2049","GO:0043405",4.68638676299222e-05,0.999979030120972,50,126,"regulation of MAP kinase activity","BP","Blue"
"2050","GO:0043618",4.77242212603768e-05,0.999989032575847,19,36,"regulation of transcription from RNA polymerase II promoter in response to stress","BP","Blue"
"2051","GO:0001934",4.79476373309042e-05,0.999972310215958,101,305,"positive regulation of protein phosphorylation","BP","Blue"
"2052","GO:0044238",4.83885083153073e-05,0.999961548791342,695,2746,"primary metabolic process","BP","Blue"
"2053","GO:0071702",4.8848583587785e-05,0.999967038162748,188,645,"organic substance transport","BP","Blue"
"2054","GO:0003006",5.23465203541484e-05,0.999964511383496,193,649,"developmental process involved in reproduction","BP","Blue"
"2055","GO:0002252",5.43997860286333e-05,0.999968788167758,97,293,"immune effector process","BP","Blue"
"2056","GO:0009605",5.89279030674054e-05,0.999958972394396,219,747,"response to external stimulus","BP","Blue"
"2057","GO:0008284",5.97866559852704e-05,0.999966210095472,89,268,"positive regulation of cell population proliferation","BP","Blue"
"2058","GO:1903034",6.21785534333568e-05,0.999977427306484,33,75,"regulation of response to wounding","BP","Blue"
"2059","GO:0009719",6.33593735382484e-05,0.999958327663421,163,541,"response to endogenous stimulus","BP","Blue"
"2060","GO:0002433",6.43722836364883e-05,0.999985059054102,19,35,"immune response-regulating cell surface receptor signaling pathway involved in phagocytosis","BP","Blue"
"2061","GO:0050772",6.51622954667537e-05,0.999979248114586,27,58,"positive regulation of axonogenesis","BP","Blue"
"2062","GO:0006396",6.60123884382195e-05,0.999957945515797,138,455,"RNA processing","BP","Blue"
"2063","GO:0046677",6.64812787577231e-05,0.999966267746097,63,180,"response to antibiotic","BP","Blue"
"2064","GO:0040008",6.75118237489763e-05,0.999957332915891,134,428,"regulation of growth","BP","Blue"
"2065","GO:0038093",7.2703557940575e-05,0.999979554486802,23,46,"Fc receptor signaling pathway","BP","Blue"
"2066","GO:0050776",7.56249328782915e-05,0.999959244194094,76,218,"regulation of immune response","BP","Blue"
"2067","GO:0031400",7.61351154191916e-05,0.99995757964161,84,250,"negative regulation of protein modification process","BP","Blue"
"2068","GO:0033043",7.76853130194551e-05,0.999947658891819,178,591,"regulation of organelle organization","BP","Blue"
"2069","GO:0043620",7.79652228341995e-05,0.999981051617244,19,37,"regulation of DNA-templated transcription in response to stress","BP","Blue"
"2070","GO:1902074",7.85832727722375e-05,0.999992006356779,11,15,"response to salt","BP","Blue"
"2071","GO:0008361",7.87527632179645e-05,0.999962150249027,55,146,"regulation of cell size","BP","Blue"
"2072","GO:0051348",7.99344498609623e-05,0.999963657209699,48,126,"negative regulation of transferase activity","BP","Blue"
"2073","GO:0016197",8.06086278606082e-05,0.999963110804029,49,127,"endosomal transport","BP","Blue"
"2074","GO:0044092",8.3566152521035e-05,0.999948784191183,114,361,"negative regulation of molecular function","BP","Blue"
"2075","GO:1901699",8.59302167980225e-05,0.999951536411273,85,253,"cellular response to nitrogen compound","BP","Blue"
"2076","GO:0010631",8.61919822560859e-05,0.999962254557114,44,113,"epithelial cell migration","BP","Blue"
"2077","GO:0033554",8.90272807050845e-05,0.999937346564199,218,759,"cellular response to stress","BP","Blue"
"2078","GO:0001701",8.9294498263763e-05,0.999955882740567,58,156,"in utero embryonic development","BP","Blue"
"2079","GO:0002253",8.97500271891209e-05,0.999963224693801,39,94,"activation of immune response","BP","Blue"
"2080","GO:1901184",9.13456081989571e-05,0.999968828063981,29,63,"regulation of ERBB signaling pathway","BP","Blue"
"2081","GO:0033674",9.38622330104521e-05,0.999950333347239,70,199,"positive regulation of kinase activity","BP","Blue"
"2082","GO:0038095",9.63185474767322e-05,0.999984238534148,14,22,"Fc-epsilon receptor signaling pathway","BP","Blue"
"2083","GO:1903036",9.66631170996409e-05,0.999973912406875,21,42,"positive regulation of response to wounding","BP","Blue"
"2084","GO:0000278",0.000100055481447771,0.99993659407697,127,411,"mitotic cell cycle","BP","Blue"
"2085","GO:0051050",0.000106260779399622,0.999933460944627,122,384,"positive regulation of transport","BP","Blue"
"2086","GO:0007346",0.000107134995300044,0.999934519878734,110,342,"regulation of mitotic cell cycle","BP","Blue"
"2087","GO:0022409",0.00010750812348183,0.999964354876523,27,59,"positive regulation of cell-cell adhesion","BP","Blue"
"2088","GO:0071417",0.000110020141137707,0.999939760917318,75,219,"cellular response to organonitrogen compound","BP","Blue"
"2089","GO:0007049",0.000110556177149697,0.999925687531976,165,553,"cell cycle","BP","Blue"
"2090","GO:1901701",0.000114240904356543,0.999929765147475,110,349,"cellular response to oxygen-containing compound","BP","Blue"
"2091","GO:0009968",0.000119239198810604,0.999920684997895,155,514,"negative regulation of signal transduction","BP","Blue"
"2092","GO:0006996",0.000125792580870375,0.99990310114341,398,1486,"organelle organization","BP","Blue"
"2093","GO:0001558",0.000128133652961909,0.999932195328482,66,188,"regulation of cell growth","BP","Blue"
"2094","GO:0045165",0.000129647447121341,0.99992799621592,76,226,"cell fate commitment","BP","Blue"
"2095","GO:0043462",0.000132372202250202,0.999961453104211,22,46,"regulation of ATP-dependent activity","BP","Blue"
"2096","GO:0010608",0.000132969566583628,0.9999248305159,80,242,"post-transcriptional regulation of gene expression","BP","Blue"
"2097","GO:0006807",0.000144067803426078,0.999883776865516,665,2641,"nitrogen compound metabolic process","BP","Blue"
"2098","GO:0090132",0.000145366255347401,0.999934387492186,44,115,"epithelium migration","BP","Blue"
"2099","GO:0006950",0.000145509287064177,0.999889981106895,331,1214,"response to stress","BP","Blue"
"2100","GO:1904951",0.000146145220171766,0.99992463285604,61,168,"positive regulation of establishment of protein localization","BP","Blue"
"2101","GO:0070201",0.000158959695219899,0.999905816300776,93,282,"regulation of establishment of protein localization","BP","Blue"
"2102","GO:0044085",0.000159116374097686,0.999879419244485,332,1230,"cellular component biogenesis","BP","Blue"
"2103","GO:0010629",0.000159935428495793,0.99988748005369,197,697,"negative regulation of gene expression","BP","Blue"
"2104","GO:0002431",0.000161129681767606,0.999960551343774,18,34,"Fc receptor mediated stimulatory signaling pathway","BP","Blue"
"2105","GO:0038094",0.000161129681767606,0.999960551343774,18,34,"Fc-gamma receptor signaling pathway","BP","Blue"
"2106","GO:0038096",0.000161129681767606,0.999960551343774,18,34,"Fc-gamma receptor signaling pathway involved in phagocytosis","BP","Blue"
"2107","GO:0071901",0.000164794563861291,0.99994607942633,25,55,"negative regulation of protein serine/threonine kinase activity","BP","Blue"
"2108","GO:0007281",0.000165169364648738,0.999892149909224,136,442,"germ cell development","BP","Blue"
"2109","GO:0060348",0.000168334842795204,0.999937725888429,30,70,"bone development","BP","Blue"
"2110","GO:0000280",0.000168736913160341,0.999911230125746,63,177,"nuclear division","BP","Blue"
"2111","GO:0043406",0.000168986323440372,0.999927926602899,39,96,"positive regulation of MAP kinase activity","BP","Blue"
"2112","GO:0071705",0.00017321119682434,0.999881515759464,168,581,"nitrogen compound transport","BP","Blue"
"2113","GO:0042058",0.000177333580544566,0.999937565686322,28,62,"regulation of epidermal growth factor receptor signaling pathway","BP","Blue"
"2114","GO:0120036",0.000183839328015431,0.999871984208496,185,628,"plasma membrane bounded cell projection organization","BP","Blue"
"2115","GO:0042327",0.000184129638611864,0.999886478879743,105,330,"positive regulation of phosphorylation","BP","Blue"
"2116","GO:0002495",0.000184794444574308,0.999947386987688,21,42,"antigen processing and presentation of peptide antigen via MHC class II","BP","Blue"
"2117","GO:0002504",0.000184794444574308,0.999947386987688,21,42,"antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","BP","Blue"
"2118","GO:0009888",0.000185357749947481,0.999865019955644,241,859,"tissue development","BP","Blue"
"2119","GO:0032781",0.000201994282485869,0.999950976792239,17,33,"positive regulation of ATP-dependent activity","BP","Blue"
"2120","GO:0048285",0.000209661674437967,0.999886697029777,66,189,"organelle fission","BP","Blue"
"2121","GO:0030030",0.000221173432595147,0.999845020103468,186,634,"cell projection organization","BP","Blue"
"2122","GO:0010562",0.000223452660410318,0.999859894222148,109,346,"positive regulation of phosphorus metabolic process","BP","Blue"
"2123","GO:0045937",0.000223452660410318,0.999859894222148,109,346,"positive regulation of phosphate metabolic process","BP","Blue"
"2124","GO:0032388",0.000234103642457327,0.999892015219252,44,113,"positive regulation of intracellular transport","BP","Blue"
"2125","GO:0098751",0.000237294462053843,0.999978967004061,9,12,"bone cell development","BP","Blue"
"2126","GO:0032886",0.000248663801827398,0.999882348305338,46,121,"regulation of microtubule-based process","BP","Blue"
"2127","GO:0010243",0.000249570107095311,0.99983812988663,124,406,"response to organonitrogen compound","BP","Blue"
"2128","GO:0007173",0.000260148536726706,0.999940581484743,16,29,"epidermal growth factor receptor signaling pathway","BP","Blue"
"2129","GO:0050775",0.00026154478788499,0.9999330093791,18,34,"positive regulation of dendrite morphogenesis","BP","Blue"
"2130","GO:1901698",0.000269356225835403,0.999822048579807,133,441,"response to nitrogen compound","BP","Blue"
"2131","GO:0045670",0.000270537673834751,0.999929462700957,18,35,"regulation of osteoclast differentiation","BP","Blue"
"2132","GO:0015031",0.000273350102662233,0.999816014468931,144,492,"protein transport","BP","Blue"
"2133","GO:0006886",0.000280154421832146,0.999818453317135,120,401,"intracellular protein transport","BP","Blue"
"2134","GO:0043254",0.000287303508171892,0.999839579163733,70,206,"regulation of protein-containing complex assembly","BP","Blue"
"2135","GO:0099024",0.000289207280221621,0.99991919320883,19,39,"plasma membrane invagination","BP","Blue"
"2136","GO:0042886",0.000291392155772239,0.999802727698892,147,504,"amide transport","BP","Blue"
"2137","GO:0032101",0.000297768548928975,0.999823571663104,85,257,"regulation of response to external stimulus","BP","Blue"
"2138","GO:0010563",0.000299190366661658,0.999829801062176,73,222,"negative regulation of phosphorus metabolic process","BP","Blue"
"2139","GO:0045936",0.000299190366661658,0.999829801062176,73,222,"negative regulation of phosphate metabolic process","BP","Blue"
"2140","GO:0035265",0.00030455359834795,0.999908644365352,21,43,"organ growth","BP","Blue"
"2141","GO:0043112",0.00030471772161408,0.999901710632305,23,49,"receptor metabolic process","BP","Blue"
"2142","GO:0048646",0.000316395126770621,0.999785036448956,149,502,"anatomical structure formation involved in morphogenesis","BP","Blue"
"2143","GO:0051222",0.000316631592207704,0.999835698299358,56,155,"positive regulation of protein transport","BP","Blue"
"2144","GO:0043506",0.000324145881127119,0.99989847154657,22,46,"regulation of JUN kinase activity","BP","Blue"
"2145","GO:0030100",0.000334346198556518,0.999829639744087,53,145,"regulation of endocytosis","BP","Blue"
"2146","GO:1903725",0.000334684147122523,0.999894891022951,22,46,"regulation of phospholipid metabolic process","BP","Blue"
"2147","GO:0034976",0.000346119644310973,0.999821432541869,54,152,"response to endoplasmic reticulum stress","BP","Blue"
"2148","GO:0022603",0.000348519546339745,0.999770247399543,127,415,"regulation of anatomical structure morphogenesis","BP","Blue"
"2149","GO:0001890",0.000357784952819404,0.999868773168178,27,62,"placenta development","BP","Blue"
"2150","GO:0045887",0.000360421689211942,0.999908905405594,17,32,"positive regulation of synaptic assembly at neuromuscular junction","BP","Blue"
"2151","GO:1903078",0.000376853216431868,0.999922760509705,14,24,"positive regulation of protein localization to plasma membrane","BP","Blue"
"2152","GO:0030950",0.00038179742186438,1,5,5,"establishment or maintenance of actin cytoskeleton polarity","BP","Blue"
"2153","GO:0007163",0.000384817343044372,0.999792837869383,60,172,"establishment or maintenance of cell polarity","BP","Blue"
"2154","GO:0032968",0.000388860655486768,0.999941891547836,11,17,"positive regulation of transcription elongation by RNA polymerase II","BP","Blue"
"2155","GO:0048585",0.000389930216123378,0.999724948334528,177,608,"negative regulation of response to stimulus","BP","Blue"
"2156","GO:0019886",0.000404399813093557,0.999879502509119,20,41,"antigen processing and presentation of exogenous peptide antigen via MHC class II","BP","Blue"
"2157","GO:0006986",0.000411028981384379,0.999830055142701,32,81,"response to unfolded protein","BP","Blue"
"2158","GO:0042326",0.000425787846040845,0.999766147242639,62,185,"negative regulation of phosphorylation","BP","Blue"
"2159","GO:0051347",0.000429324368824099,0.999748488522162,77,235,"positive regulation of transferase activity","BP","Blue"
"2160","GO:0002757",0.000435235055417267,0.999815211518043,34,84,"immune response-activating signaling pathway","BP","Blue"
"2161","GO:1903706",0.000443737042909447,0.999769163366588,53,152,"regulation of hemopoiesis","BP","Blue"
"2162","GO:1901185",0.00044944157913856,0.999854170760059,22,47,"negative regulation of ERBB signaling pathway","BP","Blue"
"2163","GO:0015833",0.000454926784558654,0.999688682713846,145,501,"peptide transport","BP","Blue"
"2164","GO:0110053",0.000469730303982404,0.999782438873017,40,105,"regulation of actin filament organization","BP","Blue"
"2165","GO:1903037",0.000472048534067413,0.999821755185529,27,64,"regulation of leukocyte cell-cell adhesion","BP","Blue"
"2166","GO:0043487",0.000480209399565557,0.999826817667314,25,58,"regulation of RNA stability","BP","Blue"
"2167","GO:1904396",0.000482806974636518,0.999787303250655,36,91,"regulation of neuromuscular junction development","BP","Blue"
"2168","GO:0051656",0.00048855411951923,0.999700584564043,89,278,"establishment of organelle localization","BP","Blue"
"2169","GO:0045934",0.000492035024272341,0.999657874956675,156,543,"negative regulation of nucleobase-containing compound metabolic process","BP","Blue"
"2170","GO:0010324",0.000494137677316629,0.999847334395401,20,43,"membrane invagination","BP","Blue"
"2171","GO:0048661",0.000496242674620278,0.999831177009072,23,51,"positive regulation of smooth muscle cell proliferation","BP","Blue"
"2172","GO:0006468",0.000498439134718148,0.999682294303029,104,331,"protein phosphorylation","BP","Blue"
"2173","GO:1905330",0.000511026113311367,0.999792055710008,30,76,"regulation of morphogenesis of an epithelium","BP","Blue"
"2174","GO:0002702",0.000516075031978121,0.99986073848434,17,34,"positive regulation of production of molecular mediator of immune response","BP","Blue"
"2175","GO:0032869",0.000520668026361919,0.99976954194961,36,91,"cellular response to insulin stimulus","BP","Blue"
"2176","GO:0006952",0.00053082150723667,0.999674169144374,88,277,"defense response","BP","Blue"
"2177","GO:1903076",0.000534281244831377,0.999843773161025,19,38,"regulation of protein localization to plasma membrane","BP","Blue"
"2178","GO:0010769",0.00054204805529044,0.999704931400701,59,170,"regulation of cell morphogenesis involved in differentiation","BP","Blue"
"2179","GO:0007292",0.000545408836943817,0.999644182643595,113,368,"female gamete generation","BP","Blue"
"2180","GO:0007444",0.000564768419230138,0.999662751837668,79,243,"imaginal disc development","BP","Blue"
"2181","GO:0048639",0.000572223923717859,0.999695310814214,55,156,"positive regulation of developmental growth","BP","Blue"
"2182","GO:1901673",0.000602239764529584,0.999929217867217,9,13,"regulation of mitotic spindle assembly","BP","Blue"
"2183","GO:0045637",0.000604102053351033,0.99972500270556,37,97,"regulation of myeloid cell differentiation","BP","Blue"
"2184","GO:0021587",0.000604238034480014,0.999865581373528,14,25,"cerebellum morphogenesis","BP","Blue"
"2185","GO:0048534",0.000605789223943496,0.999627212639397,87,275,"hematopoietic or lymphoid organ development","BP","Blue"
"2186","GO:0048477",0.000606163573486475,0.999611389571011,103,331,"oogenesis","BP","Blue"
"2187","GO:1904398",0.00060792103794184,0.999826477721758,18,36,"positive regulation of neuromuscular junction development","BP","Blue"
"2188","GO:0042059",0.000608026070189624,0.999802962272124,21,45,"negative regulation of epidermal growth factor receptor signaling pathway","BP","Blue"
"2189","GO:0038127",0.000619029208190058,0.999822994452467,18,36,"ERBB signaling pathway","BP","Blue"
"2190","GO:2000027",0.000629969086147433,0.999686134722054,45,126,"regulation of animal organ morphogenesis","BP","Blue"
"2191","GO:0002720",0.00064281339335757,0.999903291892155,10,16,"positive regulation of cytokine production involved in immune response","BP","Blue"
"2192","GO:0071345",0.000647881142253095,0.999611329446415,78,246,"cellular response to cytokine stimulus","BP","Blue"
"2193","GO:0030155",0.00065214319391331,0.999630161840683,65,192,"regulation of cell adhesion","BP","Blue"
"2194","GO:0002520",0.000659669255478341,0.999589111292123,90,287,"immune system development","BP","Blue"
"2195","GO:0030097",0.000663165908773167,0.999599720081172,80,249,"hemopoiesis","BP","Blue"
"2196","GO:2000145",0.000666939369415146,0.999586018947436,89,280,"regulation of cell motility","BP","Blue"
"2197","GO:0051301",0.000670755796913076,0.99960123469228,75,235,"cell division","BP","Blue"
"2198","GO:0009607",0.000676520974725164,0.999579310547618,89,284,"response to biotic stimulus","BP","Blue"
"2199","GO:1905477",0.000677424575511267,0.999778366364682,21,45,"positive regulation of protein localization to membrane","BP","Blue"
"2200","GO:0009894",0.000690436552997844,0.999537344817721,123,410,"regulation of catabolic process","BP","Blue"
"2201","GO:0042063",0.000694746882436814,0.999672536677798,39,105,"gliogenesis","BP","Blue"
"2202","GO:0010941",0.000696192653117998,0.999494497446274,191,677,"regulation of cell death","BP","Blue"
"2203","GO:0048002",0.000699716177520783,0.999746668174443,24,55,"antigen processing and presentation of peptide antigen","BP","Blue"
"2204","GO:0007059",0.000704650391972373,0.999633404010529,50,140,"chromosome segregation","BP","Blue"
"2205","GO:0019882",0.000707064186904593,0.99971806699851,28,68,"antigen processing and presentation","BP","Blue"
"2206","GO:0009451",0.000711580823040241,0.999715138497543,28,69,"RNA modification","BP","Blue"
"2207","GO:0006955",0.000713580425440543,0.999529625478157,113,374,"immune response","BP","Blue"
"2208","GO:0008286",0.000721536430516509,0.999771288884075,20,42,"insulin receptor signaling pathway","BP","Blue"
"2209","GO:0022407",0.000728001778037725,0.999652835663717,40,107,"regulation of cell-cell adhesion","BP","Blue"
"2210","GO:0022607",0.00073360846851237,0.999434407666392,294,1098,"cellular component assembly","BP","Blue"
"2211","GO:0071071",0.000746982382661645,0.999909155861311,9,13,"regulation of phospholipid biosynthetic process","BP","Blue"
"2212","GO:0071375",0.000749553458494822,0.999630863061637,43,117,"cellular response to peptide hormone stimulus","BP","Blue"
"2213","GO:0035220",0.0007972108811384,0.999559395548488,58,170,"wing disc development","BP","Blue"
"2214","GO:0030219",0.000798452259330589,0.999942702139229,7,9,"megakaryocyte differentiation","BP","Blue"
"2215","GO:0035855",0.000798452259330589,0.999942702139229,7,9,"megakaryocyte development","BP","Blue"
"2216","GO:0002764",0.000808297485548015,0.999635216034072,35,90,"immune response-regulating signaling pathway","BP","Blue"
"2217","GO:0090257",0.000809486135981087,0.999654218116073,31,79,"regulation of muscle system process","BP","Blue"
"2218","GO:0032868",0.000809755783282605,0.999608092336415,41,109,"response to insulin","BP","Blue"
"2219","GO:1900180",0.000820964049896776,0.999670207069916,28,67,"regulation of protein localization to nucleus","BP","Blue"
"2220","GO:0001933",0.000840600296564237,0.999538598111122,56,166,"negative regulation of protein phosphorylation","BP","Blue"
"2221","GO:0044403",0.000844613688821297,0.999561753919151,48,136,"biological process involved in symbiotic interaction","BP","Blue"
"2222","GO:0033157",0.000848264868611441,0.999571943835911,45,123,"regulation of intracellular protein transport","BP","Blue"
"2223","GO:0022402",0.000851430354792065,0.999403797659302,149,513,"cell cycle process","BP","Blue"
"2224","GO:0010512",0.000851893308140084,1,5,5,"negative regulation of phosphatidylinositol biosynthetic process","BP","Blue"
"2225","GO:1902646",0.000851893308140084,1,5,5,"regulation of 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process","BP","Blue"
"2226","GO:1902647",0.000851893308140084,1,5,5,"negative regulation of 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process","BP","Blue"
"2227","GO:0051988",0.000864069762473533,1,5,5,"regulation of attachment of spindle microtubules to kinetochore","BP","Blue"
"2228","GO:0009628",0.000872032198685744,0.999378121249277,165,573,"response to abiotic stimulus","BP","Blue"
