"","X","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","ParentTerm"
"451",570,"GO:0000278",0.0432511550236284,0.965250947219394,207,411,"mitotic cell cycle","BP","chromosome segregation"
"452",571,"GO:0042430",0.0433051714446451,0.995194925535645,6,7,"indole-containing compound metabolic process","BP","indole-containing compound metabolic process"
"453",572,"GO:0000303",0.0433505312502424,0.989953338014832,9,12,"response to superoxide","BP","response to oxygen radical"
"454",573,"GO:0009208",0.0433981765121188,1,4,4,"pyrimidine ribonucleoside triphosphate metabolic process","BP","pyrimidine ribonucleotide biosynthetic process"
"455",574,"GO:0009209",0.0433981765121188,1,4,4,"pyrimidine ribonucleoside triphosphate biosynthetic process","BP","pyrimidine ribonucleotide biosynthetic process"
"456",578,"GO:2000678",0.0435481674412193,0.995159501098454,6,7,"negative regulation of transcription regulatory region DNA binding","BP","regulation of hydrolase activity"
"457",579,"GO:0051305",0.0435876910224734,0.995153732682577,6,7,"chromosome movement towards spindle pole","BP","establishment of chromosome localization"
"458",583,"GO:1901160",0.0436370783496766,0.995146522077113,6,7,"primary amino compound metabolic process","BP","primary amino compound metabolic process"
"459",590,"GO:0070508",0.0436441050451074,1,4,4,"cholesterol import","BP","macromolecule localization"
"460",593,"GO:0050821",0.04383836796854,0.972139703471545,53,96,"protein stabilization","BP","regulation of biological quality"
"461",594,"GO:0046755",0.0443025837369931,0.989679195682161,9,12,"viral budding","BP","viral life cycle"
"462",595,"GO:0065004",0.0443622489189293,0.973978694740836,40,70,"protein-DNA complex assembly","BP","cellular component organization"
"463",596,"GO:0060627",0.0444831950280289,0.966276431927844,131,252,"regulation of vesicle-mediated transport","BP","regulation of localization"
"464",597,"GO:0010977",0.044560845999295,0.973644323350681,41,72,"negative regulation of neuron projection development","BP","positive regulation of cellular component organization"
"465",598,"GO:1905952",0.0445799903843359,0.973432940629323,42,74,"regulation of lipid localization","BP","macromolecule localization"
"466",599,"GO:1903322",0.0447616387586347,0.973721044734819,40,70,"positive regulation of protein modification by small protein conjugation or removal","BP","regulation of primary metabolic process"
"467",601,"GO:0045834",0.0448064952640373,0.974606732609478,36,62,"positive regulation of lipid metabolic process","BP","regulation of lipid biosynthetic process"
"468",602,"GO:0006307",0.0449510803114221,1,4,4,"DNA dealkylation involved in DNA repair","BP","DNA modification"
"469",603,"GO:0072665",0.045164043465532,0.980493646004268,19,30,"protein localization to vacuole","BP","macromolecule localization"
"470",604,"GO:0010648",0.0452566599905382,0.962536346217428,273,548,"negative regulation of cell communication","BP","regulation of cell communication"
"471",605,"GO:0061982",0.0453350353805041,0.973794554336518,38,66,"meiosis I cell cycle process","BP","meiosis I"
"472",606,"GO:0001710",0.0458714020283179,0.983516745761395,14,21,"mesodermal cell fate commitment","BP","regulation of animal organ morphogenesis"
"473",607,"GO:0043549",0.0459182216360128,0.964281607119058,155,303,"regulation of kinase activity","BP","regulation of hydrolase activity"
"474",608,"GO:0032509",0.0459298401030446,0.983491919087981,14,21,"endosome transport via multivesicular body sorting pathway","BP","endosomal transport"
"475",609,"GO:0009313",0.0460169089774108,1,4,4,"oligosaccharide catabolic process","BP","fucose metabolic process"
"476",610,"GO:0034501",0.0460297171836405,0.989177798526963,9,12,"protein localization to kinetochore","BP","macromolecule localization"
"477",611,"GO:0017145",0.0461456564007397,0.97201821928531,44,78,"stem cell division","BP","cell division"
"478",612,"GO:0016310",0.0461565373806409,0.962461428363845,226,451,"phosphorylation","BP","protein phosphorylation"
"479",613,"GO:0032504",0.0462146412885534,0.960788314909163,361,732,"multicellular organism reproduction","BP","meiosis I"
"480",616,"GO:0006888",0.0463851827286252,0.971859185508313,44,78,"endoplasmic reticulum to Golgi vesicle-mediated transport","BP","endosomal transport"
"481",617,"GO:0070201",0.0464336529332877,0.964187057121538,145,282,"regulation of establishment of protein localization","BP","regulation of localization"
"482",618,"GO:0046777",0.0464818109961748,0.969708681634449,58,105,"protein autophosphorylation","BP","protein phosphorylation"
"483",619,"GO:1990090",0.0465454644223433,0.97655179766965,26,43,"cellular response to nerve growth factor stimulus","BP","response to endogenous stimulus"
"484",621,"GO:0051656",0.0466371286411715,0.964088650658415,143,278,"establishment of organelle localization","BP","establishment of chromosome localization"
"485",622,"GO:0090309",0.0467059778416946,1,4,4,"positive regulation of DNA methylation-dependent heterochromatin formation","BP","cellular component organization"
"486",623,"GO:0006469",0.046841494907296,0.96978111718638,55,100,"negative regulation of protein kinase activity","BP","regulation of hydrolase activity"
"487",624,"GO:0010212",0.0470675733513164,0.970858564778545,47,84,"response to ionizing radiation","BP","response to abiotic stimulus"
"488",625,"GO:0051249",0.0471369916478387,0.969857691174419,53,96,"regulation of lymphocyte activation","BP","regulation of multicellular organismal development"
"489",626,"GO:0030538",0.0471524765616731,1,4,4,"embryonic genitalia morphogenesis","BP","regulation of animal organ morphogenesis"
"490",627,"GO:0006979",0.0472475166360578,0.964893763185108,111,214,"response to oxidative stress","BP","response to oxygen radical"
"491",628,"GO:0051252",0.047294905314504,0.958785050601966,522,1075,"regulation of RNA metabolic process","BP","regulation of primary metabolic process"
"492",629,"GO:0030952",0.0473408880394428,0.978202577477551,21,34,"establishment or maintenance of cytoskeleton polarity","BP","establishment or maintenance of actin cytoskeleton polarity"
"493",631,"GO:0051256",0.0474806755359717,1,4,4,"mitotic spindle midzone assembly","BP","mitotic spindle organization"
"494",634,"GO:0034644",0.0475604020096696,0.974149927530157,31,53,"cellular response to UV","BP","response to abiotic stimulus"
"495",637,"GO:0051782",0.0476254954859123,0.986922072021974,10,14,"negative regulation of cell division","BP","cell division"
"496",639,"GO:0000019",0.0476513690523111,1,4,4,"regulation of mitotic recombination","BP","DNA modification"
"497",640,"GO:0007079",0.0476513690523111,1,4,4,"mitotic chromosome movement towards spindle pole","BP","establishment of chromosome localization"
"498",643,"GO:1905749",0.0476513690523978,1,4,4,"regulation of endosome to plasma membrane protein transport","BP","regulation of localization"
"499",644,"GO:1905751",0.0476513690523978,1,4,4,"positive regulation of endosome to plasma membrane protein transport","BP","regulation of localization"
"500",645,"GO:1990253",0.0476513690523978,1,4,4,"cellular response to leucine starvation","BP","regulation of transcription from RNA polymerase II promoter in response to stress"
"501",646,"GO:0046907",0.0476621497712331,0.959434885345496,370,753,"intracellular transport","BP","localization"
"502",647,"GO:0048569",0.0478515688053452,0.96358191517083,130,252,"post-embryonic animal organ development","BP","regulation of animal organ morphogenesis"
"503",648,"GO:0048609",0.0479579000355374,0.959294723345945,357,724,"multicellular organismal reproductive process","BP","meiosis I"
"504",649,"GO:0042742",0.0480474799146413,0.968936825286997,55,100,"defense response to bacterium","BP","biological process involved in symbiotic interaction"
"505",650,"GO:0008361",0.0484191937071455,0.966172909569364,78,146,"regulation of cell size","BP","regulation of biological quality"
"506",651,"GO:0071478",0.0487097973878251,0.968472272678004,55,100,"cellular response to radiation","BP","response to abiotic stimulus"
"507",653,"GO:0001667",0.0498371109793897,0.964068803499228,91,173,"ameboidal-type cell migration","BP","cell motility"
"508",654,"GO:0034250",0.0499285126854308,0.968642434488842,48,87,"positive regulation of amide metabolic process","BP","positive regulation of biological process"
