"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust","Module"
"468","GO:0031674",0.0150300989465002,0.996775474359172,5,54,"I band","CC",1,"Magenta"
"469","GO:0031775",0.0319976344139188,1,1,1,"lutropin-choriogonadotropic hormone receptor binding","MF",1,"Magenta"
"470","GO:0031929",0.0200052202257059,0.992996353554667,12,26,"TOR signaling","BP",0.96706433794073,"Turquoise"
"471","GO:0031966",0.000312142666143429,0.999812923856255,97,238,"mitochondrial membrane","CC",0.0425978695388506,"Turquoise"
"472","GO:0031967",0.00189934118465182,0.998646539534601,153,436,"organelle envelope","CC",0.184132305775453,"Turquoise"
"473","GO:0031970",0.0149624726034743,0.993880083719903,18,37,"organelle envelope lumen","CC",0.824376479683969,"Turquoise"
"474","GO:0031974",0.00289759129398344,0.997565924280931,584,1944,"membrane-enclosed lumen","CC",0.253868531472582,"Turquoise"
"475","GO:0031975",0.00189934118465182,0.998646539534601,153,436,"envelope","CC",0.184132305775453,"Turquoise"
"476","GO:0031981",0.0340955036621181,0.970273645940172,466,1600,"nuclear lumen","CC",1,"Turquoise"
"477","GO:0032026",0.0232417792324787,0.998505036640215,2,10,"response to magnesium ion","BP",1,"Magenta"
"478","GO:0032050",0.0226875957265945,0.998392396835407,4,5,"clathrin heavy chain binding","MF",1,"Turquoise"
"479","GO:0032093",0.0483807733079427,0.999059612454503,1,5,"SAM domain binding","MF",1,"Lightcyan"
"480","GO:0032225",0.0429555157769701,0.999229940143358,1,6,"regulation of synaptic transmission, dopaminergic","BP",1,"Lightcyan"
"481","GO:0032226",0.027883155211129,0.999709525307702,1,4,"positive regulation of synaptic transmission, dopaminergic","BP",1,"Lightcyan"
"482","GO:0032274",0.0325681744458344,1,1,1,"gonadotropin secretion","BP",1,"Magenta"
"483","GO:0032275",0.0325681744458344,1,1,1,"luteinizing hormone secretion","BP",1,"Magenta"
"484","GO:0032370",0.0247696125043476,0.996617517974029,3,24,"positive regulation of lipid transport","BP",1,"Magenta"
"485","GO:0032414",0.0404917879946139,0.993182218347433,3,31,"positive regulation of ion transmembrane transporter activity","BP",1,"Magenta"
"486","GO:0032425",0.0315897573642693,1,1,1,"positive regulation of mismatch repair","BP",1,"Magenta"
"487","GO:0032435",0.0018305922641147,0.999607421333396,12,20,"negative regulation of proteasomal ubiquitin-dependent protein catabolic process","BP",0.179428383191486,"Turquoise"
"488","GO:0032446",0.0166818001954441,0.988605702480788,72,214,"protein modification by small protein conjugation","BP",0.870446521374629,"Turquoise"
"489","GO:0032469",0.0334268123603811,0.997275836173734,2,13,"endoplasmic reticulum calcium ion homeostasis","BP",1,"Magenta"
"490","GO:0032470",0.0319976344139188,1,1,1,"positive regulation of endoplasmic reticulum calcium ion concentration","BP",1,"Magenta"
"491","GO:0032471",0.0141993494331851,0.999330195304784,2,8,"negative regulation of endoplasmic reticulum calcium ion concentration","BP",1,"Magenta"
"492","GO:0032496",0.0259226569270009,0.984951166466631,33,91,"response to lipopolysaccharide","BP",1,"Turquoise"
"493","GO:0032545",0.0474109916597209,0.999426949338617,1,2,"CURI complex","CC",1,"Magenta"
"494","GO:0032642",0.0467322186464216,0.988839153208002,6,11,"regulation of chemokine production","BP",1,"Turquoise"
"495","GO:0032652",0.0435528081899478,0.988387120133906,7,13,"regulation of interleukin-1 production","BP",1,"Turquoise"
"496","GO:0032660",0.0304050366232195,0.99969238041021,1,3,"regulation of interleukin-17 production","BP",1,"Lightcyan"
"497","GO:0032700",0.022211074601339,0.999877189313403,1,2,"negative regulation of interleukin-17 production","BP",1,"Lightcyan"
"498","GO:0032722",0.0467322186464216,0.988839153208002,6,11,"positive regulation of chemokine production","BP",1,"Turquoise"
"499","GO:0032757",0.00527329850238605,1,4,4,"positive regulation of interleukin-8 production","BP",0.399801661242867,"Turquoise"
"500","GO:0032774",0.00278958414101829,0.998106761898878,109,306,"RNA biosynthetic process","BP",0.247450061229028,"Turquoise"
"501","GO:0032776",0.0398399031415361,0.99940390929935,1,4,"DNA methylation on cytosine","BP",1,"Lightcyan"
"502","GO:0032803",0.0478489110050884,0.999416181110502,1,2,"regulation of low-density lipoprotein particle receptor catabolic process","BP",1,"Magenta"
"503","GO:0032804",0.0313524827652474,1,1,1,"negative regulation of low-density lipoprotein particle receptor catabolic process","BP",1,"Magenta"
"504","GO:0032898",0.0313524827652474,1,1,1,"neurotrophin production","BP",1,"Magenta"
"505","GO:0032902",0.0313524827652474,1,1,1,"nerve growth factor production","BP",1,"Magenta"
"506","GO:0032911",0.0313524827652474,1,1,1,"negative regulation of transforming growth factor beta1 production","BP",1,"Magenta"
"507","GO:0032981",0.00307296966905817,0.999076921738957,17,29,"mitochondrial respiratory chain complex I assembly","BP",0.264648324751267,"Turquoise"
"508","GO:0032991",1.65995081146307e-09,1,652,2001,"protein-containing complex","CC",7.01171127289675e-07,"Turquoise"
"509","GO:0033108",0.00561261087622537,0.997744052144886,23,44,"mitochondrial respiratory chain complex assembly","BP",0.41488887314631,"Turquoise"
"510","GO:0033160",0.04000612629501,0.999359248691489,1,5,NA,NA,1,"Lightcyan"
"511","GO:0033183",0.0302084259334967,0.999696373468863,1,3,"negative regulation of histone ubiquitination","BP",1,"Lightcyan"
"512","GO:0033192",0.0432584571025235,0.999523964767995,1,2,"calmodulin-dependent protein phosphatase activity","MF",1,"Magenta"
"513","GO:0033270",0.000798994844167507,0.999976456005438,3,7,"paranode region of axon","CC",1,"Magenta"
"514","GO:0033276",0.0335094957698063,0.994494139441072,5,8,"transcription factor TFTC complex","CC",1,"Turquoise"
"515","GO:0033292",0.00122953792295326,1,2,2,"T-tubule organization","BP",1,"Magenta"
"516","GO:0033563",0.0168367328439777,0.999162355864338,2,7,"dorsal/ventral axon guidance","BP",1,"Magenta"
"517","GO:0033588",0.0169697767140586,1,3,3,"elongator holoenzyme complex","CC",0.870619719254668,"Turquoise"
"518","GO:0033596",0.0311450339683667,1,1,1,"TSC1-TSC2 complex","CC",1,"Magenta"
"519","GO:0033629",0.018136691305476,0.999918285164502,1,2,"negative regulation of cell adhesion mediated by integrin","BP",1,"Lightcyan"
"520","GO:0034062",0.0351188683575729,0.991574038757303,7,12,"5'-3' RNA polymerase activity","MF",1,"Turquoise"
"521","GO:0034101",0.027530344116255,0.997844729465038,2,37,"erythrocyte homeostasis","BP",1,"Lightcyan"
"522","GO:0034105",0.0371145012448561,0.996875053172485,2,11,"positive regulation of tissue remodeling","BP",1,"Magenta"
"523","GO:0034110",0.040008878175454,0.996546802066259,2,10,"regulation of homotypic cell-cell adhesion","BP",1,"Magenta"
"524","GO:0034112",0.0382750148630186,1,1,1,"positive regulation of homotypic cell-cell adhesion","BP",1,"Magenta"
"525","GO:0034114",0.0213906245532903,0.999829526409021,1,4,"regulation of heterotypic cell-cell adhesion","BP",1,"Lightcyan"
"526","GO:0034116",0.0112483703996544,0.999968679536473,1,2,"positive regulation of heterotypic cell-cell adhesion","BP",1,"Lightcyan"
"527","GO:0034139",0.0398684108923115,0.999363689113416,1,5,"regulation of toll-like receptor 3 signaling pathway","BP",1,"Lightcyan"
"528","GO:0034141",0.0238798643298619,0.999810817031323,1,3,"positive regulation of toll-like receptor 3 signaling pathway","BP",1,"Lightcyan"
"529","GO:0034162",0.0369591986701429,0.999487638270727,1,4,"toll-like receptor 9 signaling pathway","BP",1,"Lightcyan"
"530","GO:0034271",0.0352313989922123,0.999534772358174,1,4,"phosphatidylinositol 3-kinase complex, class III, type I","CC",1,"Lightcyan"
"531","GO:0034272",0.0288713023681207,0.999722828568456,1,3,"phosphatidylinositol 3-kinase complex, class III, type II","CC",1,"Lightcyan"
"532","GO:0034314",0.0136967026148278,0.99835878384702,6,8,"Arp2/3 complex-mediated actin nucleation","BP",0.77386369773777,"Turquoise"
"533","GO:0034456",0.0474109916597209,0.999426949338617,1,2,"UTP-C complex","CC",1,"Magenta"
"534","GO:0034470",0.00412614682888778,0.997409336372391,71,194,"ncRNA processing","BP",0.332736231324082,"Turquoise"
"535","GO:0034511",0.0407048134382471,0.999336478669254,1,5,"U3 snoRNA binding","MF",1,"Lightcyan"
"536","GO:0034622",0.0138355444925076,0.989592204277869,134,411,NA,NA,0.779226650290719,"Turquoise"
"537","GO:0034641",1.00837231203631e-09,1,548,1615,"cellular nitrogen compound metabolic process","BP",4.36330077752103e-07,"Turquoise"
"538","GO:0034645",5.57450056616276e-14,1,308,760,"cellular macromolecule biosynthetic process","BP",7.06408675316382e-11,"Turquoise"
"539","GO:0034654",0.000952727094624882,0.999321982662739,170,496,"nucleobase-containing compound biosynthetic process","BP",0.105639571160875,"Turquoise"
"540","GO:0034655",3.03145686348803e-11,1,98,191,"nucleobase-containing compound catabolic process","BP",1.68065863172316e-08,"Turquoise"
"541","GO:0034660",0.000284627081353812,0.999826975639542,99,267,"ncRNA metabolic process","BP",0.0395795050442123,"Turquoise"
"542","GO:0034673",0.0297345522117586,1,1,1,"inhibin-betaglycan-ActRII complex","CC",1,"Magenta"
"543","GO:0034702",0.0132864433193112,0.997883074650517,4,31,"ion channel complex","CC",1,"Magenta"
"544","GO:0034703",0.0103442662114482,0.998477622065654,4,29,"cation channel complex","CC",1,"Magenta"
"545","GO:0034704",0.00513615352899919,0.999645525133719,3,12,"calcium channel complex","CC",1,"Magenta"
"546","GO:0034711",0.0453891889119989,0.999475334197914,1,2,"inhibin binding","MF",1,"Magenta"
"547","GO:0034754",0.0277745488755231,0.988921664786943,14,30,NA,NA,1,"Turquoise"
"548","GO:0034764",0.038238346759299,0.989436663788135,5,70,"positive regulation of transmembrane transport","BP",1,"Magenta"
"549","GO:0034770",0.0438923998467922,0.999195676110862,1,6,"histone H4-K20 methylation","BP",1,"Lightcyan"
"550","GO:0035022",0.0330725856270059,0.996976948150106,3,5,"positive regulation of Rac protein signal transduction","BP",1,"Turquoise"
"551","GO:0035023",0.043967859255612,0.995571478059483,2,36,"regulation of Rho protein signal transduction","BP",1,"Lightcyan"
"552","GO:0035032",0.0352313989922123,0.999534772358174,1,4,"phosphatidylinositol 3-kinase complex, class III","CC",1,"Lightcyan"
"553","GO:0035098",0.0419755581088442,0.9946209623568,4,6,"ESC/E(Z) complex","CC",1,"Turquoise"
"554","GO:0035155",0.04186357140108,0.999297823277029,1,5,"negative regulation of terminal cell fate specification, open tracheal system","BP",1,"Lightcyan"
"555","GO:0035157",0.0370282872569523,0.999485705503843,1,4,"negative regulation of fusion cell fate specification","BP",1,"Lightcyan"
"556","GO:0035188",0.0256876605611297,0.999780907131284,1,3,"hatching","BP",1,"Lightcyan"
"557","GO:0035234",0.0346061833467687,0.997748884918484,3,4,"ectopic germ cell programmed cell death","BP",1,"Turquoise"
"558","GO:0035260",0.0166360700647336,1,1,1,"internal genitalia morphogenesis","BP",1,"Magenta"
"559","GO:0035265",0.0499503454111981,0.994568812195907,2,43,"organ growth","BP",1,"Lightcyan"
"560","GO:0035336",0.0481827353977043,0.996381876922702,3,4,"long-chain fatty-acyl-CoA metabolic process","BP",1,"Turquoise"
"561","GO:0035403",0.0315897573642693,1,1,1,"histone H3T6 kinase activity","MF",1,"Magenta"
"562","GO:0035408",0.0315897573642693,1,1,1,NA,NA,1,"Magenta"
"563","GO:0035561",0.040044615024693,0.996399399821886,2,13,"regulation of chromatin binding","BP",1,"Magenta"
"564","GO:0035617",0.0388853481434911,1,2,2,"stress granule disassembly","BP",1,"Turquoise"
"565","GO:0035770",0.00814315007322922,0.995333413274635,44,116,"ribonucleoprotein granule","CC",0.535065279441332,"Turquoise"
"566","GO:0035886",0.0265803408634916,0.999736183813909,1,4,"vascular associated smooth muscle cell differentiation","BP",1,"Lightcyan"
"567","GO:0035887",0.011529047837855,1,1,1,"aortic smooth muscle cell differentiation","BP",1,"Lightcyan"
"568","GO:0035914",0.0219390922226314,0.994362129538026,9,15,"skeletal muscle cell differentiation","BP",1,"Turquoise"
"569","GO:0036056",0.0321562461248188,0.999655646250017,1,3,"filtration diaphragm","CC",1,"Lightcyan"
"570","GO:0036057",0.0125645792662459,1,1,1,"slit diaphragm","CC",1,"Lightcyan"
"571","GO:0036099",0.0401745700045377,0.98836546248674,8,15,"female germ-line stem cell population maintenance","BP",1,"Turquoise"
"572","GO:0036124",0.0319605684166134,1,1,1,"histone H3-K9 trimethylation","BP",1,"Magenta"
"573","GO:0036194",0.0373558923763235,0.997489200359092,3,4,"muscle cell projection","CC",1,"Turquoise"
"574","GO:0036211",0.00416796989314583,0.99664175736948,319,1040,"protein modification process","BP",0.333080873307658,"Turquoise"
"575","GO:0036309",0.0382750148630186,1,1,1,"protein localization to M-band","BP",1,"Magenta"
"576","GO:0036371",0.0382750148630186,1,1,1,"protein localization to T-tubule","BP",1,"Magenta"
"577","GO:0036464",0.0127412451637858,0.992606149684726,41,109,"cytoplasmic ribonucleoprotein granule","CC",0.738700753106941,"Turquoise"
"578","GO:0038034",0.0376608331949024,0.99680480836524,4,5,"signal transduction in absence of ligand","BP",1,"Turquoise"
"579","GO:0038111",0.0402707068074035,0.999390833814923,1,4,"interleukin-7-mediated signaling pathway","BP",1,"Lightcyan"
"580","GO:0038202",0.0396358884210999,0.989247214588319,7,14,"TORC1 signaling","BP",1,"Turquoise"
"581","GO:0040007",0.0245257478561836,0.99304906634396,6,279,"growth","BP",1,"Lightcyan"
"582","GO:0040018",0.0444888096153861,0.989443163191687,4,49,"positive regulation of multicellular organism growth","BP",1,"Magenta"
"583","GO:0040021",0.00189935318064088,0.999968850759458,2,8,"hermaphrodite germ-line sex determination","BP",1,"Lightcyan"
"584","GO:0040022",0.000518755719280612,0.999996821599894,2,4,"feminization of hermaphroditic germ-line","BP",1,"Lightcyan"
"585","GO:0040029",0.0306844510024571,0.993480406568203,4,143,"epigenetic regulation of gene expression","BP",1,"Lightcyan"
"586","GO:0040032",0.00762676787387292,1,4,4,"post-embryonic body morphogenesis","BP",0.51643698034496,"Turquoise"
"587","GO:0042043",0.00964870152746536,0.999660635772031,2,6,"neurexin family protein binding","MF",1,"Magenta"
"588","GO:0042052",0.0354052258740401,0.986389336258439,12,26,"rhabdomere development","BP",1,"Turquoise"
"589","GO:0042177",0.0478906682712896,0.974740729919994,20,54,"negative regulation of protein catabolic process","BP",1,"Turquoise"
"590","GO:0042254",0.00018133859877224,0.99990211541149,72,176,"ribosome biogenesis","BP",0.0272637972950703,"Turquoise"
"591","GO:0042255",0.000149781595390104,0.999957755396617,24,41,"ribosome assembly","BP",0.0229075455501366,"Turquoise"
"592","GO:0042273",0.00037399067031949,0.999874408266313,26,49,"ribosomal large subunit biogenesis","BP",0.0495146901652095,"Turquoise"
"593","GO:0042274",0.0160638222879964,0.991823894532217,27,65,"ribosomal small subunit biogenesis","BP",0.849856636160849,"Turquoise"
"594","GO:0042379",0.0338639506117665,1,2,2,"chemokine receptor binding","MF",1,"Turquoise"
"595","GO:0042398",0.0419552292769048,0.98319754498945,12,27,"cellular modified amino acid biosynthetic process","BP",1,"Turquoise"
"596","GO:0042488",0.0315897573642693,1,1,1,"positive regulation of odontogenesis of dentin-containing tooth","BP",1,"Magenta"
"597","GO:0042492",0.0387050287646207,1,1,1,"gamma-delta T cell differentiation","BP",1,"Magenta"
"598","GO:0042713",0.0297345522117586,1,1,1,"sperm ejaculation","BP",1,"Magenta"
"599","GO:0042773",7.87140729322133e-05,0.999979270920734,25,40,"ATP synthesis coupled electron transport","BP",0.0130169119094363,"Turquoise"
"600","GO:0042775",7.87140729322133e-05,0.999979270920734,25,40,"mitochondrial ATP synthesis coupled electron transport","BP",0.0130169119094363,"Turquoise"
"601","GO:0042788",3.95389724849782e-05,0.999994761280293,16,21,"polysomal ribosome","CC",0.0072315557820206,"Turquoise"
"602","GO:0042795",0.0447083726094805,0.980273959237306,14,33,"snRNA transcription by RNA polymerase II","BP",1,"Turquoise"
"603","GO:0042799",0.0217526583867625,0.999843173639498,1,3,"histone H4K20 methyltransferase activity","MF",1,"Lightcyan"
"604","GO:0042800",0.0184101120429671,0.999915790947653,1,2,"histone H3K4 methyltransferase activity","MF",1,"Lightcyan"
"605","GO:0042866",0.015721500219682,0.996430683479236,8,14,"pyruvate biosynthetic process","BP",0.838912115130448,"Turquoise"
"606","GO:0042886",0.00541729337314271,0.995945148018895,164,504,"amide transport","BP",0.403815973667751,"Turquoise"
"607","GO:0042974",0.0496715622961245,0.999008225951843,1,5,"nuclear retinoic acid receptor binding","MF",1,"Lightcyan"
"608","GO:0042996",0.0411625711930834,0.992803064927155,5,8,"regulation of Golgi to plasma membrane protein transport","BP",1,"Turquoise"
"609","GO:0043014",0.0242305502772146,0.993120698656974,9,17,"alpha-tubulin binding","MF",1,"Turquoise"
"610","GO:0043035",0.0248993881506149,0.999794221925696,1,3,"chromatin insulator sequence binding","MF",1,"Lightcyan"
"611","GO:0043038",0.0342749391627011,0.987930618041483,10,23,"amino acid activation","BP",1,"Turquoise"
"612","GO:0043039",0.0342749391627011,0.987930618041483,10,23,"tRNA aminoacylation","BP",1,"Turquoise"
"613","GO:0043043",3.13208398903398e-15,1,125,231,"peptide biosynthetic process","BP",7.43586579667835e-12,"Turquoise"
"614","GO:0043084",0.0297345522117586,1,1,1,"penile erection","BP",1,"Magenta"
"615","GO:0043114",0.0192274372645321,0.999908109306854,1,2,"regulation of vascular permeability","BP",1,"Lightcyan"
"616","GO:0043116",0.00841132074027798,1,1,1,"negative regulation of vascular permeability","BP",1,"Lightcyan"
"617","GO:0043117",0.00841132074027798,1,1,1,"positive regulation of vascular permeability","BP",1,"Lightcyan"
"618","GO:0043161",0.00930741968024069,0.994326485953877,53,142,"proteasome-mediated ubiquitin-dependent protein catabolic process","BP",0.591838467910932,"Turquoise"
"619","GO:0043170",5.57685218797105e-07,0.999999755906062,730,2326,"macromolecule metabolic process","BP",0.000170584370115163,"Turquoise"
"620","GO:0043198",0.031582449844413,0.995206464928142,3,28,"dendritic shaft","CC",1,"Magenta"
"621","GO:0043207",0.0316852248723462,0.976756444748974,87,270,"response to external biotic stimulus","BP",1,"Turquoise"
"622","GO:0043209",0.00823008445580567,0.995593606295808,36,91,"myelin sheath","CC",0.536801207097236,"Turquoise"
"623","GO:0043226",0.000311541007637445,0.999738649616718,1102,3746,"organelle","CC",0.0425978695388506,"Turquoise"
"624","GO:0043227",0.00100940611864612,0.99914233007827,1008,3420,"membrane-bounded organelle","CC",0.109864257367489,"Turquoise"
"625","GO:0043228",0.00118871075380512,0.999031086769914,477,1587,"non-membrane-bounded organelle","CC",0.126280943013513,"Turquoise"
"626","GO:0043229",0.000198370320285116,0.999834570296409,1091,3693,"intracellular organelle","CC",0.029085023571721,"Turquoise"
"627","GO:0043230",0.00609855868440179,0.997757346617429,18,37,"extracellular organelle","CC",0.435317545490241,"Turquoise"
"628","GO:0043231",0.00270431461582694,0.997674215004514,955,3246,"intracellular membrane-bounded organelle","CC",0.243539317763379,"Turquoise"
"629","GO:0043232",0.00118871075380512,0.999031086769914,477,1587,"intracellular non-membrane-bounded organelle","CC",0.126280943013513,"Turquoise"
"630","GO:0043233",0.00277347064290005,0.997672001185683,584,1943,"organelle lumen","CC",0.2472569983703,"Turquoise"
"631","GO:0043249",0.0291843849414379,0.999716743758754,1,3,"erythrocyte maturation","BP",1,"Lightcyan"
"632","GO:0043267",0.0476018265164078,0.995250438190052,2,14,"negative regulation of potassium ion transport","BP",1,"Magenta"
"633","GO:0043379",0.0311450339683667,1,1,1,"memory T cell differentiation","BP",1,"Magenta"
"634","GO:0043412",0.0201389081779621,0.98305483152295,334,1119,"macromolecule modification","BP",0.967275536693077,"Turquoise"
"635","GO:0043413",0.0267488028703706,0.985259689930199,29,72,"macromolecule glycosylation","BP",1,"Turquoise"
"636","GO:0043436",0.0019670450333327,0.998658730164465,118,340,"oxoacid metabolic process","BP",0.189659488784541,"Turquoise"
"637","GO:0043470",0.0202275167650167,0.992794700579958,13,26,"regulation of carbohydrate catabolic process","BP",0.967275536693077,"Turquoise"
"638","GO:0043496",0.0487118048588814,0.98664777003411,7,13,"regulation of protein homodimerization activity","BP",1,"Turquoise"
"639","GO:0043517",0.0332587914856023,0.99787277743492,3,4,"positive regulation of DNA damage response, signal transduction by p53 class mediator","BP",1,"Turquoise"
"640","GO:0043531",0.0249419448185818,0.991374365490567,11,24,"ADP binding","MF",1,"Turquoise"
"641","GO:0043543",0.000659721290915917,0.999707079783749,37,84,"protein acylation","BP",0.0781966538146861,"Turquoise"
"642","GO:0043565",0.0283758734472483,0.992771470761422,5,234,"sequence-specific DNA binding","MF",1,"Lightcyan"
"643","GO:0043603",2.19212994822729e-14,1,170,359,"amide metabolic process","BP",3.53550703740913e-11,"Turquoise"
"644","GO:0043604",2.94925277377709e-14,1,136,268,"amide biosynthetic process","BP",4.36022445496495e-11,"Turquoise"
"645","GO:0043650",0.0382499192369278,0.999450919109572,1,4,"dicarboxylic acid biosynthetic process","BP",1,"Lightcyan"
"646","GO:0043933",0.0119553558854807,0.990363535539544,245,785,"protein-containing complex organization","BP",0.704651059017651,"Turquoise"
"647","GO:0043972",0.0297124734405926,1,1,1,"histone H3-K23 acetylation","BP",1,"Magenta"
"648","GO:0043974",0.011529047837855,1,1,1,"histone H3-K27 acetylation","BP",1,"Lightcyan"
"649","GO:0043981",0.00476862518292472,0.999398169044111,7,10,"histone H4-K5 acetylation","BP",0.369535968940503,"Turquoise"
"650","GO:0043982",0.00476862518292472,0.999398169044111,7,10,"histone H4-K8 acetylation","BP",0.369535968940503,"Turquoise"
"651","GO:0043984",0.0157414602394491,0.997638735486436,6,9,"histone H4-K16 acetylation","BP",0.838912115130448,"Turquoise"
"652","GO:0044058",0.0498942358128119,0.991972237766487,4,7,"regulation of digestive system process","BP",1,"Turquoise"
"653","GO:0044060",0.0241951203484116,0.996714115293247,3,25,"regulation of endocrine process","BP",1,"Magenta"
"654","GO:0044212",0.0186848896532375,0.995731104299885,5,210,NA,NA,1,"Lightcyan"
"655","GO:0044237",1.85867465380987e-09,1,897,2828,"cellular metabolic process","BP",7.49426068937293e-07,"Turquoise"
"656","GO:0044238",9.74697197453065e-11,1,882,2746,"primary metabolic process","BP",5.2400312060651e-08,"Turquoise"
"657","GO:0044248",6.97625733600356e-06,0.999995629231299,236,673,"cellular catabolic process","BP",0.00184725046862745,"Turquoise"
"658","GO:0044249",4.0804481648298e-12,1,422,1149,"cellular biosynthetic process","BP",3.14744482140197e-09,"Turquoise"
"659","GO:0044260",3.21221044628724e-09,1,627,1911,"cellular macromolecule metabolic process","BP",1.21250692611877e-06,"Turquoise"
"660","GO:0044265",1.71649791010214e-07,1,154,391,"cellular macromolecule catabolic process","BP",5.63933137465225e-05,"Turquoise"
"661","GO:0044267",1.89290043559804e-10,1,469,1353,NA,NA,9.32831850776246e-08,"Turquoise"
"662","GO:0044270",1.01567862918512e-11,1,103,202,"cellular nitrogen compound catabolic process","BP",6.67376094828638e-09,"Turquoise"
"663","GO:0044271",2.96183338129411e-13,1,307,768,"cellular nitrogen compound biosynthetic process","BP",2.91921588986327e-10,"Turquoise"
"664","GO:0044281",0.00034014144586513,0.999753364939498,225,666,"small molecule metabolic process","BP",0.0457155256901005,"Turquoise"
"665","GO:0044282",0.00969549215921464,0.994391016826486,44,114,"small molecule catabolic process","BP",0.612127140201519,"Turquoise"
"666","GO:0044304",0.00049756551397691,0.999955693766862,5,23,"main axon","CC",1,"Magenta"
"667","GO:0044346",0.0459008850521424,0.995809176745653,4,5,"fibroblast apoptotic process","BP",1,"Turquoise"
"668","GO:0044364",0.00929066071548301,1,4,4,"disruption of cells of another organism","BP",0.591838467910932,"Turquoise"
"669","GO:0044390",0.0473507559289021,0.98416052671767,9,18,"ubiquitin-like protein conjugating enzyme binding","MF",1,"Turquoise"
"670","GO:0044391",1.44197526315162e-17,1,86,122,"ribosomal subunit","CC",8.52736104785764e-14,"Turquoise"
"671","GO:0044422",0.000249897574542877,0.99979233436745,920,3088,NA,NA,0.035753490886816,"Turquoise"
"672","GO:0044424",2.54939516101181e-05,0.999979300290554,1211,4094,NA,NA,0.00497019995071544,"Turquoise"
"673","GO:0044428",0.0385041456913409,0.966202387648934,500,1725,NA,NA,1,"Turquoise"
"674","GO:0044429",1.65840740818669e-05,0.999990463683642,140,350,NA,NA,0.00355974355522669,"Turquoise"
"675","GO:0044444",5.63777559976567e-05,0.999954076895705,927,3085,NA,NA,0.00961728624186949,"Turquoise"
"676","GO:0044445",2.78104883328274e-15,1,91,147,NA,NA,7.43586579667835e-12,"Turquoise"
"677","GO:0044446",0.000240237548029504,0.999800661237218,900,3013,NA,NA,0.0346508482893612,"Turquoise"
"678","GO:0044455",0.000336568415592841,0.999851366068281,43,88,NA,NA,0.0455806126796381,"Turquoise"
"679","GO:0044464",1.94957192464566e-05,0.999984234149932,1255,4250,NA,NA,0.00393038130853849,"Turquoise"
"680","GO:0044545",0.00586773882425125,0.999671417259765,5,6,"NSL complex","CC",0.428393228317043,"Turquoise"
"681","GO:0044548",0.0326445774766929,0.999601029540016,1,4,"S100 protein binding","MF",1,"Lightcyan"
"682","GO:0044754",0.0373254785084818,0.992184218424295,6,10,"autolysosome","CC",1,"Turquoise"
"683","GO:0044798",0.0403441866572003,0.977110180990338,27,71,NA,NA,1,"Turquoise"
"684","GO:0044854",0.0116719066726293,0.999966269189559,1,2,"plasma membrane raft assembly","BP",1,"Lightcyan"
"685","GO:0044857",0.0116719066726293,0.999966269189559,1,2,"plasma membrane raft organization","BP",1,"Lightcyan"
"686","GO:0045010",0.0432663055032086,0.99056961206183,6,10,"actin nucleation","BP",1,"Turquoise"
"687","GO:0045047",3.08537791255147e-12,1,50,68,"protein targeting to ER","BP",2.59375077625857e-09,"Turquoise"
"688","GO:0045111",0.0279704319171236,0.997824927484545,2,27,"intermediate filament cytoskeleton","CC",1,"Lightcyan"
"689","GO:0045137",0.0241885941498102,0.990941415745697,9,153,"development of primary sexual characteristics","BP",1,"Magenta"
"690","GO:0045182",0.0257581045007327,0.991667398413647,10,21,"translation regulator activity","MF",1,"Turquoise"
"691","GO:0045184",0.0077503374494976,0.994088102731949,172,536,"establishment of protein localization","BP",0.522808884758695,"Turquoise"
"692","GO:0045259",0.0273843241824277,0.995261791845884,6,9,"proton-transporting ATP synthase complex","CC",1,"Turquoise"
"693","GO:0045271",0.000904464042235451,0.999796394843008,16,24,"respiratory chain complex I","CC",0.100918846372951,"Turquoise"
"694","GO:0045275",0.00700682059341786,0.999214345075378,7,9,"respiratory chain complex III","CC",0.480778033573564,"Turquoise"
"695","GO:0045277",0.0152267378548538,0.998883726634039,5,6,"respiratory chain complex IV","CC",0.833243716956973,"Turquoise"
"696","GO:0045333",2.79516851307907e-05,0.999989619715772,42,80,"cellular respiration","BP",0.00528403668629634,"Turquoise"
"697","GO:0045478",0.0485355890300785,0.995264569636025,2,11,"fusome organization","BP",1,"Magenta"
"698","GO:0045678",0.023725852338945,0.999813262622133,1,3,"positive regulation of R7 cell differentiation","BP",1,"Lightcyan"
"699","GO:0045722",0.0416933950844215,0.992681606181918,5,8,"positive regulation of gluconeogenesis","BP",1,"Turquoise"
"700","GO:0045761",0.0326491836020637,0.994676915903522,5,8,"regulation of adenylate cyclase activity","BP",1,"Turquoise"
"701","GO:0045822",0.0331813443878534,0.997466845063459,2,9,"negative regulation of heart contraction","BP",1,"Magenta"
"702","GO:0045838",0.00620506926996791,0.999516549195027,3,16,"positive regulation of membrane potential","BP",1,"Magenta"
"703","GO:0045913",0.046757921373579,0.980215228887658,13,29,"positive regulation of carbohydrate metabolic process","BP",1,"Turquoise"
"704","GO:0045955",0.019180218110145,0.998938825445167,2,8,"negative regulation of calcium ion-dependent exocytosis","BP",1,"Magenta"
"705","GO:0045981",0.0333311860821583,0.988914981156287,10,20,"positive regulation of nucleotide metabolic process","BP",1,"Turquoise"
